DateTimeKey,Available Capacity Incl Non Comm Units,Available_Capacity_Incl_Non_Comm_Units_Incl_Total_RE,Residual Demand,RSA Contracted Demand
2023-01-02 00:00:00,26141,724999999999,27389,724999999999,17726,772000000001,18974,578000000001
2023-01-02 01:00:00,26377,194,27522,194,17191,825000000001,18336,799999999999
2023-01-02 02:00:00,26457,317999999999,27567,317999999999,17198,063999999998,18308,561000000002
2023-01-02 03:00:00,26407,561000000002,27403,561000000002,17115,284,18111,113000000001
2023-01-02 04:00:00,26502,601999999999,27427,601999999999,17453,056,18378,291000000001
2023-01-02 05:00:00,26548,245999999999,27419,245999999999,17814,762999999999,18685,881000000001
2023-01-02 06:00:00,26575,510999999999,27728,510999999999,18208,514999999999,19361,355
2023-01-02 07:00:00,26491,643,28464,643,18795,348000000002,20768,287
2023-01-02 08:00:00,26425,591,29137,591,19324,383999999998,22036,204000000002
2023-01-02 09:00:00,26319,875,29315,875,20079,407999999999,23075,657999999999
2023-01-02 10:00:00,26417,009999999998,29610,009999999998,20334,557000000001,23527,725999999999
2023-01-02 11:00:00,26251,610000000001,29468,610000000001,20460,082999999999,23677,459999999999
2023-01-02 12:00:00,25970,59,29111,59,20533,674999999999,23674,322
2023-01-02 13:00:00,25339,402999999998,28509,402999999998,20062,285,23231,996999999999
2023-01-02 14:00:00,24717,683000000001,27847,683000000001,19770,775000000001,22901,003000000001
2023-01-02 15:00:00,25097,088,28115,088,19955,876,22973,435000000001
2023-01-02 16:00:00,25088,079000000002,28141,079000000002,20243,75,23296,666000000001
2023-01-02 17:00:00,25132,550999999999,28192,550999999999,20494,764999999999,23554,773000000001
2023-01-02 18:00:00,25316,439999999999,27837,439999999999,21433,012999999999,23953,611000000001
2023-01-02 19:00:00,25347,261999999999,27320,261999999999,23133,355,25106,084999999999
2023-01-02 20:00:00,25276,969000000001,27437,969000000001,22168,099999999999,24329,027999999998
2023-01-02 21:00:00,25115,199000000001,26918,199000000001,20866,593000000001,22669,489000000001
2023-01-02 22:00:00,25091,437999999998,26568,437999999998,19464,391,20940,955000000002
2023-01-02 23:00:00,24963,145,26399,145,18278,194,19714,415000000001
2023-01-03 00:00:00,24803,300999999999,26383,300999999999,17225,521000000001,18805,585999999999
2023-01-03 01:00:00,24948,571,26469,571,16953,477999999999,18474,971000000001
2023-01-03 02:00:00,25077,484,26442,484,16864,442999999999,18229,739000000001
2023-01-03 03:00:00,25093,953000000001,26503,953000000001,16841,906999999999,18252,205000000002
