DateTimeKey;Available Capacity Incl Non Comm Units;Available_Capacity_Incl_Non_Comm_Units_Incl_Total_RE;Residual Demand;RSA Contracted Demand
2023-04-05 00:00:00;26126,886999999999;26877,886999999999;21326,596000000001;22077,856
2023-04-05 01:00:00;26109,032999999999;26876,032999999999;20889,475999999999;21656,657999999999
2023-04-05 02:00:00;26186,629000000001;26976,629000000001;20788,714;21578,945
2023-04-05 03:00:00;26444,151000000002;27258,151000000002;20855,469000000001;21669,215
2023-04-05 04:00:00;26525,431;27326,431;22022,847000000002;22824,243999999999
2023-04-05 05:00:00;26721,502;27551,502;23537,925999999999;24367,574000000001
2023-04-05 06:00:00;26531,888999999999;27405,888999999999;25030,48;25904,156999999999
2023-04-05 07:00:00;26461,378000000001;27758,378000000001;25736,559000000001;27033,061000000002
2023-04-05 08:00:00;25848,045999999998;27842,045999999998;26115,485000000001;28109,163
2023-04-05 09:00:00;25625,321;27923,321;25580,432000000001;27878,213
2023-04-05 10:00:00;25664,101999999999;28008,101999999999;25313,761999999999;27657,561000000002
2023-04-05 11:00:00;26168,950000000001;28630,950000000001;24929,698;27391,27
2023-04-05 12:00:00;25834,031999999999;28433,031999999999;24814,879000000001;27413,768
2023-04-05 13:00:00;25770,324000000001;28393,324000000001;24631,731;27254,787
2023-04-05 14:00:00;26390,281999999999;28999,281999999999;24786,392;27395,128000000001
2023-04-05 15:00:00;26006,73;28580,73;25051,607;27625,356
2023-04-05 16:00:00;25619,438999999998;27915,438999999998;26047,576000000001;28343,579000000002
2023-04-05 17:00:00;26113,955000000002;27729,955000000002;26924,495999999999;28540,296999999999
2023-04-05 18:00:00;25748,053;26962,053;28628,990000000002;29843,360000000001
2023-04-05 19:00:00;25575,576000000001;26770,576000000001;28257,597000000002;29453,084999999999
2023-04-05 20:00:00;26026,139999999999;27089,139999999999;26605,821;27669,134999999998
2023-04-05 21:00:00;26219,048999999999;27131,048999999999;24649,579000000002;25561,753000000001
2023-04-05 22:00:00;26181,864000000001;26854,864000000001;23346,792000000001;24020,038
2023-04-05 23:00:00;25904,107;26610,107;22028,279999999999;22734,09
2023-04-06 00:00:00;25864,406999999999;26492,406999999999;21085,941999999999;21714,305
2023-04-06 01:00:00;25929,996999999999;26620,996999999999;20717,860000000001;21408,600999999999
2023-04-06 02:00:00;26013,132000000001;26693,132000000001;20743,358;21423,817999999999
2023-04-06 03:00:00;25989,465;26681,465;20826,603999999999;21519,088
2023-04-06 04:00:00;25939,616999999998;26587,616999999998;21813,638999999999;22461,636999999999
2023-04-06 05:00:00;26394,335999999999;27072,335999999999;23639,671999999999;24317,299999999999
2023-04-06 06:00:00;26641,606;27414,606;25295,187999999998;26068,455000000002
2023-04-06 07:00:00;26680,293000000001;27922,293000000001;26043,677;27285,327000000001
2023-04-06 08:00:00;26702,395;28626,395;26396,827000000001;28320,73
2023-04-06 09:00:00;26777,364000000001;29094,364000000001;25914,741999999998;28231,866999999998
2023-04-06 10:00:00;27210,868999999999;29780,868999999999;25445,337;28015,026999999998
2023-04-06 11:00:00;27159,882000000001;29903,882000000001;25061,482;27805,849999999999
2023-04-06 12:00:00;26930,048999999999;29664,048999999999;24776,690999999999;27510,470000000001
2023-04-06 13:00:00;26807,197;29417,197;24627,527999999998;27237,063999999998
2023-04-06 14:00:00;26920,826000000001;29293,826000000001;24717,009999999998;27090,173999999999
2023-04-06 15:00:00;26884,556;28968,556;24988,473000000002;27072,32
2023-04-06 16:00:00;27119,412;28742,412;25948,780999999999;27572,216
2023-04-06 17:00:00;27286,628000000001;28216,628000000001;26787,726999999999;27717,253000000001
2023-04-06 18:00:00;27318,402999999998;27968,402999999998;28167,366999999998;28816,913
2023-04-06 19:00:00;27294,279999999999;27859,279999999999;27608,808000000001;28173,835999999999
2023-04-06 20:00:00;27284,751;27766,751;26107,245999999999;26589,212
2023-04-06 21:00:00;27113,544000000002;27468,544000000002;24533,450000000001;24888,598999999998
2023-04-06 22:00:00;26951,512999999999;27283,512999999999;22998,947;23331,119999999999
2023-04-06 23:00:00;27260,249;27664,249;21640,059000000001;22043,594000000001
2023-04-07 00:00:00;27848,181;28224,181;20686,571;21062,607
