Date_Time_Hour_Beginning,RSA Contracted Forecast,Residual Forecast
2023-05-03 00:00:00,21404.577000000001,20796.544000000002
2023-05-03 01:00:00,21112.677,20532.829000000002
2023-05-03 02:00:00,21121.323,20538.856
2023-05-03 03:00:00,21348.147000000001,20796.364000000001
2023-05-03 04:00:00,22780.761999999999,22231.350999999999
2023-05-03 05:00:00,25816.016,25280.063999999998
2023-05-03 06:00:00,28182.503000000001,27645.388999999999
2023-05-03 07:00:00,27650.827000000001,26865.139999999999
2023-05-03 08:00:00,27793.668000000001,26253.969000000001
2023-05-03 09:00:00,27459.151000000002,25534.402999999998
2023-05-03 10:00:00,27195.600999999999,25137.52
2023-05-03 11:00:00,26866.34,24822.857
2023-05-03 12:00:00,26599.646000000001,24563.060000000001
2023-05-03 13:00:00,26422.795999999998,24408.387999999999
2023-05-03 14:00:00,26606.107,24631.272000000001
2023-05-03 15:00:00,27267.719000000001,25408.089
2023-05-03 16:00:00,28118.381000000001,26605.732
2023-05-03 17:00:00,29853.739000000001,28829.725999999999
2023-05-03 18:00:00,31239.224999999999,30256.005000000001
2023-05-03 19:00:00,29890.653999999999,28861.064999999999
2023-05-03 20:00:00,27964.406999999999,26964.611000000001
2023-05-03 21:00:00,25821.142,24923.917000000001
2023-05-03 22:00:00,23741.573,23149.041000000001
2023-05-03 23:00:00,22157.862000000001,21739.317999999999
2023-05-04 00:00:00,21614.671999999999,21278.815999999999
2023-05-04 01:00:00,21341.773000000001,21025.826000000001
2023-05-04 02:00:00,21239.098000000002,20920.665000000001
2023-05-04 03:00:00,21619.472000000002,21322.776999999998
2023-05-04 04:00:00,23042.688999999998,22731.553
2023-05-04 05:00:00,26190.440999999999,25863.673999999999
2023-05-04 06:00:00,28270.555,27897.589
2023-05-04 07:00:00,27775.063999999998,27067.313999999998
2023-05-04 08:00:00,27856.064999999999,26381.098000000002
2023-05-04 09:00:00,27580.790000000001,25577.591
2023-05-04 10:00:00,27395.019,25186.743999999999
2023-05-04 11:00:00,27179.476999999999,24900.243999999999
2023-05-04 12:00:00,26949.537,24582.517
2023-05-04 13:00:00,26735.757000000001,24328.758999999998
2023-05-04 14:00:00,26869.455000000002,24492.267
