Date_Time_Hour_Beginning;RSA Contracted Forecast;Residual Forecast
2023-01-23 00:00:00;21802,514999999999;20730
2023-01-23 01:00:00;21493,109;20510
2023-01-23 02:00:00;21312,639999999999;20436
2023-01-23 03:00:00;21553,387999999999;20745
2023-01-23 04:00:00;22688,725999999999;21923
2023-01-23 05:00:00;25542,248;24787
2023-01-23 06:00:00;26742,280999999999;25759
2023-01-23 07:00:00;26442,719000000001;25008
2023-01-23 08:00:00;27469,136999999999;25524
2023-01-23 09:00:00;27921,212;25564
2023-01-23 10:00:00;28305,344000000001;25613
2023-01-23 11:00:00;28345,428;25479
2023-01-23 12:00:00;28171,635999999999;25227
2023-01-23 13:00:00;27983,303;25046
2023-01-23 14:00:00;28226,037;25309
2023-01-23 15:00:00;28466,083999999999;25719
2023-01-23 16:00:00;28628,543000000001;25885
2023-01-23 17:00:00;28576,726999999999;25915
2023-01-23 18:00:00;28604,831999999999;26458
2023-01-23 19:00:00;29788,894;27994
2023-01-23 20:00:00;29115,264999999999;27337
2023-01-23 21:00:00;27073,329000000002;25231
2023-01-23 22:00:00;25124,131000000001;23259
2023-01-23 23:00:00;23755,381000000001;22028
2023-01-24 00:00:00;22903,825000000001;21426
2023-01-24 01:00:00;22597,382000000001;21094
2023-01-24 02:00:00;22470,755000000001;21023
2023-01-24 03:00:00;22602,091;21159
2023-01-24 04:00:00;23734,311000000002;22344
2023-01-24 05:00:00;26282,026999999998;24922
2023-01-24 06:00:00;27133,162;25599
2023-01-24 07:00:00;26764,799999999999;24725
2023-01-24 08:00:00;27526,670999999998;24907
2023-01-24 09:00:00;27505,137999999999;24390
2023-01-24 10:00:00;27944,899000000001;24396
2023-01-24 11:00:00;27954,802;24191
2023-01-24 12:00:00;27738,98;23902
2023-01-24 13:00:00;27713,047999999999;23930
2023-01-24 14:00:00;28019,807000000001;24264
2023-01-24 15:00:00;28472,903999999999;24939
2023-01-24 16:00:00;28730,278999999999;25237
2023-01-24 17:00:00;28602,490000000002;25244
2023-01-24 18:00:00;28783,571;25965
2023-01-24 19:00:00;29834,848999999998;27404
2023-01-24 20:00:00;29232,07;26855
2023-01-24 21:00:00;27052,349999999999;24767
2023-01-24 22:00:00;24933,739000000001;22751
2023-01-24 23:00:00;23566,119999999999;21528
2023-01-25 00:00:00;22917,303;21166
2023-01-25 01:00:00;22569,335999999999;20832
2023-01-25 02:00:00;22443,041000000001;20791
2023-01-25 03:00:00;22552,395;20933
2023-01-25 04:00:00;23664,574000000001;22128
2023-01-25 05:00:00;26183,499;24710
2023-01-25 06:00:00;26999,294999999998;25307
2023-01-25 07:00:00;26590,504000000001;24447
2023-01-25 08:00:00;27391,546999999999;24757
2023-01-25 09:00:00;27695,656999999999;24821
2023-01-25 10:00:00;27977,137999999999;25005
2023-01-25 11:00:00;28203,191999999999;25271
2023-01-25 12:00:00;28029,027999999998;25226
2023-01-25 13:00:00;27878,129000000001;25326
2023-01-25 14:00:00;28055,810000000001;25541
2023-01-25 15:00:00;28514,562000000002;26111
2023-01-25 16:00:00;28726,376;26267
2023-01-25 17:00:00;28725,582999999999;26209
2023-01-25 18:00:00;28846,203000000001;26543
2023-01-25 19:00:00;29773,613000000001;27651
2023-01-25 20:00:00;28977,356;26752
2023-01-25 21:00:00;26721,700000000001;24591
2023-01-25 22:00:00;24661,485000000001;22658
2023-01-25 23:00:00;23498,281999999999;21689
2023-01-26 00:00:00;22903,673999999999;21490
2023-01-26 01:00:00;22566,867999999999;21276
2023-01-26 02:00:00;22469,598000000002;21357
2023-01-26 03:00:00;22582,593000000001;21530
2023-01-26 04:00:00;23707,869999999999;22730
2023-01-26 05:00:00;26379,386999999999;25457
2023-01-26 06:00:00;27147,911;26038
2023-01-26 07:00:00;26747,598000000002;25224
2023-01-26 08:00:00;27715,631000000001;25720
2023-01-26 09:00:00;27932,013999999999;25670
2023-01-26 10:00:00;28178,538;25720
2023-01-26 11:00:00;28359,991999999998;25792
2023-01-26 12:00:00;28191,206999999999;25611
2023-01-26 13:00:00;28129,687000000002;25640
2023-01-26 14:00:00;28334,248;25884
2023-01-26 15:00:00;28735,821;26473
2023-01-26 16:00:00;28840,025000000001;26566
2023-01-26 17:00:00;28747,308000000001;26499
2023-01-26 18:00:00;28925,059000000001;26994
2023-01-26 19:00:00;29745,886999999999;27997
2023-01-26 20:00:00;28946,951000000001;27157
2023-01-26 21:00:00;26745,438999999998;25096
2023-01-26 22:00:00;24851,138999999999;23350
2023-01-26 23:00:00;23596,82;22293
2023-01-27 00:00:00;23072,656999999999;22054
2023-01-27 01:00:00;22694,651999999998;21698
2023-01-27 02:00:00;22602,132000000001;21702
2023-01-27 03:00:00;22670,050999999999;21776
2023-01-27 04:00:00;23716,356;22851
2023-01-27 05:00:00;26211,705999999998;25390
2023-01-27 06:00:00;27165,347000000002;26154
2023-01-27 07:00:00;27070,620999999999;25623
2023-01-27 08:00:00;28138,124;26242
2023-01-27 09:00:00;28523,699000000001;26348
2023-01-27 10:00:00;28719,574000000001;26307
2023-01-27 11:00:00;28655,786;26131
2023-01-27 12:00:00;28552,889999999999;25992
2023-01-27 13:00:00;28283,715;25773
2023-01-27 14:00:00;28221,528999999999;25700
2023-01-27 15:00:00;28179,170999999998;25773
2023-01-27 16:00:00;28103,962;25655
2023-01-27 17:00:00;27906,455000000002;25484
2023-01-27 18:00:00;27720,813999999998;25671
2023-01-27 19:00:00;28494,508999999998;26757
2023-01-27 20:00:00;27993,529999999999;26238
2023-01-27 21:00:00;26302,889999999999;24658
2023-01-27 22:00:00;24859,618999999999;23342
2023-01-27 23:00:00;23644,800999999999;22307
2023-01-28 00:00:00;22984,742999999999;21970
2023-01-28 01:00:00;22581,782999999999;21587
2023-01-28 02:00:00;22254,745999999999;21349
2023-01-28 03:00:00;22243,937999999998;21356
2023-01-28 04:00:00;22524,316999999999;21690
2023-01-28 05:00:00;22952,181;22145
2023-01-28 06:00:00;23998,091;23011
2023-01-28 07:00:00;25506,957999999999;24054
2023-01-28 08:00:00;26936,919000000002;25000
2023-01-28 09:00:00;27487,914000000001;25178
2023-01-28 10:00:00;27474,383000000002;24850
2023-01-28 11:00:00;27185,112000000001;24394
2023-01-28 12:00:00;27075,528999999999;24170
2023-01-28 13:00:00;26783,657999999999;23873
2023-01-28 14:00:00;26618,080000000002;23674
2023-01-28 15:00:00;26555,233;23741
2023-01-28 16:00:00;26790,429;23974
2023-01-28 17:00:00;26777,905999999999;24054
2023-01-28 18:00:00;26951,614000000001;24626
2023-01-28 19:00:00;27879,970000000001;25857
2023-01-28 20:00:00;27451,059000000001;25455
2023-01-28 21:00:00;25675,277999999998;23794
2023-01-28 22:00:00;24175,370999999999;22411
2023-01-28 23:00:00;22992,124;21381
2023-01-29 00:00:00;22209,601999999999;20868
2023-01-29 01:00:00;21821,73;20474
2023-01-29 02:00:00;21563,175999999999;20296
2023-01-29 03:00:00;21532,536;20259
2023-01-29 04:00:00;21744,867999999999;20512
2023-01-29 05:00:00;21961,984;20764
2023-01-29 06:00:00;23168,002;21795
2023-01-29 07:00:00;24954,288;23124
2023-01-29 08:00:00;26277,055;24011
2023-01-29 09:00:00;26779,174999999999;24291
2023-01-29 10:00:00;26679,003000000001;23970
2023-01-29 11:00:00;26543,873;23735
2023-01-29 12:00:00;26495,825000000001;23608
2023-01-29 13:00:00;26125,588;23276
2023-01-29 14:00:00;25812,998;22976
2023-01-29 15:00:00;25652,566999999999;22937
2023-01-29 16:00:00;25921,378000000001;23158
2023-01-29 17:00:00;26184,43;23416
2023-01-29 18:00:00;26646,197;24218
2023-01-29 19:00:00;27935,366999999998;25807
2023-01-29 20:00:00;27390,09;25283
2023-01-29 21:00:00;25534,947;23548
2023-01-29 22:00:00;23949,737000000001;22093
2023-01-29 23:00:00;22694,920999999998;21028
2023-01-30 00:00:00;21630,115000000002;20342
2023-01-30 01:00:00;21442,403999999999;20152
2023-01-30 02:00:00;21282,531999999999;20050
2023-01-30 03:00:00;21463,220000000001;20216
2023-01-30 04:00:00;22703,847000000002;21483
2023-01-30 05:00:00;25367,914000000001;24168
2023-01-30 06:00:00;26457,383000000002;25089
2023-01-30 07:00:00;26158,215;24331
2023-01-30 08:00:00;27211,009999999998;24936
2023-01-30 09:00:00;27543,917000000001;25136
2023-01-30 10:00:00;27859,025000000001;25239
2023-01-30 11:00:00;27895,562999999998;25176
2023-01-30 12:00:00;27781,751;25007
2023-01-30 13:00:00;27582,981;24897
2023-01-30 14:00:00;27672,545999999998;25045
