Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Thursday 2023-03-02 To Wednesday 2023-03-08;14600; to 15200;1,000000;2;From_14600 To_15200
Thursday 2023-03-02 To Wednesday 2023-03-08;15200; to 15800;14,000000;24;From_15200 To_15800
Thursday 2023-02-23 To Wednesday 2023-03-01;15800; to 16400;2,000000;4;From_15800 To_16400
Thursday 2023-03-02 To Wednesday 2023-03-08;15800; to 16400;13,000000;22;From_15800 To_16400
Thursday 2023-03-02 To Wednesday 2023-03-08;16400; to 17000;14,000000;24;From_16400 To_17000
Thursday 2023-02-23 To Wednesday 2023-03-01;16400; to 17000;15,000000;26;From_16400 To_17000
Thursday 2023-03-02 To Wednesday 2023-03-08;17000; to 17600;16,000000;27;From_17000 To_17600
Thursday 2023-02-23 To Wednesday 2023-03-01;17000; to 17600;36,000000;60;From_17000 To_17600
Thursday 2023-03-02 To Wednesday 2023-03-08;17600; to 18200;11,000000;19;From_17600 To_18200
Thursday 2023-02-23 To Wednesday 2023-03-01;17600; to 18200;27,000000;46;From_17600 To_18200
Thursday 2023-03-02 To Wednesday 2023-03-08;18200; to 18800;11,000000;19;From_18200 To_18800
Thursday 2023-02-23 To Wednesday 2023-03-01;18200; to 18800;16,000000;27;From_18200 To_18800
Thursday 2023-02-23 To Wednesday 2023-03-01;18800; to 19400;1,000000;2;From_18800 To_19400
Thursday 2023-03-02 To Wednesday 2023-03-08;18800; to 19400;4,000000;7;From_18800 To_19400
Thursday 2023-02-23 To Wednesday 2023-03-01;19400; to 20000;2,000000;3;From_19400 To_20000
