WeekStartDate;Forecast_Or_Actual_Value;Forecast_Or_Actual_Value_Legend
2022-06-20 12:00:00 AM;30918;2021-22-Residual Peak Demand
2022-06-27 12:00:00 AM;31961;2021-22-Residual Peak Demand
2022-06-27 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-06-27 12:00:00 AM;32889;2022-23-Residual Peak Demand
2022-06-27 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-06-27 12:00:00 AM;32899;2021-22-RSA Contracted Peak Demand
2022-06-27 12:00:00 AM;33617;2022-23-RSA Contracted Peak Demand
2022-07-04 12:00:00 AM;33218;2022-23-RSA Contracted Peak Demand
2022-07-04 12:00:00 AM;32572;2021-22-RSA Contracted Peak Demand
2022-07-04 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-07-04 12:00:00 AM;32483;2022-23-Residual Peak Demand
2022-07-04 12:00:00 AM;30714;2021-22-Residual Peak Demand
2022-07-04 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-07-11 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-07-11 12:00:00 AM;32182;2021-22-Residual Peak Demand
2022-07-11 12:00:00 AM;32841;2022-23-Residual Peak Demand
2022-07-11 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-07-11 12:00:00 AM;32969;2021-22-RSA Contracted Peak Demand
2022-07-11 12:00:00 AM;33484;2022-23-RSA Contracted Peak Demand
2022-07-18 12:00:00 AM;33408;2022-23-RSA Contracted Peak Demand
2022-07-18 12:00:00 AM;32912;2021-22-RSA Contracted Peak Demand
2022-07-18 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-07-18 12:00:00 AM;32485;2022-23-Residual Peak Demand
2022-07-18 12:00:00 AM;32345;2021-22-Residual Peak Demand
2022-07-18 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-07-25 12:00:00 AM;33407;2021-22-Residual Peak Demand
2022-07-25 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-07-25 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-07-25 12:00:00 AM;35005;2021-22-RSA Contracted Peak Demand
2022-07-25 12:00:00 AM;31518;2022-23-Residual Peak Demand
2022-07-25 12:00:00 AM;32836;2022-23-RSA Contracted Peak Demand
2022-08-01 12:00:00 AM;33517;2022-23-RSA Contracted Peak Demand
2022-08-01 12:00:00 AM;32554;2022-23-Residual Peak Demand
2022-08-01 12:00:00 AM;33974;2021-22-RSA Contracted Peak Demand
2022-08-01 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-08-01 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-08-01 12:00:00 AM;32199;2021-22-Residual Peak Demand
2022-08-08 12:00:00 AM;31225;2021-22-Residual Peak Demand
2022-08-08 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-08-08 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-08-08 12:00:00 AM;30128;2022-23-Residual Peak Demand
2022-08-08 12:00:00 AM;32281;2021-22-RSA Contracted Peak Demand
2022-08-08 12:00:00 AM;31388;2022-23-RSA Contracted Peak Demand
2022-08-15 12:00:00 AM;32561;2022-23-RSA Contracted Peak Demand
2022-08-15 12:00:00 AM;33123;2021-22-RSA Contracted Peak Demand
2022-08-15 12:00:00 AM;31240;2022-23-Residual Peak Demand
2022-08-15 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-08-15 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-08-15 12:00:00 AM;32078;2021-22-Residual Peak Demand
2022-08-22 12:00:00 AM;30540;2021-22-Residual Peak Demand
2022-08-22 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-08-22 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-08-22 12:00:00 AM;30519;2022-23-Residual Peak Demand
2022-08-22 12:00:00 AM;32210;2021-22-RSA Contracted Peak Demand
2022-08-22 12:00:00 AM;32155;2022-23-RSA Contracted Peak Demand
2022-08-29 12:00:00 AM;31431;2022-23-RSA Contracted Peak Demand
2022-08-29 12:00:00 AM;31305;2021-22-RSA Contracted Peak Demand
2022-08-29 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-08-29 12:00:00 AM;30761;2021-22-Residual Peak Demand
2022-08-29 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-08-29 12:00:00 AM;29274;2022-23-Residual Peak Demand
2022-09-05 12:00:00 AM;29923;2022-23-Residual Peak Demand
2022-09-05 12:00:00 AM;29970;2021-22-Residual Peak Demand
2022-09-05 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-09-05 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-09-05 12:00:00 AM;31684;2021-22-RSA Contracted Peak Demand
2022-09-05 12:00:00 AM;31287;2022-23-RSA Contracted Peak Demand
2022-09-12 12:00:00 AM;31983;2022-23-RSA Contracted Peak Demand
2022-09-12 12:00:00 AM;31856;2021-22-RSA Contracted Peak Demand
2022-09-12 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-09-12 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-09-12 12:00:00 AM;30634;2021-22-Residual Peak Demand
2022-09-12 12:00:00 AM;30818;2022-23-Residual Peak Demand
2022-09-19 12:00:00 AM;30213;2022-23-Residual Peak Demand
2022-09-19 12:00:00 AM;29285;2021-22-Residual Peak Demand
2022-09-19 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-09-19 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-09-19 12:00:00 AM;31084;2021-22-RSA Contracted Peak Demand
2022-09-19 12:00:00 AM;31420;2022-23-RSA Contracted Peak Demand
2022-09-26 12:00:00 AM;31222;2022-23-RSA Contracted Peak Demand
2022-09-26 12:00:00 AM;30941;2021-22-RSA Contracted Peak Demand
2022-09-26 12:00:00 AM;29668;2022-23-Residual Peak Demand
2022-09-26 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-09-26 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-09-26 12:00:00 AM;29806;2021-22-Residual Peak Demand
2022-10-03 12:00:00 AM;28444;2021-22-Residual Peak Demand
2022-10-03 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-10-03 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-10-03 12:00:00 AM;29205;2022-23-Residual Peak Demand
2022-10-03 12:00:00 AM;30197;2021-22-RSA Contracted Peak Demand
2022-10-03 12:00:00 AM;30935;2022-23-RSA Contracted Peak Demand
2022-10-10 12:00:00 AM;30736;2022-23-RSA Contracted Peak Demand
2022-10-10 12:00:00 AM;30326;2021-22-RSA Contracted Peak Demand
2022-10-10 12:00:00 AM;29193;2022-23-Residual Peak Demand
2022-10-10 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-10-10 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-10-10 12:00:00 AM;28787;2021-22-Residual Peak Demand
2022-10-17 12:00:00 AM;29705;2021-22-Residual Peak Demand
2022-10-17 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-10-17 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-10-17 12:00:00 AM;29029;2022-23-Residual Peak Demand
2022-10-17 12:00:00 AM;30812;2021-22-RSA Contracted Peak Demand
2022-10-17 12:00:00 AM;30478;2022-23-RSA Contracted Peak Demand
2022-10-24 12:00:00 AM;30697;2022-23-RSA Contracted Peak Demand
2022-10-24 12:00:00 AM;30812;2021-22-RSA Contracted Peak Demand
2022-10-24 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-10-24 12:00:00 AM;29161;2021-22-Residual Peak Demand
2022-10-24 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-10-24 12:00:00 AM;28326;2022-23-Residual Peak Demand
2022-10-31 12:00:00 AM;28424;2022-23-Residual Peak Demand
2022-10-31 12:00:00 AM;29250;2021-22-Residual Peak Demand
2022-10-31 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-10-31 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-10-31 12:00:00 AM;30621;2022-23-RSA Contracted Peak Demand
2022-10-31 12:00:00 AM;30983;2021-22-RSA Contracted Peak Demand
2022-11-07 12:00:00 AM;29604;2021-22-RSA Contracted Peak Demand
2022-11-07 12:00:00 AM;30492;2022-23-RSA Contracted Peak Demand
2022-11-07 12:00:00 AM;28803;2022-23-Residual Peak Demand
2022-11-07 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-11-07 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-11-07 12:00:00 AM;28296;2021-22-Residual Peak Demand
2022-11-14 12:00:00 AM;28700;2021-22-Residual Peak Demand
2022-11-14 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-11-14 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-11-14 12:00:00 AM;28696;2022-23-Residual Peak Demand
2022-11-14 12:00:00 AM;30466;2022-23-RSA Contracted Peak Demand
2022-11-14 12:00:00 AM;30532;2021-22-RSA Contracted Peak Demand
2022-11-21 12:00:00 AM;30176;2021-22-RSA Contracted Peak Demand
2022-11-21 12:00:00 AM;30115;2022-23-RSA Contracted Peak Demand
2022-11-21 12:00:00 AM;28620;2022-23-Residual Peak Demand
2022-11-21 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-11-21 12:00:00 AM;27857;2021-22-Residual Peak Demand
2022-11-21 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-11-28 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-11-28 12:00:00 AM;27936;2021-22-Residual Peak Demand
2022-11-28 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-11-28 12:00:00 AM;27634;2022-23-Residual Peak Demand
2022-11-28 12:00:00 AM;29772;2021-22-RSA Contracted Peak Demand
2022-11-28 12:00:00 AM;29755;2022-23-RSA Contracted Peak Demand
2022-12-05 12:00:00 AM;30016;2022-23-RSA Contracted Peak Demand
2022-12-05 12:00:00 AM;29260;2021-22-RSA Contracted Peak Demand
2022-12-05 12:00:00 AM;27829;2022-23-Residual Peak Demand
2022-12-05 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-12-05 12:00:00 AM;27673;2021-22-Residual Peak Demand
2022-12-05 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-12-12 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-12-12 12:00:00 AM;28350;2021-22-Residual Peak Demand
2022-12-12 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-12-12 12:00:00 AM;27841;2022-23-Residual Peak Demand
2022-12-12 12:00:00 AM;29296;2021-22-RSA Contracted Peak Demand
2022-12-12 12:00:00 AM;29832;2022-23-RSA Contracted Peak Demand
2022-12-19 12:00:00 AM;28715;2022-23-RSA Contracted Peak Demand
2022-12-19 12:00:00 AM;29538;2021-22-RSA Contracted Peak Demand
2022-12-19 12:00:00 AM;26223;2022-23-Residual Peak Demand
2022-12-19 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-12-19 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-12-19 12:00:00 AM;26639;2021-22-Residual Peak Demand
2022-12-26 12:00:00 AM;25943;2021-22-Residual Peak Demand
2022-12-26 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-12-26 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-12-26 12:00:00 AM;23278;2022-23-Residual Peak Demand
2022-12-26 12:00:00 AM;26237;2022-23-RSA Contracted Peak Demand
2022-12-26 12:00:00 AM;27929;2021-22-RSA Contracted Peak Demand
2023-01-02 12:00:00 AM;25510;2021-22-RSA Contracted Peak Demand
2023-01-02 12:00:00 AM;28276;2022-23-RSA Contracted Peak Demand
2023-01-02 12:00:00 AM;25785;2022-23-Residual Peak Demand
2023-01-02 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-01-02 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-01-02 12:00:00 AM;23896;2021-22-Residual Peak Demand
2023-01-09 12:00:00 AM;25657;2021-22-Residual Peak Demand
2023-01-09 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-01-09 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-01-09 12:00:00 AM;27943;2022-23-Residual Peak Demand
2023-01-09 12:00:00 AM;29271;2022-23-RSA Contracted Peak Demand
2023-01-09 12:00:00 AM;27662;2021-22-RSA Contracted Peak Demand
2023-01-16 12:00:00 AM;28682;2021-22-RSA Contracted Peak Demand
2023-01-16 12:00:00 AM;29865;2022-23-RSA Contracted Peak Demand
2023-01-16 12:00:00 AM;28238;2022-23-Residual Peak Demand
2023-01-16 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-01-16 12:00:00 AM;26517;2021-22-Residual Peak Demand
2023-01-16 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-01-23 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-01-23 12:00:00 AM;27394;2021-22-Residual Peak Demand
2023-01-23 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-01-23 12:00:00 AM;28664;2022-23-Residual Peak Demand
2023-01-23 12:00:00 AM;30172;2022-23-RSA Contracted Peak Demand
2023-01-23 12:00:00 AM;29011;2021-22-RSA Contracted Peak Demand
2023-01-30 12:00:00 AM;30508;2022-23-RSA Contracted Peak Demand
2023-01-30 12:00:00 AM;28260;2022-23-Residual Peak Demand
2023-01-30 12:00:00 AM;29868;2021-22-RSA Contracted Peak Demand
2023-01-30 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-01-30 12:00:00 AM;28435;2021-22-Residual Peak Demand
2023-01-30 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-02-06 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-02-06 12:00:00 AM;28968;2021-22-Residual Peak Demand
2023-02-06 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-02-06 12:00:00 AM;29863;2021-22-RSA Contracted Peak Demand
2023-02-06 12:00:00 AM;28466;2022-23-Residual Peak Demand
2023-02-06 12:00:00 AM;30345;2022-23-RSA Contracted Peak Demand
2023-02-13 12:00:00 AM;30500;2022-23-RSA Contracted Peak Demand
2023-02-13 12:00:00 AM;28488;2022-23-Residual Peak Demand
2023-02-13 12:00:00 AM;30022;2021-22-RSA Contracted Peak Demand
2023-02-13 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-02-13 12:00:00 AM;28958;2021-22-Residual Peak Demand
2023-02-13 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-02-20 12:00:00 AM;29375;2021-22-Residual Peak Demand
2023-02-20 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-02-20 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-02-20 12:00:00 AM;30132;2021-22-RSA Contracted Peak Demand
2023-02-20 12:00:00 AM;29405;2022-23-Residual Peak Demand
2023-02-20 12:00:00 AM;30663;2022-23-RSA Contracted Peak Demand
2023-02-27 12:00:00 AM;30538;2022-23-RSA Contracted Peak Demand
2023-02-27 12:00:00 AM;28521;2021-22-Residual Peak Demand
2023-02-27 12:00:00 AM;29374;2022-23-Residual Peak Demand
2023-02-27 12:00:00 AM;29910;2021-22-RSA Contracted Peak Demand
2023-02-27 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-02-27 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-03-06 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-03-06 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-03-06 12:00:00 AM;29694;2021-22-RSA Contracted Peak Demand
2023-03-06 12:00:00 AM;28938;2022-23-Residual Peak Demand
2023-03-06 12:00:00 AM;28169;2021-22-Residual Peak Demand
2023-03-06 12:00:00 AM;30409;2022-23-RSA Contracted Peak Demand
2023-03-13 12:00:00 AM;30306;2022-23-RSA Contracted Peak Demand
2023-03-13 12:00:00 AM;28969;2021-22-Residual Peak Demand
2023-03-13 12:00:00 AM;28846;2022-23-Residual Peak Demand
2023-03-13 12:00:00 AM;29859;2021-22-RSA Contracted Peak Demand
2023-03-13 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-03-13 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-03-20 12:00:00 AM;;2021-22-Residual Peak Forecast
2023-03-20 12:00:00 AM;;2022-23-Residual Peak Forecast
2023-03-20 12:00:00 AM;29811;2021-22-RSA Contracted Peak Demand
2023-03-20 12:00:00 AM;27976;2022-23-Residual Peak Demand
2023-03-20 12:00:00 AM;28068;2021-22-Residual Peak Demand
2023-03-20 12:00:00 AM;29570;2022-23-RSA Contracted Peak Demand
2023-03-27 12:00:00 AM;;2022-23-RSA Contracted Peak Demand
2023-03-27 12:00:00 AM;;2022-23-Residual Peak Demand
2023-03-27 12:00:00 AM;29785;2021-22-RSA Contracted Peak Demand
2023-03-27 12:00:00 AM;27975;2022-23-Residual Peak Forecast
2023-03-27 12:00:00 AM;28341;2021-22-Residual Peak Demand
2023-03-27 12:00:00 AM;;2021-22-Residual Peak Forecast
