WeekStartDate;Forecast_Or_Actual_Value;Forecast_Or_Actual_Value_Legend
2022-04-04 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-04-04 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-04-04 12:00:00 AM;28957;2022-23-Residual Peak Demand
2022-04-04 12:00:00 AM;30532;2021-22-RSA Contracted Peak Demand
2022-04-04 12:00:00 AM;30763;2022-23-RSA Contracted Peak Demand
2022-04-04 12:00:00 AM;29243;2021-22-Residual Peak Demand
2022-04-11 12:00:00 AM;31241;2022-23-RSA Contracted Peak Demand
2022-04-11 12:00:00 AM;30947;2021-22-RSA Contracted Peak Demand
2022-04-11 12:00:00 AM;29929;2022-23-Residual Peak Demand
2022-04-11 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-04-11 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-04-11 12:00:00 AM;30051;2021-22-Residual Peak Demand
2022-04-18 12:00:00 AM;30287;2021-22-Residual Peak Demand
2022-04-18 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-04-18 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-04-18 12:00:00 AM;30617;2022-23-Residual Peak Demand
2022-04-18 12:00:00 AM;30984;2021-22-RSA Contracted Peak Demand
2022-04-18 12:00:00 AM;31742;2022-23-RSA Contracted Peak Demand
2022-04-25 12:00:00 AM;31834;2022-23-RSA Contracted Peak Demand
2022-04-25 12:00:00 AM;31650;2021-22-RSA Contracted Peak Demand
2022-04-25 12:00:00 AM;30838;2022-23-Residual Peak Demand
2022-04-25 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-04-25 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-04-25 12:00:00 AM;30751;2021-22-Residual Peak Demand
2022-05-02 12:00:00 AM;29753;2021-22-Residual Peak Demand
2022-05-02 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-05-02 12:00:00 AM;30649;2022-23-Residual Peak Demand
2022-05-02 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-05-02 12:00:00 AM;30982;2021-22-RSA Contracted Peak Demand
2022-05-02 12:00:00 AM;31346;2022-23-RSA Contracted Peak Demand
2022-05-09 12:00:00 AM;32558;2022-23-RSA Contracted Peak Demand
2022-05-09 12:00:00 AM;31953;2021-22-RSA Contracted Peak Demand
2022-05-09 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-05-09 12:00:00 AM;31868;2022-23-Residual Peak Demand
2022-05-09 12:00:00 AM;31136;2021-22-Residual Peak Demand
2022-05-09 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-05-16 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-05-16 12:00:00 AM;31387;2021-22-Residual Peak Demand
2022-05-16 12:00:00 AM;31890;2022-23-Residual Peak Demand
2022-05-16 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-05-16 12:00:00 AM;32252;2021-22-RSA Contracted Peak Demand
2022-05-16 12:00:00 AM;33052;2022-23-RSA Contracted Peak Demand
2022-05-23 12:00:00 AM;32951;2022-23-RSA Contracted Peak Demand
2022-05-23 12:00:00 AM;32905;2021-22-RSA Contracted Peak Demand
2022-05-23 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-05-23 12:00:00 AM;32156;2022-23-Residual Peak Demand
2022-05-23 12:00:00 AM;32156;2021-22-Residual Peak Demand
2022-05-23 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-05-30 12:00:00 AM;32281;2021-22-Residual Peak Demand
2022-05-30 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-05-30 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-05-30 12:00:00 AM;33021;2021-22-RSA Contracted Peak Demand
2022-05-30 12:00:00 AM;32320;2022-23-Residual Peak Demand
2022-05-30 12:00:00 AM;33532;2022-23-RSA Contracted Peak Demand
2022-06-06 12:00:00 AM;32083;2022-23-RSA Contracted Peak Demand
2022-06-06 12:00:00 AM;31412;2022-23-Residual Peak Demand
2022-06-06 12:00:00 AM;34014;2021-22-RSA Contracted Peak Demand
2022-06-06 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-06-06 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-06-06 12:00:00 AM;32727;2021-22-Residual Peak Demand
2022-06-13 12:00:00 AM;34029;2021-22-Residual Peak Demand
2022-06-13 12:00:00 AM;;2021-22-Residual Peak Forecast
2022-06-13 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-06-13 12:00:00 AM;34347;2021-22-RSA Contracted Peak Demand
2022-06-13 12:00:00 AM;31665;2022-23-Residual Peak Demand
2022-06-13 12:00:00 AM;32718;2022-23-RSA Contracted Peak Demand
2022-06-20 12:00:00 AM;34666;2022-23-RSA Contracted Peak Demand
2022-06-20 12:00:00 AM;33136;2022-23-Residual Peak Demand
2022-06-20 12:00:00 AM;32257;2021-22-RSA Contracted Peak Demand
2022-06-20 12:00:00 AM;;2022-23-Residual Peak Forecast
2022-06-20 12:00:00 AM;;2021-22-Residual Peak Forecast
