Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Sunday 2023-01-29 To Saturday 2023-02-04;13600; to 14200;1,000000;2;From_13600 To_14200
Sunday 2023-01-22 To Saturday 2023-01-28;13600; to 14200;1,000000;2;From_13600 To_14200
Sunday 2023-01-29 To Saturday 2023-02-04;14200; to 14800;5,000000;9;From_14200 To_14800
Sunday 2023-01-22 To Saturday 2023-01-28;14200; to 14800;13,000000;22;From_14200 To_14800
Sunday 2023-01-29 To Saturday 2023-02-04;14800; to 15400;3,000000;5;From_14800 To_15400
Sunday 2023-01-22 To Saturday 2023-01-28;14800; to 15400;24,000000;41;From_14800 To_15400
Sunday 2023-01-29 To Saturday 2023-02-04;15400; to 16000;5,000000;9;From_15400 To_16000
Sunday 2023-01-22 To Saturday 2023-01-28;15400; to 16000;46,000000;77;From_15400 To_16000
Sunday 2023-01-29 To Saturday 2023-02-04;16000; to 16600;2,000000;3;From_16000 To_16600
Sunday 2023-01-22 To Saturday 2023-01-28;16000; to 16600;10,000000;16;From_16000 To_16600
Sunday 2023-01-22 To Saturday 2023-01-28;16600; to 17200;2,000000;3;From_16600 To_17200
Sunday 2023-01-29 To Saturday 2023-02-04;16600; to 17200;15,000000;25;From_16600 To_17200
Sunday 2023-01-22 To Saturday 2023-01-28;17200; to 17800;2,000000;4;From_17200 To_17800
Sunday 2023-01-29 To Saturday 2023-02-04;17200; to 17800;24,000000;41;From_17200 To_17800
Sunday 2023-01-22 To Saturday 2023-01-28;17800; to 18400;2,000000;3;From_17800 To_18400
Sunday 2023-01-29 To Saturday 2023-02-04;17800; to 18400;23,000000;38;From_17800 To_18400
Sunday 2023-01-29 To Saturday 2023-02-04;18400; to 19000;7,000000;11;From_18400 To_19000
Sunday 2023-01-29 To Saturday 2023-02-04;19000; to 19600;1,000000;1;From_19000 To_19600
