DateTimeKey;Date Time Hour Beginning;Hourly UCLF+OCLF
2022-12-31 00:00:00;2022-12-31 00:00:00;16951,274000000001
2022-12-31 01:00:00;2022-12-31 01:00:00;17404,837
2022-12-31 02:00:00;2022-12-31 02:00:00;17224,198
2022-12-31 03:00:00;2022-12-31 03:00:00;17295,887999999999
2022-12-31 04:00:00;2022-12-31 04:00:00;17235,300999999999
2022-12-31 05:00:00;2022-12-31 05:00:00;17055,758999999998
2022-12-31 06:00:00;2022-12-31 06:00:00;17128,273000000001
2022-12-31 07:00:00;2022-12-31 07:00:00;16829,508000000002
2022-12-31 08:00:00;2022-12-31 08:00:00;16845,699000000001
2022-12-31 09:00:00;2022-12-31 09:00:00;16933,446
2022-12-31 10:00:00;2022-12-31 10:00:00;17124,074000000001
2022-12-31 11:00:00;2022-12-31 11:00:00;17754,787
2022-12-31 12:00:00;2022-12-31 12:00:00;17777,489000000001
2022-12-31 13:00:00;2022-12-31 13:00:00;17760,603999999999
2022-12-31 14:00:00;2022-12-31 14:00:00;17519,267
2022-12-31 15:00:00;2022-12-31 15:00:00;16644,275000000001
2022-12-31 16:00:00;2022-12-31 16:00:00;16296,423000000001
2022-12-31 17:00:00;2022-12-31 17:00:00;15805,093000000001
2022-12-31 18:00:00;2022-12-31 18:00:00;16122,873
2022-12-31 19:00:00;2022-12-31 19:00:00;15807,352000000001
2022-12-31 20:00:00;2022-12-31 20:00:00;15852,308000000001
2022-12-31 21:00:00;2022-12-31 21:00:00;15993,755999999999
2022-12-31 22:00:00;2022-12-31 22:00:00;16163,761
2022-12-31 23:00:00;2022-12-31 23:00:00;16251,665999999999
2023-01-01 00:00:00;2023-01-01 00:00:00;16008,144
2023-01-01 01:00:00;2023-01-01 01:00:00;16052,236999999999
2023-01-01 02:00:00;2023-01-01 02:00:00;16147,439
2023-01-01 03:00:00;2023-01-01 03:00:00;15839,401
2023-01-01 04:00:00;2023-01-01 04:00:00;15316,597
2023-01-01 05:00:00;2023-01-01 05:00:00;15263,183999999999
2023-01-01 06:00:00;2023-01-01 06:00:00;15529,022999999999
2023-01-01 07:00:00;2023-01-01 07:00:00;15543,788
2023-01-01 08:00:00;2023-01-01 08:00:00;15266,743
2023-01-01 09:00:00;2023-01-01 09:00:00;15033,181
2023-01-01 10:00:00;2023-01-01 10:00:00;15103,232
2023-01-01 11:00:00;2023-01-01 11:00:00;15175,059999999999
