Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Tuesday 2023-01-31 To Monday 2023-02-06;13600; to 14200;1,000000;2;From_13600 To_14200
Tuesday 2023-02-07 To Monday 2023-02-13;14200; to 14800;1,000000;1;From_14200 To_14800
Tuesday 2023-01-31 To Monday 2023-02-06;14200; to 14800;7,000000;11;From_14200 To_14800
Tuesday 2023-01-31 To Monday 2023-02-06;14800; to 15400;20,000000;34;From_14800 To_15400
Tuesday 2023-02-07 To Monday 2023-02-13;14800; to 15400;24,000000;40;From_14800 To_15400
Tuesday 2023-01-31 To Monday 2023-02-06;15400; to 16000;15,000000;25;From_15400 To_16000
Tuesday 2023-02-07 To Monday 2023-02-13;15400; to 16000;44,000000;74;From_15400 To_16000
Tuesday 2023-01-31 To Monday 2023-02-06;16000; to 16600;9,000000;15;From_16000 To_16600
Tuesday 2023-02-07 To Monday 2023-02-13;16000; to 16600;13,000000;22;From_16000 To_16600
Tuesday 2023-02-07 To Monday 2023-02-13;16600; to 17200;2,000000;4;From_16600 To_17200
Tuesday 2023-01-31 To Monday 2023-02-06;16600; to 17200;15,000000;25;From_16600 To_17200
Tuesday 2023-02-07 To Monday 2023-02-13;17200; to 17800;2,000000;3;From_17200 To_17800
Tuesday 2023-01-31 To Monday 2023-02-06;17200; to 17800;11,000000;19;From_17200 To_17800
Tuesday 2023-01-31 To Monday 2023-02-06;17800; to 18400;15,000000;26;From_17800 To_18400
Tuesday 2023-01-31 To Monday 2023-02-06;18400; to 19000;4,000000;6;From_18400 To_19000
Tuesday 2023-01-31 To Monday 2023-02-06;19000; to 19600;3,000000;5;From_19000 To_19600
