Date_Time_Hour_Beginning;RSA Contracted Forecast;Residual Forecast
2022-12-27 00:00:00;19102,474999999999;17890,774000000001
2022-12-27 01:00:00;18543,696;17489,757000000001
2022-12-27 02:00:00;18304,220000000001;17427,173999999999
2022-12-27 03:00:00;18269,324000000001;17454,422999999999
2022-12-27 04:00:00;18509,774000000001;17713,666000000001
2022-12-27 05:00:00;18937,334999999999;18002,303
2022-12-27 06:00:00;19570,745999999999;18232,030999999999
2022-12-27 07:00:00;20951,331999999999;19027,717000000001
2022-12-27 08:00:00;22476,114000000001;20061,297999999999
2022-12-27 09:00:00;23536,141;20770,727999999999
2022-12-27 10:00:00;23960,712;21049,164000000001
2022-12-27 11:00:00;23914,956999999999;20909,057000000001
2022-12-27 12:00:00;23916,534;20874,558000000001
2022-12-27 13:00:00;23719,186000000002;20554,528999999999
2022-12-27 14:00:00;23430,088;20129,780999999999
2022-12-27 15:00:00;23426,370999999999;20005,624
2022-12-27 16:00:00;23615,912;20256,112000000001
2022-12-27 17:00:00;23909,939999999999;20786,810000000001
2022-12-27 18:00:00;24121,599999999999;21409,27
2022-12-27 19:00:00;25006,414000000001;22607,202000000001
2022-12-27 20:00:00;24368,401999999998;22032,362000000001
2022-12-27 21:00:00;22847,149000000001;20602,150000000001
2022-12-27 22:00:00;21429,43;19736,977999999999
2022-12-27 23:00:00;20175,776000000002;18605,760999999999
2022-12-28 00:00:00;19319,954000000002;17885,695
2022-12-28 01:00:00;18942,805;17626,741000000002
2022-12-28 02:00:00;18657,375;17532,573
2022-12-28 03:00:00;18727,608;17729,008000000002
2022-12-28 04:00:00;19116,232;18201,370999999999
2022-12-28 05:00:00;19760,803;18765,417000000001
2022-12-28 06:00:00;20762,067999999999;19437,723000000002
2022-12-28 07:00:00;21914,629000000001;20076,116999999998
2022-12-28 08:00:00;23446,876;20992,897000000001
2022-12-28 09:00:00;24138,474999999999;21347,185000000001
2022-12-28 10:00:00;24636,808000000001;21645,473000000002
2022-12-28 11:00:00;24478,571;21319,866000000002
2022-12-28 12:00:00;24390,113000000001;21116,557000000001
2022-12-28 13:00:00;24324,606;20958,616999999998
2022-12-28 14:00:00;24208,147000000001;20786,902999999998
2022-12-28 15:00:00;24384,835999999999;20851,805
2022-12-28 16:00:00;24690,514999999999;21234,511999999999
2022-12-28 17:00:00;24805,510999999999;21641,903999999999
2022-12-28 18:00:00;24771,794999999998;22072,835999999999
2022-12-28 19:00:00;25352,128000000001;23140,934000000001
2022-12-28 20:00:00;24546,444;22488,228999999999
2022-12-28 21:00:00;23052,858;21103,393
2022-12-28 22:00:00;21575,814999999999;20022,105
2022-12-28 23:00:00;20320,846000000001;18820,956999999999
2022-12-29 00:00:00;20045,973999999998;18546,727999999999
2022-12-29 01:00:00;19740,549999999999;18215,060000000001
2022-12-29 02:00:00;19648,528999999999;18126,339
2022-12-29 03:00:00;19774,758999999998;18254,859
2022-12-29 04:00:00;20239,322;18701,347000000002
2022-12-29 05:00:00;20837,348000000002;19149,203000000001
2022-12-29 06:00:00;21730,233;19665,705000000002
2022-12-29 07:00:00;22872,645;20237,368999999999
2022-12-29 08:00:00;24418,564999999999;21199,255000000001
2022-12-29 09:00:00;24918,032999999999;21418,894
2022-12-29 10:00:00;25146,66;21518,331999999999
2022-12-29 11:00:00;24972,731;21262,921999999999
2022-12-29 12:00:00;24927,916000000001;21180,726999999999
2022-12-29 13:00:00;24626,775000000001;20866,223000000002
2022-12-29 14:00:00;24550,663;20786,186000000002
2022-12-29 15:00:00;24916,100999999999;21124,495999999999
2022-12-29 16:00:00;25155,823;21526,195
2022-12-29 17:00:00;25160,16;21813,267
2022-12-29 18:00:00;25206,702000000001;22268,263999999999
2022-12-29 19:00:00;25934,148000000001;23340,074000000001
2022-12-29 20:00:00;25354,5;22860,190999999999
2022-12-29 21:00:00;23815,224999999999;21426,832999999999
2022-12-29 22:00:00;22198,258999999998;20216,701000000001
2022-12-29 23:00:00;21104,862000000001;19268,799999999999
2022-12-30 00:00:00;20196,366999999998;18468,337
2022-12-30 01:00:00;19862,025000000001;18189,893
2022-12-30 02:00:00;19684,502;18108,516
2022-12-30 03:00:00;19659,745999999999;18141,449000000001
2022-12-30 04:00:00;20084,626;18582,401999999998
2022-12-30 05:00:00;20825,261999999999;19191,209999999999
2022-12-30 06:00:00;21636,927;19597,207999999999
2022-12-30 07:00:00;22859,626;20283,641
2022-12-30 08:00:00;24314,127;21162,792000000001
2022-12-30 09:00:00;24935,234;21559,023000000001
2022-12-30 10:00:00;25087,892;21643,105
2022-12-30 11:00:00;24959,383000000002;21507,113000000001
2022-12-30 12:00:00;24644,757000000001;21341,366000000002
2022-12-30 13:00:00;24298,289000000001;21021,172999999999
2022-12-30 14:00:00;24043,741999999998;20763,470000000001
2022-12-30 15:00:00;24212,085999999999;20916,455999999998
2022-12-30 16:00:00;24393,209999999999;21260,941999999999
2022-12-30 17:00:00;24477,137999999999;21601,855
2022-12-30 18:00:00;24473,179;21933,200000000001
2022-12-30 19:00:00;25316,957999999999;23044,347000000002
2022-12-30 20:00:00;24952,849999999999;22628,869999999999
2022-12-30 21:00:00;23440,655999999999;21179,996999999999
2022-12-30 22:00:00;21971,184000000001;20129,799999999999
2022-12-30 23:00:00;20836,450000000001;19141,27
2022-12-31 00:00:00;20300,371999999999;18740,644
2022-12-31 01:00:00;19790,156999999999;18356,391
2022-12-31 02:00:00;19541,825000000001;18259,163
2022-12-31 03:00:00;19404,102999999999;18236,965
2022-12-31 04:00:00;19761,353999999999;18651,835999999999
2022-12-31 05:00:00;20330,909;19135,117999999999
2022-12-31 06:00:00;21159,491000000002;19620,222000000002
2022-12-31 07:00:00;22300,367999999999;20247,784
2022-12-31 08:00:00;23779,625;21122,019
2022-12-31 09:00:00;24275,995999999999;21377,508999999998
2022-12-31 10:00:00;24469,911;21469,594000000001
2022-12-31 11:00:00;24328,548999999999;21254,209999999999
2022-12-31 12:00:00;24093,455000000002;21033,473000000002
2022-12-31 13:00:00;23656,657999999999;20638,441999999999
2022-12-31 14:00:00;23355,608;20426,142
2022-12-31 15:00:00;23346,935000000001;20442,212
2022-12-31 16:00:00;23624,119999999999;20819,277999999998
2022-12-31 17:00:00;23712,281999999999;21096,456999999999
2022-12-31 18:00:00;23631,238000000001;21324,138999999999
2022-12-31 19:00:00;24633,135999999999;22474,528999999999
2022-12-31 20:00:00;24397,537;22228,939999999999
2022-12-31 21:00:00;23358,524000000001;21328,362000000001
2022-12-31 22:00:00;22265,669999999998;20736,291000000001
2022-12-31 23:00:00;21377,777999999998;20073,848000000002
2023-01-01 00:00:00;20920,481;19764,429
2023-01-01 01:00:00;20137,57;19085,257000000001
2023-01-01 02:00:00;19479,411;18563,845000000001
2023-01-01 03:00:00;19130;18294,317999999999
2023-01-01 04:00:00;19085,620999999999;18305,624
2023-01-01 05:00:00;19122,384999999998;18258,838
2023-01-01 06:00:00;19574,43;18415,252
2023-01-01 07:00:00;20594,882000000001;18902,373
2023-01-01 08:00:00;21960,474999999999;19611,420999999998
2023-01-01 09:00:00;22913,406999999999;20255,794999999998
2023-01-01 10:00:00;23568,526999999998;20752,522000000001
2023-01-01 11:00:00;23695,164000000001;20765,330999999998
2023-01-01 12:00:00;23634,634999999998;20680,085999999999
2023-01-01 13:00:00;23241,110000000001;20264,053
2023-01-01 14:00:00;22642,609;19695,688999999998
2023-01-01 15:00:00;22451,136999999999;19477,445
2023-01-01 16:00:00;22300,617999999999;19400,23
2023-01-01 17:00:00;22385,848999999998;19644,419000000002
2023-01-01 18:00:00;22639,328000000001;20224,821
2023-01-01 19:00:00;23683,811000000002;21589,206999999999
2023-01-01 20:00:00;23688,317999999999;21641,618999999999
2023-01-01 21:00:00;22349,944;20441,371999999999
2023-01-01 22:00:00;20880,227999999999;19465,929
2023-01-01 23:00:00;19989,628000000001;18769,877
2023-01-02 00:00:00;19135,392;18068,863000000001
2023-01-02 01:00:00;18697,376;17734,399000000001
2023-01-02 02:00:00;18496,205000000002;17651,923999999999
2023-01-02 03:00:00;18432,985000000001;17646,392
2023-01-02 04:00:00;18716,992999999999;17968,302
2023-01-02 05:00:00;19337,005000000001;18478,919000000002
2023-01-02 06:00:00;20269,451000000001;19052,636999999999
2023-01-02 07:00:00;21636,145;19848,126
2023-01-02 08:00:00;23159,780999999999;20734,205999999998
2023-01-02 09:00:00;23940,026000000002;21236,815999999999
2023-01-02 10:00:00;24394,882000000001;21531,989000000001
2023-01-02 11:00:00;24404,5;21433,594000000001
2023-01-02 12:00:00;24350,793000000001;21341,366999999998
2023-01-02 13:00:00;24101,971000000001;21090,695
2023-01-02 14:00:00;23862,026999999998;20928,969000000001
2023-01-02 15:00:00;23891,442999999999;21013,402999999998
2023-01-02 16:00:00;23977,793000000001;21231,946
2023-01-02 17:00:00;24282,384999999998;21688,199000000001
2023-01-02 18:00:00;24584,966;22262,959999999999
2023-01-02 19:00:00;25607,794000000002;23506,93
2023-01-02 20:00:00;25260,767;23185,103999999999
2023-01-02 21:00:00;23631,648000000001;21726,611000000001
2023-01-02 22:00:00;21789,419999999998;20397,566999999999
2023-01-02 23:00:00;20505,519;19322,743999999999
2023-01-03 00:00:00;19507,794000000002;18555,077000000001
2023-01-03 01:00:00;19221,298999999999;18341,512999999999
2023-01-03 02:00:00;19049,775000000001;18268,190999999999
2023-01-03 03:00:00;19142,802;18393,327000000001
2023-01-03 04:00:00;19718,988000000001;18997,012999999999
2023-01-03 05:00:00;20917,812000000002;20073,992999999999
2023-01-03 06:00:00;22004,401000000002;20792,467000000001
2023-01-03 07:00:00;23250,308000000001;21463,398000000001
2023-01-03 08:00:00;24758,828000000001;22339,648000000001
2023-01-03 09:00:00;25493,601999999999;22770,804
2023-01-03 10:00:00;25813,276000000002;22900,047999999999
2023-01-03 11:00:00;25780,631000000001;22736,389999999999
2023-01-03 12:00:00;25856,955000000002;22759,008999999998
2023-01-03 13:00:00;25869,651999999998;22743,02
2023-01-03 14:00:00;25887,451000000001;22810,932000000001
2023-01-03 15:00:00;26232,291000000001;23150,078000000001
2023-01-03 16:00:00;26501,761999999999;23486,023000000001
2023-01-03 17:00:00;26337,642;23495,412
2023-01-03 18:00:00;26411,649000000001;23881,849999999999
2023-01-03 19:00:00;27206,014999999999;24982,459999999999
2023-01-03 20:00:00;26377,436000000002;24230,830999999998
2023-01-03 21:00:00;24587,527999999998;22536,478999999999
2023-01-03 22:00:00;22838,583999999999;21213,121999999999
