Week Start Date;Weekly EAF;Weekly PCLF;Weekly UCLF;Weekly OCLF;Year;Fin_Year
2022-04-04;60,224779671468553;12,130265320223009;26,661134260743218;0,98382074756521931;2023;2022-23
2022-04-11;55,907336054814273;11,877427874904475;30,659478184397237;1,5557578858840158;2023;2022-23
2022-04-18;55,512440675887852;11,214610521431473;31,776432720554936;1,4965160821257362;2023;2022-23
2022-04-25;58,942705728999712;10,290237456715277;29,374866622504296;1,3921901917807102;2023;2022-23
2022-05-02;59,702526591549926;8,7399753189306963;30,451861192262026;1,105636897257352;2023;2022-23
2022-05-09;60,270868630162497;5,1936295010770941;33,575686106761019;0,959815761999395;2023;2022-23
2022-05-16;59,589363062039965;5,703041187520161;33,932267012944486;0,77532873749538311;2023;2022-23
2022-05-23;60,859930696106893;6,9429315142301533;31,344935801745539;0,85220198791741908;2023;2022-23
2022-05-30;62,789994358539239;6,3633563973963776;29,908502023578382;0,93814722048600019;2023;2022-23
2022-06-06;62,9580388272067;5,7330008458125779;30,094504247602615;1,2144560793781081;2023;2022-23
2022-06-13;60,705634549840283;8,508632299016794;29,642080290562696;1,143652860580223;2023;2022-23
2022-06-20;59,632321414791896;8,0569007257552947;27,566870002415172;4,743907857037633;2023;2022-23
2022-06-27;57,135998410135862;6,7734064781076757;28,535275831158717;7,5553192805977414;2023;2022-23
2022-07-04;56,691095315756783;8,4388108390452139;32,477069993085614;2,3930238521123925;2023;2022-23
2022-07-11;59,934410411155199;8,9987492734888583;29,512356839726628;1,5544834756293087;2023;2022-23
2022-07-18;62,127615866001271;6,1369813963043134;30,83725133277218;0,89815140492223811;2023;2022-23
2022-07-25;63,806747384559884;5,0609336795534761;29,337593795093792;1,7947251407928522;2023;2022-23
2022-08-01;61,603711983425519;7,0780531004489351;30,587916065416071;0,73031885070947578;2023;2022-23
2022-08-08;63,691791163119298;9,0067259775332662;26,368808421516754;0,93267443783068749;2023;2022-23
2022-08-15;60,511339623917749;9,6144354757896426;29,253130361151193;0,62109453914141444;2023;2022-23
2022-08-22;61,059054984367485;10,727383745691037;27,747110164141414;0,46645110580006405;2023;2022-23
2022-08-29;59,459933524230429;10,588095501142355;29,405715250220442;0,54625572440676617;2023;2022-23
2022-09-05;56,27617015893059;11,061641151094275;31,945027983205055;0,71716070677008226;2023;2022-23
2022-09-12;52,697506137766553;13,564750706469459;33,132570233585859;0,60517292217813057;2023;2022-23
2022-09-19;53,118256485990855;10,437997923180214;35,405033594877352;1,0387119959515803;2023;2022-23
2022-09-26;55,417463101348623;11,427901494565216;32,121815481582132;1,0328199225040269;2023;2022-23
2022-10-03;56,907742864774093;13,332500470594223;28,537052223239741;1,2227044413919426;2023;2022-23
2022-10-10;58,341521151302395;11,10726876017501;29,252675964082218;1,2985341244403734;2023;2022-23
2022-10-17;55,311069711538487;11,580266623422872;31,912634933353662;1,1960287316849811;2023;2022-23
2022-10-24;56,613140211640214;12,051493398962149;29,840691849816846;1,4946745395807899;2023;2022-23
2022-10-31;58,998294426804861;9,6169912148686532;29,298462946139058;2,0862514121874312;2023;2022-23
2022-11-07;55,242822335848622;11,352421484058643;31,367147475127656;2,0376087049650833;2023;2022-23
2022-11-14;56,455958806861659;9,8866790518417744;31,580959801347603;2,07640233994896;2023;2022-23
2022-11-21;56,455825813489518;12,186418955514352;29,143434276208009;2,2143209547881182;2023;2022-23
2022-11-28;54,356175120307299;9,1330203125031879;34,694687915006647;1,8161166521828687;2023;2022-23
2022-12-05;51,14979569688478;11,525721882057024;35,671965160351924;1,6525172607062786;2023;2022-23
2022-12-12;50,453061027778297;15,3918453043943;32,920377132024889;1,2347165358025132;2023;2022-23
2022-12-19;49,896126464444315;16,671702437561585;32,196323066668306;1,2358480313257967;2023;2022-23
2022-12-26;48,472284122598182;17,093139219874214;33,147468892989245;1,2871077645383644;2023;2022-23
2023-01-02;49,241563584372166;13,969030215543357;34,574078583260423;2,215327616824053;2023;2022-23
2023-01-09;50,775621413475648;12,751972983641471;34,031853244982173;2,4405523579007053;2023;2022-23
2023-01-16;52,495326821235288;13,070879780927495;31,939584417068023;2,4942089807691916;2023;2022-23
2023-01-23;52,336985200518974;13,612926851222859;32,244481916165341;1,8056060320928249;2023;2022-23
2023-01-30;53,478327677513185;10,698067305789642;34,663559624788107;1,1600453919090647;2023;2022-23
2023-02-06;54,685493752078216;10,887881308865918;33,040116530804589;1,3865084082512753;2023;2022-23
2023-02-13;52,666022188766703;9,032026884780386;35,426514869860029;2,8754360565928807;2023;2022-23
2023-02-20;49,464765668508761;8,1283765773227277;36,39069076144645;6,016166992722062;2023;2022-23
