Week Start Date,Weekly EAF,Weekly PCLF,Weekly UCLF,Weekly OCLF,Year,Fin_Year
2023-04-03,51,69180116451755,14,531043988408884,33,035550820272427,0,74160402680114168,2023,2023-24
2023-04-10,50,256421446829158,13,236233458383568,35,658618126062073,0,84872696872520192,2023,2023-24
2023-04-17,53,649965639235162,11,889398154948053,33,769575053600249,0,6910611522165313,2023,2023-24
2023-04-24,55,786842504533844,11,29121506804324,32,336678019106358,0,58526440831655435,2023,2023-24
