Week Start Date;Weekly EAF;Weekly PCLF;Weekly UCLF;Weekly OCLF;Year;Fin_Year
2022-04-04;60,224771263827442;12,130265320223009;26,661142668384329;0,98382074756521931;2023;2022-23
2022-04-11;55,907329733183971;11,877427874904475;30,659484506027539;1,5557578858840158;2023;2022-23
2022-04-18;55,512440675887852;11,214610521431473;31,776432720554936;1,4965160821257362;2023;2022-23
2022-04-25;58,942705728999712;10,290237456715277;29,374866622504296;1,3921901917807102;2023;2022-23
2022-05-02;59,702526591549926;8,7399753189306963;30,451861192262026;1,105636897257352;2023;2022-23
2022-05-09;60,270868630162497;5,1936295010770941;33,575686106761019;0,959815761999395;2023;2022-23
2022-05-16;59,589221874723314;5,703041187520161;33,932408200261136;0,77532873749538311;2023;2022-23
2022-05-23;60,859869642132132;6,9429315142301533;31,344996855720296;0,85220198791741908;2023;2022-23
2022-05-30;62,789983614097913;6,3633563973963776;29,908512768019708;0,93814722048600019;2023;2022-23
2022-06-06;62,954616079758921;5,7330008458125779;30,097926995050393;1,2144560793781081;2023;2022-23
2022-06-13;60,705634549840305;8,5086322990167904;29,642080290562678;1,1436528605802232;2023;2022-23
2022-06-20;59,632344601982048;8,0570510478956407;27,566684392152386;4,74391995796993;2023;2022-23
2022-06-27;57,133702627259296;6,7732561600346326;28,537739694693954;7,5553015180121115;2023;2022-23
2022-07-04;56,688312540083388;8,439572823973867;32,479090783830351;2,3930238521123948;2023;2022-23
2022-07-11;59,924454565496255;8,9987492734888548;29,522312685385586;1,5544834756293071;2023;2022-23
2022-07-18;62,12445332541688;6,1369813963043134;30,840413873356571;0,89815140492223877;2023;2022-23
2022-07-25;63,808219960016828;5,0609886814574363;29,335981666867077;1,7948096916586529;2023;2022-23
2022-08-01;61,605822648609092;7,0780531004489351;30,585805400232502;0,73031885070947644;2023;2022-23
2022-08-08;63,694525462962972;9,0068643904321011;26,365935708774245;0,93267443783068738;2023;2022-23
2022-08-15;60,507889748176197;9,6144354757896426;29,256580236892741;0,62109453914141455;2023;2022-23
2022-08-22;61,02021700136283;10,726782495089784;27,786549397747322;0,46645110580006388;2023;2022-23
2022-08-29;59,395559626523202;10,588095501142355;29,470089147927673;0,54625572440676617;2023;2022-23
2022-09-05;56,269126144881348;11,061641151094275;31,952071997254293;0,71716070677008226;2023;2022-23
2022-09-12;52,700225331188882;13,564750706469459;33,12985104016353;0,60517292217813057;2023;2022-23
2022-09-19;53,116987421336383;10,437997923180214;35,406302659531825;1,0387119959515803;2023;2022-23
2022-09-26;55,419890323067634;11,427599562198068;32,119690192230273;1,0328199225040269;2023;2022-23
2022-10-03;56,90834232549858;13,332500470594223;28,536452762515257;1,2227044413919426;2023;2022-23
2022-10-10;58,341682183557175;11,10726876017501;29,252514931827445;1,2985341244403734;2023;2022-23
2022-10-17;55,309798356735861;11,580266623422872;31,913906288156284;1,1960287316849818;2023;2022-23
2022-10-24;56,602953538359792;12,051495522995523;29,851234126984121;1,4943168116605621;2023;2022-23
2022-10-31;58,998590323406219;9,6169912148686496;29,298167049537703;2,0862514121874334;2023;2022-23
2022-11-07;55,238243034008363;11,352421484058643;31,371726776967911;2,0376087049650833;2023;2022-23
2022-11-14;56,448609198638131;9,8866790518417744;31,588309409571135;2,07640233994896;2023;2022-23
2022-11-21;56,452230530004925;12,186418955514352;29,147029559692605;2,2143209547881182;2023;2022-23
2022-11-28;54,356316260814395;9,1330203125031879;34,694546774499543;1,8161166521828687;2023;2022-23
2022-12-05;51,145954035879029;11,525721882057024;35,675806821357675;1,6525172607062786;2023;2022-23
2022-12-12;50,452186504876565;15,391573312484825;32,9215236468361;1,2347165358025132;2023;2022-23
2022-12-19;49,889252003761712;16,671974429471057;32,202925535441437;1,2358480313257967;2023;2022-23
2022-12-26;48,472392508817769;17,093343216993773;33,147156509650095;1,2871077645383644;2023;2022-23
2023-01-02;49,173670971515904;13,969030215543357;34,641971196116685;2,215327616824053;2023;2022-23
2023-01-09;50,774985210208825;12,751972983641471;34,032489448248995;2,4405523579007053;2023;2022-23
2023-01-16;52,495985604433258;13,070879780927495;31,938925633870053;2,4942089807691916;2023;2022-23
2023-01-23;52,329094961679132;13,612654846563565;32,252644159664477;1,8056060320928249;2023;2022-23
2023-01-30;53,263156449980912;10,753312275730668;34,823485882379352;1,1600453919090647;2023;2022-23
2023-02-06;54,467633383516642;10,890897278780422;33,245470282209602;1,3959990554933366;2023;2022-23
2023-02-13;52,373907251179602;9,0798240473844505;35,656591108683557;2,8896775927523901;2023;2022-23
2023-02-20;50,744389811465908;9,5650583788756904;34,941176079093722;4,7493757305646831;2023;2022-23
2023-02-27;53,190934176759434;10,137984493158953;35,668313726660173;1,0027676034214386;2023;2022-23
2023-03-06;52,046522779848345;10,114366369646861;36,919380899341704;0,91972995116308964;2023;2022-23
