Date_Time_Hour_Beginning;Dispatchable IPP OCGT Daily LF;Dispatchable IPP OCGT Hourly LF
2022-12-26 00:00;0;0
2022-12-26 01:00;0;0
2022-12-26 02:00;0;0
2022-12-26 03:00;0;0
2022-12-26 04:00;0;0
2022-12-26 05:00;0;0
2022-12-26 06:00;0;0
2022-12-26 07:00;0;0
2022-12-26 08:00;0;0
2022-12-26 09:00;0;0
2022-12-26 10:00;0;0
2022-12-26 11:00;0;0
2022-12-26 12:00;0;0
2022-12-26 13:00;0;0
2022-12-26 14:00;0;0
2022-12-26 15:00;0;0
2022-12-26 16:00;0;0
2022-12-26 17:00;0;0
2022-12-26 18:00;0;0
2022-12-26 19:00;0;0
2022-12-26 20:00;0;0
2022-12-26 21:00;0;0
2022-12-26 22:00;0;0
2022-12-26 23:00;0;0
2022-12-27 00:00;7,3417492177926163E-4;0
2022-12-27 01:00;7,3417492177926163E-4;0
2022-12-27 02:00;7,3417492177926163E-4;0
2022-12-27 03:00;7,3417492177926163E-4;0
2022-12-27 04:00;7,3417492177926163E-4;0
2022-12-27 05:00;7,3417492177926163E-4;0
2022-12-27 06:00;7,3417492177926163E-4;0
2022-12-27 07:00;7,3417492177926163E-4;0
2022-12-27 08:00;7,3417492177926163E-4;3,0769734780271057E-4
2022-12-27 09:00;7,3417492177926163E-4;5,1824112125594952E-4
2022-12-27 10:00;7,3417492177926163E-4;5,0343423207720801E-4
2022-12-27 11:00;7,3417492177926163E-4;4,8944994785284112E-4
2022-12-27 12:00;7,3417492177926163E-4;4,7622157088384549E-4
2022-12-27 13:00;7,3417492177926163E-4;4,6368942428163894E-4
2022-12-27 14:00;7,3417492177926163E-4;4,5179995186416102E-4
2022-12-27 15:00;7,3417492177926163E-4;4,4050495306755699E-4
2022-12-27 16:00;7,3417492177926163E-4;4,2976092982200683E-4
2022-12-27 17:00;7,3417492177926163E-4;4,195285267310067E-4
2022-12-27 18:00;7,3417492177926163E-4;4,0977204936516932E-4
2022-12-27 19:00;7,3417492177926163E-4;4,0045904824323366E-4
2022-12-27 20:00;7,3417492177926163E-4;3,9155995828227291E-4
2022-12-27 21:00;7,3417492177926163E-4;3,8304778527613656E-4
2022-12-27 22:00;7,3417492177926163E-4;3,7489783239792089E-4
2022-12-27 23:00;7,3417492177926163E-4;3,6708746088963081E-4
2022-12-28 00:00;2,5652859864341062;3,5959588005514859E-4
2022-12-28 01:00;2,5652859864341062;3,5240396245404565E-4
2022-12-28 02:00;2,5652859864341062;3,4549408083729959E-4
2022-12-28 03:00;2,5652859864341062;3,3884996389812078E-4
2022-12-28 04:00;2,5652859864341062;3,3245656835287324E-4
2022-12-28 05:00;2,5652859864341062;3,2629996523522741E-4
2022-12-28 06:00;2,5652859864341062;3,2036723859458691E-4
2022-12-28 07:00;2,5652859864341062;3,1464639504825504E-4
2022-12-28 08:00;2,5652859864341062;3,0912628285442598E-4
2022-12-28 09:00;2,5652859864341062;3,0379651935693588E-4
2022-12-28 10:00;2,5652859864341062;2,9864742580851321E-4
2022-12-28 11:00;2,5652859864341062;2,9366996871170469E-4
2022-12-28 12:00;2,5652859864341062;2,8885570692954558E-4
2022-12-28 13:00;2,5652859864341062;2,8419674391455291E-4
2022-12-28 14:00;2,5652859864341062;0,14747020269011174
2022-12-28 15:00;2,5652859864341062;0,76550490329298604
