DateTimeKey;Date Time Hour Beginning;Hourly UCLF+OCLF
2022-11-04 00:00:00;2022-11-04 00:00:00;15448,893
2022-11-04 01:00:00;2022-11-04 01:00:00;15095,812
2022-11-04 02:00:00;2022-11-04 02:00:00;14940,862999999999
2022-11-04 03:00:00;2022-11-04 03:00:00;14878,772000000001
2022-11-04 04:00:00;2022-11-04 04:00:00;14575,316000000001
2022-11-04 05:00:00;2022-11-04 05:00:00;14110,897000000001
2022-11-04 06:00:00;2022-11-04 06:00:00;14041,947
2022-11-04 07:00:00;2022-11-04 07:00:00;14011,922
2022-11-04 08:00:00;2022-11-04 08:00:00;14094,630999999999
2022-11-04 09:00:00;2022-11-04 09:00:00;14483,557000000001
2022-11-04 10:00:00;2022-11-04 10:00:00;14615,343999999999
2022-11-04 11:00:00;2022-11-04 11:00:00;14727,225
2022-11-04 12:00:00;2022-11-04 12:00:00;14734,172
2022-11-04 13:00:00;2022-11-04 13:00:00;14719,93
2022-11-04 14:00:00;2022-11-04 14:00:00;14725,463
2022-11-04 15:00:00;2022-11-04 15:00:00;14765,861999999999
2022-11-04 16:00:00;2022-11-04 16:00:00;14641,918
2022-11-04 17:00:00;2022-11-04 17:00:00;14596,418
2022-11-04 18:00:00;2022-11-04 18:00:00;14419,349
2022-11-04 19:00:00;2022-11-04 19:00:00;14267,752
2022-11-04 20:00:00;2022-11-04 20:00:00;13980,130999999999
2022-11-04 21:00:00;2022-11-04 21:00:00;14158,724
2022-11-04 22:00:00;2022-11-04 22:00:00;13943,343000000001
2022-11-04 23:00:00;2022-11-04 23:00:00;14111,055
2022-11-05 00:00:00;2022-11-05 00:00:00;14422,898999999999
2022-11-05 01:00:00;2022-11-05 01:00:00;14812,049000000001
2022-11-05 02:00:00;2022-11-05 02:00:00;14737,753000000001
2022-11-05 03:00:00;2022-11-05 03:00:00;14620,662
2022-11-05 04:00:00;2022-11-05 04:00:00;14418,928
2022-11-05 05:00:00;2022-11-05 05:00:00;13895,950000000001
2022-11-05 06:00:00;2022-11-05 06:00:00;13210,619000000001
2022-11-05 07:00:00;2022-11-05 07:00:00;13085,328
2022-11-05 08:00:00;2022-11-05 08:00:00;13068,795
2022-11-05 09:00:00;2022-11-05 09:00:00;13566,309999999999
2022-11-05 10:00:00;2022-11-05 10:00:00;13903,199000000001
2022-11-05 11:00:00;2022-11-05 11:00:00;14467,790000000001
2022-11-05 12:00:00;2022-11-05 12:00:00;14785,272999999999
2022-11-05 13:00:00;2022-11-05 13:00:00;14810,925999999999
2022-11-05 14:00:00;2022-11-05 14:00:00;14822,468000000001
2022-11-05 15:00:00;2022-11-05 15:00:00;14817,418
2022-11-05 16:00:00;2022-11-05 16:00:00;14654,221
2022-11-05 17:00:00;2022-11-05 17:00:00;14608,42
2022-11-05 18:00:00;2022-11-05 18:00:00;14017,151
2022-11-05 19:00:00;2022-11-05 19:00:00;13928,290000000001
2022-11-05 20:00:00;2022-11-05 20:00:00;14312,796
2022-11-05 21:00:00;2022-11-05 21:00:00;14379,130999999999
2022-11-05 22:00:00;2022-11-05 22:00:00;14277,110000000001
2022-11-05 23:00:00;2022-11-05 23:00:00;14297,753000000001
2022-11-06 00:00:00;2022-11-06 00:00:00;14041,036
2022-11-06 01:00:00;2022-11-06 01:00:00;13826,544
2022-11-06 02:00:00;2022-11-06 02:00:00;13592,659
2022-11-06 03:00:00;2022-11-06 03:00:00;13616,581
2022-11-06 04:00:00;2022-11-06 04:00:00;13520,275
2022-11-06 05:00:00;2022-11-06 05:00:00;13583,401
2022-11-06 06:00:00;2022-11-06 06:00:00;13491,511
2022-11-06 07:00:00;2022-11-06 07:00:00;13508,183999999999
2022-11-06 08:00:00;2022-11-06 08:00:00;13569,826999999999
2022-11-06 09:00:00;2022-11-06 09:00:00;13514,831
2022-11-06 10:00:00;2022-11-06 10:00:00;13347,574000000001
2022-11-06 11:00:00;2022-11-06 11:00:00;13372,241
2022-11-06 12:00:00;2022-11-06 12:00:00;13617,522000000001
2022-11-06 13:00:00;2022-11-06 13:00:00;14052,076999999999
2022-11-06 14:00:00;2022-11-06 14:00:00;14181,129000000001
2022-11-06 15:00:00;2022-11-06 15:00:00;14269,804
2022-11-06 16:00:00;2022-11-06 16:00:00;14389,34
2022-11-06 17:00:00;2022-11-06 17:00:00;14419,754999999999
2022-11-06 18:00:00;2022-11-06 18:00:00;14582,633
2022-11-06 19:00:00;2022-11-06 19:00:00;14888,004000000001
2022-11-06 20:00:00;2022-11-06 20:00:00;14964,378000000001
2022-11-06 21:00:00;2022-11-06 21:00:00;15559,523999999999
2022-11-06 22:00:00;2022-11-06 22:00:00;15997,712
2022-11-06 23:00:00;2022-11-06 23:00:00;16383,51
2022-11-07 00:00:00;2022-11-07 00:00:00;16363,828
2022-11-07 01:00:00;2022-11-07 01:00:00;16297,379999999999
2022-11-07 02:00:00;2022-11-07 02:00:00;16227,214
2022-11-07 03:00:00;2022-11-07 03:00:00;15724,183999999999
2022-11-07 04:00:00;2022-11-07 04:00:00;15304,001
2022-11-07 05:00:00;2022-11-07 05:00:00;14535,587
2022-11-07 06:00:00;2022-11-07 06:00:00;14557,271000000001
2022-11-07 07:00:00;2022-11-07 07:00:00;14519,120999999999
2022-11-07 08:00:00;2022-11-07 08:00:00;14396,053
2022-11-07 09:00:00;2022-11-07 09:00:00;14921,995000000001
2022-11-07 10:00:00;2022-11-07 10:00:00;15098,833000000001
2022-11-07 11:00:00;2022-11-07 11:00:00;15245,208000000001
2022-11-07 12:00:00;2022-11-07 12:00:00;15375,316000000001
2022-11-07 13:00:00;2022-11-07 13:00:00;15492,432000000001
2022-11-07 14:00:00;2022-11-07 14:00:00;15236,886
2022-11-07 15:00:00;2022-11-07 15:00:00;14649,809999999999
2022-11-07 16:00:00;2022-11-07 16:00:00;14696,666999999999
2022-11-07 17:00:00;2022-11-07 17:00:00;13969,405000000001
2022-11-07 18:00:00;2022-11-07 18:00:00;13937,210999999999
2022-11-07 19:00:00;2022-11-07 19:00:00;14016,543
2022-11-07 20:00:00;2022-11-07 20:00:00;14583,294
2022-11-07 21:00:00;2022-11-07 21:00:00;14658,154
2022-11-07 22:00:00;2022-11-07 22:00:00;14566,717000000001
2022-11-07 23:00:00;2022-11-07 23:00:00;14338,921
2022-11-08 00:00:00;2022-11-08 00:00:00;14602,867
2022-11-08 01:00:00;2022-11-08 01:00:00;15357,85
