DateTimeKey;Date Time Hour Beginning;Hourly UCLF+OCLF
2022-12-06 00:00:00;2022-12-06 00:00:00;18833,553
2022-12-06 01:00:00;2022-12-06 01:00:00;18837,370999999999
2022-12-06 02:00:00;2022-12-06 02:00:00;18884,280999999999
2022-12-06 03:00:00;2022-12-06 03:00:00;18442,220000000001
2022-12-06 04:00:00;2022-12-06 04:00:00;18391,918000000001
2022-12-06 05:00:00;2022-12-06 05:00:00;17666,137999999999
2022-12-06 06:00:00;2022-12-06 06:00:00;17226,264999999999
2022-12-06 07:00:00;2022-12-06 07:00:00;16673,842000000001
2022-12-06 08:00:00;2022-12-06 08:00:00;17089,864000000001
2022-12-06 09:00:00;2022-12-06 09:00:00;17649,989000000001
2022-12-06 10:00:00;2022-12-06 10:00:00;17765,946
2022-12-06 11:00:00;2022-12-06 11:00:00;17804,662
2022-12-06 12:00:00;2022-12-06 12:00:00;17586,919000000002
2022-12-06 13:00:00;2022-12-06 13:00:00;17682,080999999998
2022-12-06 14:00:00;2022-12-06 14:00:00;18369,143
2022-12-06 15:00:00;2022-12-06 15:00:00;18646,527999999998
2022-12-06 16:00:00;2022-12-06 16:00:00;18572,780999999999
2022-12-06 17:00:00;2022-12-06 17:00:00;18663,874
2022-12-06 18:00:00;2022-12-06 18:00:00;17933,702000000001
2022-12-06 19:00:00;2022-12-06 19:00:00;18102,677
2022-12-06 20:00:00;2022-12-06 20:00:00;17753,059000000001
2022-12-06 21:00:00;2022-12-06 21:00:00;17668,974999999999
2022-12-06 22:00:00;2022-12-06 22:00:00;17560,419000000002
2022-12-06 23:00:00;2022-12-06 23:00:00;17957,600999999999
2022-12-07 00:00:00;2022-12-07 00:00:00;18214,895
2022-12-07 01:00:00;2022-12-07 01:00:00;18366,308000000001
2022-12-07 02:00:00;2022-12-07 02:00:00;18662,803
2022-12-07 03:00:00;2022-12-07 03:00:00;18723,625
2022-12-07 04:00:00;2022-12-07 04:00:00;18372,469000000001
2022-12-07 05:00:00;2022-12-07 05:00:00;17921,242999999999
2022-12-07 06:00:00;2022-12-07 06:00:00;17717,808000000001
2022-12-07 07:00:00;2022-12-07 07:00:00;17748,433000000001
2022-12-07 08:00:00;2022-12-07 08:00:00;17894,153999999999
2022-12-07 09:00:00;2022-12-07 09:00:00;18394,046999999999
2022-12-07 10:00:00;2022-12-07 10:00:00;18309,830000000002
2022-12-07 11:00:00;2022-12-07 11:00:00;18283,136999999999
2022-12-07 12:00:00;2022-12-07 12:00:00;18593,393
2022-12-07 13:00:00;2022-12-07 13:00:00;18840,471000000001
2022-12-07 14:00:00;2022-12-07 14:00:00;19128,134999999998
2022-12-07 15:00:00;2022-12-07 15:00:00;19287,419999999998
2022-12-07 16:00:00;2022-12-07 16:00:00;19449,695
2022-12-07 17:00:00;2022-12-07 17:00:00;19704,536
2022-12-07 18:00:00;2022-12-07 18:00:00;19945,237000000001
2022-12-07 19:00:00;2022-12-07 19:00:00;19965,368999999999
2022-12-07 20:00:00;2022-12-07 20:00:00;19886,119999999999
2022-12-07 21:00:00;2022-12-07 21:00:00;19432,959999999999
2022-12-07 22:00:00;2022-12-07 22:00:00;19024,321
2022-12-07 23:00:00;2022-12-07 23:00:00;19054,828000000001
2022-12-08 00:00:00;2022-12-08 00:00:00;19341,606
2022-12-08 01:00:00;2022-12-08 01:00:00;19790,702000000001
2022-12-08 02:00:00;2022-12-08 02:00:00;19473,210999999999
2022-12-08 03:00:00;2022-12-08 03:00:00;18868,950000000001
2022-12-08 04:00:00;2022-12-08 04:00:00;17905,469000000001
2022-12-08 05:00:00;2022-12-08 05:00:00;16930,075000000001
2022-12-08 06:00:00;2022-12-08 06:00:00;17160,773000000001
2022-12-08 07:00:00;2022-12-08 07:00:00;17705,523000000001
2022-12-08 08:00:00;2022-12-08 08:00:00;17881,152999999998
2022-12-08 09:00:00;2022-12-08 09:00:00;18010,054
2022-12-08 10:00:00;2022-12-08 10:00:00;18266,543000000001
2022-12-08 11:00:00;2022-12-08 11:00:00;18412,790000000001
2022-12-08 12:00:00;2022-12-08 12:00:00;18575,704000000002
2022-12-08 13:00:00;2022-12-08 13:00:00;18080,738000000001
2022-12-08 14:00:00;2022-12-08 14:00:00;18201,703000000001
2022-12-08 15:00:00;2022-12-08 15:00:00;18506,696
2022-12-08 16:00:00;2022-12-08 16:00:00;18623,077000000001
2022-12-08 17:00:00;2022-12-08 17:00:00;18002,455000000002
2022-12-08 18:00:00;2022-12-08 18:00:00;17866,709999999999
2022-12-08 19:00:00;2022-12-08 19:00:00;17726,675999999999
