Week_min_DateKey;Min of UCLF+OCLF;Average of UCLF+OCLF;Max of UCLF+OCLF
2022-04-04;11469,880999999999;12936,411517857143;14736,718999999999
2022-04-11;13267,468999999999;15025,259297619048;17017,164000000001
2022-04-18;14502,169;15569,744339285709;17086,553
2022-04-25;13358,325999999999;14398,202059523806;15573,154
2022-05-02;13324,67;14767,844863095243;15789,146000000001
2022-05-09;14471,323;16148,727660714287;18612,650000000001
2022-05-16;14019,778;16241,86000595238;17728,969000000001
2022-05-23;13261,768;15067,706279761907;16697,323
2022-05-30;13104,839;14597,790428571432;16541,011999999999
2022-06-06;13807,061;14876,972803571429;16206,374
2022-06-13;13564,116;14632,652726190474;16269,996999999999
2022-06-20;12586,847;15355,077422619046;17797,68
2022-06-27;14097,065000000001;17147,392005952377;18739,907999999999
2022-07-04;14352,963;16567,435261904764;19492,499
2022-07-11;13209,703;14762,818119047626;16663,078000000001
2022-07-18;12728,51;15079,672488095233;16734,204000000002
2022-07-25;12466,268;14795,051410714281;16950,133000000002
2022-08-01;12206,076999999999;14881,306916666665;16910,832999999999
2022-08-08;11583,915999999999;12973,001940476188;15385,549999999999
2022-08-15;12915,995999999999;14190,71394642857;15291,633
2022-08-22;10902,540999999999;13401,525476190476;15239,436
2022-08-29;11157,189;14231,055363095242;16233,334999999999
2022-09-05;13422,802;15518,004559523808;16950,506000000001
2022-09-12;14461,543;16025,062428571426;17862,477999999999
2022-09-19;15918,039000000001;17296,484803571428;19214,761999999999
2022-09-26;14041,947;15686,069446428568;17419,454000000002
2022-10-03;12774,906999999999;13924,383815476192;15308,057000000001
2022-10-10;12118,841;14283,853869047618;16079,021000000001
2022-10-17;14278,741;15491,315624999997;16963,214
2022-10-24;12944,527;14653,719928571427;16759,339
2022-10-31;13123,795;14635,059875000001;16438,509999999998
2022-11-07;13714,287;15516,521928571428;17385,868999999999
2022-11-14;13721,154;15643,454988095231;17664,518
2022-11-21;13154,32;14414,034589285719;16132,171
