Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Sunday 2023-04-09 To Saturday 2023-04-15;14200; to 14800;2,000000;3;From_14200 To_14800
Sunday 2023-04-09 To Saturday 2023-04-15;14800; to 15400;8,000000;14;From_14800 To_15400
Sunday 2023-04-16 To Saturday 2023-04-22;14800; to 15400;14,000000;24;From_14800 To_15400
Sunday 2023-04-09 To Saturday 2023-04-15;15400; to 16000;6,000000;10;From_15400 To_16000
Sunday 2023-04-16 To Saturday 2023-04-22;15400; to 16000;38,000000;64;From_15400 To_16000
Sunday 2023-04-09 To Saturday 2023-04-15;16000; to 16600;13,000000;21;From_16000 To_16600
Sunday 2023-04-16 To Saturday 2023-04-22;16000; to 16600;30,000000;50;From_16000 To_16600
Sunday 2023-04-16 To Saturday 2023-04-22;16600; to 17200;13,000000;21;From_16600 To_17200
Sunday 2023-04-09 To Saturday 2023-04-15;16600; to 17200;18,000000;30;From_16600 To_17200
Sunday 2023-04-16 To Saturday 2023-04-22;17200; to 17800;4,000000;7;From_17200 To_17800
Sunday 2023-04-09 To Saturday 2023-04-15;17200; to 17800;27,000000;45;From_17200 To_17800
Sunday 2023-04-16 To Saturday 2023-04-22;17800; to 18400;1,000000;2;From_17800 To_18400
Sunday 2023-04-09 To Saturday 2023-04-15;17800; to 18400;24,000000;41;From_17800 To_18400
Sunday 2023-04-09 To Saturday 2023-04-15;18400; to 19000;2,000000;4;From_18400 To_19000
