Week_min_DateKey;Min of UCLF+OCLF;Average of UCLF+OCLF;Max of UCLF+OCLF
2022-04-04;11469,880999999999;12937,013529761911;14832,731
2022-04-11;13267,468999999999;15075,766982142852;17017,164000000001
2022-04-18;14502,169;15570,925119047617;17086,553
2022-04-25;13358,325999999999;14398,059577380956;15573,154
2022-05-02;13324,67;14767,907220238094;15789,146000000001
2022-05-09;14471,323;16161,711755952383;18612,650000000001
2022-05-16;14019,778;16242,179654761901;17728,969000000001
2022-05-23;13261,768;15067,533678571433;16691,323
2022-05-30;13113,684999999999;14592,364178571426;16538,644
2022-06-06;13807,040999999999;14876,83511309524;16223,287
2022-06-13;13498,075999999999;14628,445827380954;16274,798000000001
2022-06-20;12586,147000000001;15353,018857142852;17792,080000000002
2022-06-27;14093,495000000001;17156,464547619042;18741,027999999998
2022-07-04;14349,133;16581,781297619043;19496,003000000001
2022-07-11;13207,245999999999;14769,096505952373;16661,648000000001
2022-07-18;12728,860000000001;15083,952749999993;16731,355
2022-07-25;12465,055;14794,243922619051;16942,473000000002
2022-08-01;12185,161;14883,306035714291;16909,843000000001
2022-08-08;11562,995999999999;12976,371470238091;15386,190000000001
2022-08-15;12914,636;14205,781910714291;15432,142
2022-08-22;11150,109;13483,36847619047;15241,585999999999
2022-08-29;11865,759;14401,976940476192;16382,191999999999
2022-09-05;13511,531999999999;15538,255630952382;17056,671999999999
2022-09-12;14457,4;16043,807660714288;17868,207999999999
2022-09-19;15975,960999999999;17328,148666666668;19182,040000000001
2022-09-26;14127,437;15687,481238095243;17405,423999999999
2022-10-03;12777,357;13941,135994047618;15307,974
2022-10-10;12118,841;14297,416232142859;16074,071
2022-10-17;14269,361000000001;15498,536458333341;16962,434000000001
2022-10-24;13126,82;14685,417892857138;16762,751
2022-10-31;13399,535;14662,344982142853;16374,983
2022-11-07;13794,428;15602,611398809519;17344,220000000001
2022-11-14;13928,842000000001;15719,374940476186;17588,324000000001
2022-11-21;13107,395;14639,218589285712;16951,466
2022-11-28;15647,429;17040,702958333331;18327,787
2022-12-05;15207,882;17425,53571428571;19939,153999999999
2022-12-12;14306,641;15948,321666666667;17661,738000000001
2022-12-19;13426,754000000001;15623,538845238096;17659,722000000002
2022-12-26;14453,550999999999;16087,431505952385;17766,970000000001
2023-01-02;15257,023999999999;17208,885684523812;18955,523000000001
2023-01-09;15731,575999999999;17027,06434523809;18251,814999999999
2023-01-16;14701,52;16076,359535714286;18112,403999999999
2023-01-23;14405,718000000001;15900,707422619045;18161,710999999999
2023-01-30;14259,421;16823,021529761903;19478,143
2023-02-06;15029,133;16230,567053571434;17616,592000000001
2023-02-13;15986,495999999999;18044,117208333329;21550,307000000001
2023-02-20;16125,161;18533,154196428575;21408,226999999999
2023-02-27;15102,864;17142,728684523805;19875,822
2023-03-06;15428,453;17392,839619047634;19512,458999999999
2023-03-13;12230,469999999999;14477,398826388891;16573,542000000001
