Date Time Hour Beginning;Wind;PV;CSP;Other RE
2023-01-01 00:00:00;1135,713;0;8,1579999999999995;33,469999999999999
2023-01-01 01:00:00;1057,018;0;0;33,539000000000001
2023-01-01 02:00:00;1084,585;0;0;32,740000000000002
2023-01-01 03:00:00;982,90800000000002;0;0;31,526
2023-01-01 04:00:00;859,83500000000004;0;0;30,983000000000001
2023-01-01 05:00:00;796,173;9,2690000000000001;41,689999999999998;31,023
2023-01-01 06:00:00;696,68799999999999;307,279;152,83099999999999;31,405999999999999
2023-01-01 07:00:00;631,45100000000002;941,55100000000004;288,495;15,977
2023-01-01 08:00:00;827,65499999999997;1349,5139999999999;468,18400000000003;25,021999999999998
2023-01-01 09:00:00;891,702;1610,366;486,452;25,977
2023-01-01 10:00:00;852,38099999999997;1756,922;488,29399999999998;28,664999999999999
2023-01-01 11:00:00;777,02999999999997;1784,078;473,63299999999998;28,872
2023-01-01 12:00:00;709,27599999999995;1716,0160000000001;439,67099999999999;29,149999999999999
2023-01-01 13:00:00;680,36500000000001;1660,0329999999999;426,90199999999999;24,288
2023-01-01 14:00:00;808,11000000000001;1518,239;370,959;26,826000000000001
2023-01-01 15:00:00;930,02599999999995;1409,0899999999999;380,892;26,305
2023-01-01 16:00:00;1050,212;1198,902;338,13999999999999;24,158000000000001
2023-01-01 17:00:00;1177,2049999999999;829,36300000000006;372,21199999999999;29,542999999999999
2023-01-01 18:00:00;1543,845;405,38099999999997;409,69900000000001;31,158000000000001
2023-01-01 19:00:00;1943,588;27,512;376,42700000000002;31,547000000000001
2023-01-01 20:00:00;1976,425;0,38600000000000001;366,73399999999998;31,210000000000001
2023-01-01 21:00:00;1928,8209999999999;0;333,10000000000002;31,666
2023-01-01 22:00:00;1720,598;0;106,19499999999999;32,113
2023-01-01 23:00:00;1453,7139999999999;0;73,822999999999993;30,891999999999999
2023-01-02 00:00:00;1238,0429999999999;0;37,810000000000002;26,137
2023-01-02 01:00:00;1142,8879999999999;0;37,840000000000003;30,710999999999999
2023-01-02 02:00:00;1106,1210000000001;0;37,779000000000003;30,812000000000001
2023-01-02 03:00:00;1011,319;0;14,526999999999999;30,41
2023-01-02 04:00:00;948,27499999999998;0;0;29,059999999999999
2023-01-02 05:00:00;883,36099999999999;9,6099999999999994;0;26,373999999999999
2023-01-02 06:00:00;782,40999999999997;323,09100000000001;46,487000000000002;19,646000000000001
