Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Thursday 2023-01-12 To Wednesday 2023-01-18;15200; to 15600;1,000000;2;From_15200 To_15600
Thursday 2023-01-05 To Wednesday 2023-01-11;15200; to 15600;1,000000;1;From_15200 To_15600
Thursday 2023-01-05 To Wednesday 2023-01-11;15600; to 16000;5,000000;8;From_15600 To_16000
Thursday 2023-01-12 To Wednesday 2023-01-18;15600; to 16000;10,000000;17;From_15600 To_16000
Thursday 2023-01-05 To Wednesday 2023-01-11;16000; to 16400;11,000000;18;From_16000 To_16400
Thursday 2023-01-12 To Wednesday 2023-01-18;16000; to 16400;15,000000;25;From_16000 To_16400
Thursday 2023-01-05 To Wednesday 2023-01-11;16400; to 16800;14,000000;23;From_16400 To_16800
Thursday 2023-01-12 To Wednesday 2023-01-18;16400; to 16800;36,000000;60;From_16400 To_16800
Thursday 2023-01-05 To Wednesday 2023-01-11;16800; to 17200;16,000000;27;From_16800 To_17200
Thursday 2023-01-12 To Wednesday 2023-01-18;16800; to 17200;20,000000;34;From_16800 To_17200
Thursday 2023-01-12 To Wednesday 2023-01-18;17200; to 17600;14,000000;23;From_17200 To_17600
Thursday 2023-01-05 To Wednesday 2023-01-11;17200; to 17600;20,000000;33;From_17200 To_17600
Thursday 2023-01-12 To Wednesday 2023-01-18;17600; to 18000;4,000000;7;From_17600 To_18000
Thursday 2023-01-05 To Wednesday 2023-01-11;17600; to 18000;20,000000;34;From_17600 To_18000
Thursday 2023-01-05 To Wednesday 2023-01-11;18000; to 18400;12,000000;20;From_18000 To_18400
Thursday 2023-01-05 To Wednesday 2023-01-11;18400; to 18800;2,000000;4;From_18400 To_18800
