Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Sunday 2022-12-18 To Saturday 2022-12-24;12600; to 13200;1,000000;2;From_12600 To_13200
Sunday 2022-12-18 To Saturday 2022-12-24;13200; to 13800;5,000000;9;From_13200 To_13800
Sunday 2022-12-25 To Saturday 2022-12-31;13800; to 14400;8,000000;14;From_13800 To_14400
Sunday 2022-12-18 To Saturday 2022-12-24;13800; to 14400;9,000000;15;From_13800 To_14400
Sunday 2022-12-25 To Saturday 2022-12-31;14400; to 15000;10,000000;16;From_14400 To_15000
Sunday 2022-12-18 To Saturday 2022-12-24;14400; to 15000;13,000000;21;From_14400 To_15000
Sunday 2022-12-25 To Saturday 2022-12-31;15000; to 15600;15,000000;26;From_15000 To_15600
Sunday 2022-12-18 To Saturday 2022-12-24;15000; to 15600;23,000000;38;From_15000 To_15600
Sunday 2022-12-18 To Saturday 2022-12-24;15600; to 16200;24,000000;41;From_15600 To_16200
Sunday 2022-12-25 To Saturday 2022-12-31;15600; to 16200;35,000000;58;From_15600 To_16200
Sunday 2022-12-18 To Saturday 2022-12-24;16200; to 16800;17,000000;28;From_16200 To_16800
Sunday 2022-12-25 To Saturday 2022-12-31;16200; to 16800;23,000000;39;From_16200 To_16800
Sunday 2022-12-18 To Saturday 2022-12-24;16800; to 17400;7,000000;12;From_16800 To_17400
Sunday 2022-12-25 To Saturday 2022-12-31;16800; to 17400;9,000000;15;From_16800 To_17400
Sunday 2022-12-18 To Saturday 2022-12-24;17400; to 18000;1,000000;2;From_17400 To_18000
