Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Wednesday 2022-11-16 To Tuesday 2022-11-22;13000; to 13500;4,000000;6;From_13000 To_13500
Wednesday 2022-11-09 To Tuesday 2022-11-15;13500; to 14000;5,000000;8;From_13500 To_14000
Wednesday 2022-11-16 To Tuesday 2022-11-22;13500; to 14000;11,000000;18;From_13500 To_14000
Wednesday 2022-11-09 To Tuesday 2022-11-15;14000; to 14500;10,000000;17;From_14000 To_14500
Wednesday 2022-11-16 To Tuesday 2022-11-22;14000; to 14500;16,000000;27;From_14000 To_14500
Wednesday 2022-11-16 To Tuesday 2022-11-22;14500; to 15000;13,000000;22;From_14500 To_15000
Wednesday 2022-11-09 To Tuesday 2022-11-15;14500; to 15000;15,000000;25;From_14500 To_15000
Wednesday 2022-11-16 To Tuesday 2022-11-22;15000; to 15500;14,000000;23;From_15000 To_15500
Wednesday 2022-11-09 To Tuesday 2022-11-15;15000; to 15500;15,000000;26;From_15000 To_15500
Wednesday 2022-11-16 To Tuesday 2022-11-22;15500; to 16000;10,000000;17;From_15500 To_16000
Wednesday 2022-11-09 To Tuesday 2022-11-15;15500; to 16000;21,000000;36;From_15500 To_16000
Wednesday 2022-11-16 To Tuesday 2022-11-22;16000; to 16500;9,000000;15;From_16000 To_16500
Wednesday 2022-11-09 To Tuesday 2022-11-15;16000; to 16500;19,000000;32;From_16000 To_16500
Wednesday 2022-11-09 To Tuesday 2022-11-15;16500; to 17000;10,000000;16;From_16500 To_17000
Wednesday 2022-11-16 To Tuesday 2022-11-22;16500; to 17000;15,000000;25;From_16500 To_17000
Wednesday 2022-11-09 To Tuesday 2022-11-15;17000; to 17500;5,000000;8;From_17000 To_17500
Wednesday 2022-11-16 To Tuesday 2022-11-22;17000; to 17500;8,000000;14;From_17000 To_17500
Wednesday 2022-11-16 To Tuesday 2022-11-22;17500; to 18000;1,000000;1;From_17500 To_18000
