Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Sunday 2022-12-11 To Saturday 2022-12-17;13700; to 14400;3,000000;5;From_13700 To_14400
Sunday 2022-12-11 To Saturday 2022-12-17;14400; to 15100;15,000000;26;From_14400 To_15100
Sunday 2022-12-04 To Saturday 2022-12-10;15100; to 15800;9,000000;15;From_15100 To_15800
Sunday 2022-12-11 To Saturday 2022-12-17;15100; to 15800;40,000000;68;From_15100 To_15800
Sunday 2022-12-04 To Saturday 2022-12-10;15800; to 16500;17,000000;28;From_15800 To_16500
Sunday 2022-12-11 To Saturday 2022-12-17;15800; to 16500;34,000000;57;From_15800 To_16500
Sunday 2022-12-11 To Saturday 2022-12-17;16500; to 17200;7,000000;12;From_16500 To_17200
Sunday 2022-12-04 To Saturday 2022-12-10;16500; to 17200;15,000000;26;From_16500 To_17200
Sunday 2022-12-04 To Saturday 2022-12-10;17200; to 17900;22,000000;37;From_17200 To_17900
Sunday 2022-12-04 To Saturday 2022-12-10;17900; to 18600;21,000000;36;From_17900 To_18600
Sunday 2022-12-04 To Saturday 2022-12-10;18600; to 19300;10,000000;17;From_18600 To_19300
Sunday 2022-12-04 To Saturday 2022-12-10;19300; to 20000;5,000000;9;From_19300 To_20000
