Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Thursday 2022-12-22 To Wednesday 2022-12-28;12600; to 13200;1,000000;2;From_12600 To_13200
Thursday 2022-12-22 To Wednesday 2022-12-28;13200; to 13800;5,000000;9;From_13200 To_13800
Thursday 2022-12-15 To Wednesday 2022-12-21;13800; to 14400;1,000000;2;From_13800 To_14400
Thursday 2022-12-22 To Wednesday 2022-12-28;13800; to 14400;18,000000;31;From_13800 To_14400
Thursday 2022-12-15 To Wednesday 2022-12-21;14400; to 15000;7,000000;12;From_14400 To_15000
Thursday 2022-12-22 To Wednesday 2022-12-28;14400; to 15000;13,000000;21;From_14400 To_15000
Thursday 2022-12-15 To Wednesday 2022-12-21;15000; to 15600;17,000000;28;From_15000 To_15600
Thursday 2022-12-22 To Wednesday 2022-12-28;15000; to 15600;23,000000;38;From_15000 To_15600
Thursday 2022-12-22 To Wednesday 2022-12-28;15600; to 16200;26,000000;44;From_15600 To_16200
Thursday 2022-12-15 To Wednesday 2022-12-21;15600; to 16200;29,000000;48;From_15600 To_16200
Thursday 2022-12-22 To Wednesday 2022-12-28;16200; to 16800;13,000000;22;From_16200 To_16800
Thursday 2022-12-15 To Wednesday 2022-12-21;16200; to 16800;28,000000;47;From_16200 To_16800
Thursday 2022-12-22 To Wednesday 2022-12-28;16800; to 17400;1,000000;1;From_16800 To_17400
Thursday 2022-12-15 To Wednesday 2022-12-21;16800; to 17400;16,000000;27;From_16800 To_17400
Thursday 2022-12-15 To Wednesday 2022-12-21;17400; to 18000;2,000000;4;From_17400 To_18000
