Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Monday 2023-01-16 To Sunday 2023-01-22;13500; to 14000;1,000000;1;From_13500 To_14000
Monday 2023-01-16 To Sunday 2023-01-22;14000; to 14500;6,000000;10;From_14000 To_14500
Monday 2023-01-16 To Sunday 2023-01-22;14500; to 15000;26,000000;43;From_14500 To_15000
Monday 2023-01-16 To Sunday 2023-01-22;15000; to 15500;11,000000;19;From_15000 To_15500
Monday 2023-01-09 To Sunday 2023-01-15;15500; to 16000;6,000000;10;From_15500 To_16000
Monday 2023-01-16 To Sunday 2023-01-22;15500; to 16000;9,000000;15;From_15500 To_16000
Monday 2023-01-09 To Sunday 2023-01-15;16000; to 16500;23,000000;38;From_16000 To_16500
Monday 2023-01-16 To Sunday 2023-01-22;16000; to 16500;23,000000;38;From_16000 To_16500
Monday 2023-01-16 To Sunday 2023-01-22;16500; to 17000;16,000000;27;From_16500 To_17000
Monday 2023-01-09 To Sunday 2023-01-15;16500; to 17000;33,000000;55;From_16500 To_17000
Monday 2023-01-16 To Sunday 2023-01-22;17000; to 17500;8,000000;13;From_17000 To_17500
Monday 2023-01-09 To Sunday 2023-01-15;17000; to 17500;23,000000;38;From_17000 To_17500
Monday 2023-01-16 To Sunday 2023-01-22;17500; to 18000;1,000000;2;From_17500 To_18000
Monday 2023-01-09 To Sunday 2023-01-15;17500; to 18000;14,000000;23;From_17500 To_18000
Monday 2023-01-09 To Sunday 2023-01-15;18000; to 18500;2,000000;4;From_18000 To_18500
