Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Monday 2022-11-21 To Sunday 2022-11-27;12600; to 13200;1,000000;2;From_12600 To_13200
Monday 2022-11-14 To Sunday 2022-11-20;13200; to 13800;2,000000;4;From_13200 To_13800
Monday 2022-11-21 To Sunday 2022-11-27;13200; to 13800;15,000000;25;From_13200 To_13800
Monday 2022-11-14 To Sunday 2022-11-20;13800; to 14400;14,000000;24;From_13800 To_14400
Monday 2022-11-21 To Sunday 2022-11-27;13800; to 14400;37,000000;62;From_13800 To_14400
Monday 2022-11-14 To Sunday 2022-11-20;14400; to 15000;15,000000;25;From_14400 To_15000
Monday 2022-11-21 To Sunday 2022-11-27;14400; to 15000;24,000000;40;From_14400 To_15000
Monday 2022-11-14 To Sunday 2022-11-20;15000; to 15600;20,000000;33;From_15000 To_15600
Monday 2022-11-21 To Sunday 2022-11-27;15000; to 15600;20,000000;33;From_15000 To_15600
Monday 2022-11-21 To Sunday 2022-11-27;15600; to 16200;4,000000;6;From_15600 To_16200
Monday 2022-11-14 To Sunday 2022-11-20;15600; to 16200;13,000000;22;From_15600 To_16200
Monday 2022-11-14 To Sunday 2022-11-20;16200; to 16800;16,000000;27;From_16200 To_16800
Monday 2022-11-14 To Sunday 2022-11-20;16800; to 17400;17,000000;28;From_16800 To_17400
Monday 2022-11-14 To Sunday 2022-11-20;17400; to 18000;3,000000;5;From_17400 To_18000
