Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Sunday 2022-12-04 To Saturday 2022-12-10;14600; to 15200;2,000000;4;From_14600 To_15200
Sunday 2022-11-27 To Saturday 2022-12-03;15200; to 15800;5,000000;8;From_15200 To_15800
Sunday 2022-12-04 To Saturday 2022-12-10;15200; to 15800;8,000000;14;From_15200 To_15800
Sunday 2022-12-04 To Saturday 2022-12-10;15800; to 16400;14,000000;23;From_15800 To_16400
Sunday 2022-11-27 To Saturday 2022-12-03;15800; to 16400;19,000000;32;From_15800 To_16400
Sunday 2022-12-04 To Saturday 2022-12-10;16400; to 17000;14,000000;23;From_16400 To_17000
Sunday 2022-11-27 To Saturday 2022-12-03;16400; to 17000;32,000000;54;From_16400 To_17000
Sunday 2022-12-04 To Saturday 2022-12-10;17000; to 17600;11,000000;19;From_17000 To_17600
Sunday 2022-11-27 To Saturday 2022-12-03;17000; to 17600;29,000000;49;From_17000 To_17600
Sunday 2022-11-27 To Saturday 2022-12-03;17600; to 18200;14,000000;23;From_17600 To_18200
Sunday 2022-12-04 To Saturday 2022-12-10;17600; to 18200;24,000000;40;From_17600 To_18200
Sunday 2022-11-27 To Saturday 2022-12-03;18200; to 18800;1,000000;2;From_18200 To_18800
Sunday 2022-12-04 To Saturday 2022-12-10;18200; to 18800;15,000000;25;From_18200 To_18800
Sunday 2022-12-04 To Saturday 2022-12-10;18800; to 19400;7,000000;12;From_18800 To_19400
Sunday 2022-12-04 To Saturday 2022-12-10;19400; to 20000;5,000000;8;From_19400 To_20000
