Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Thursday 2022-11-03 To Wednesday 2022-11-09;13000; to 13500;5,000000;9;From_13000 To_13500
Thursday 2022-11-10 To Wednesday 2022-11-16;13500; to 14000;5,000000;9;From_13500 To_14000
Thursday 2022-11-03 To Wednesday 2022-11-09;13500; to 14000;11,000000;18;From_13500 To_14000
Thursday 2022-11-10 To Wednesday 2022-11-16;14000; to 14500;11,000000;19;From_14000 To_14500
Thursday 2022-11-03 To Wednesday 2022-11-09;14000; to 14500;21,000000;35;From_14000 To_14500
Thursday 2022-11-10 To Wednesday 2022-11-16;14500; to 15000;15,000000;25;From_14500 To_15000
Thursday 2022-11-03 To Wednesday 2022-11-09;14500; to 15000;26,000000;43;From_14500 To_15000
Thursday 2022-11-03 To Wednesday 2022-11-09;15000; to 15500;15,000000;25;From_15000 To_15500
Thursday 2022-11-10 To Wednesday 2022-11-16;15000; to 15500;16,000000;27;From_15000 To_15500
Thursday 2022-11-03 To Wednesday 2022-11-09;15500; to 16000;11,000000;19;From_15500 To_16000
Thursday 2022-11-10 To Wednesday 2022-11-16;15500; to 16000;18,000000;30;From_15500 To_16000
Thursday 2022-11-03 To Wednesday 2022-11-09;16000; to 16500;8,000000;14;From_16000 To_16500
Thursday 2022-11-10 To Wednesday 2022-11-16;16000; to 16500;17,000000;28;From_16000 To_16500
Thursday 2022-11-03 To Wednesday 2022-11-09;16500; to 17000;3,000000;5;From_16500 To_17000
Thursday 2022-11-10 To Wednesday 2022-11-16;16500; to 17000;10,000000;17;From_16500 To_17000
Thursday 2022-11-10 To Wednesday 2022-11-16;17000; to 17500;8,000000;13;From_17000 To_17500
