Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Friday 2022-10-28 To Thursday 2022-11-03;12500; to 13000;1,000000;2;From_12500 To_13000
Friday 2022-11-04 To Thursday 2022-11-10;13000; to 13500;5,000000;9;From_13000 To_13500
Friday 2022-10-28 To Thursday 2022-11-03;13000; to 13500;15,000000;25;From_13000 To_13500
Friday 2022-11-04 To Thursday 2022-11-10;13500; to 14000;13,000000;21;From_13500 To_14000
Friday 2022-10-28 To Thursday 2022-11-03;13500; to 14000;18,000000;30;From_13500 To_14000
Friday 2022-11-04 To Thursday 2022-11-10;14000; to 14500;17,000000;28;From_14000 To_14500
Friday 2022-10-28 To Thursday 2022-11-03;14000; to 14500;33,000000;56;From_14000 To_14500
Friday 2022-10-28 To Thursday 2022-11-03;14500; to 15000;11,000000;18;From_14500 To_15000
Friday 2022-11-04 To Thursday 2022-11-10;14500; to 15000;24,000000;40;From_14500 To_15000
Friday 2022-10-28 To Thursday 2022-11-03;15000; to 15500;13,000000;21;From_15000 To_15500
Friday 2022-11-04 To Thursday 2022-11-10;15000; to 15500;17,000000;28;From_15000 To_15500
Friday 2022-10-28 To Thursday 2022-11-03;15500; to 16000;10,000000;16;From_15500 To_16000
Friday 2022-11-04 To Thursday 2022-11-10;15500; to 16000;13,000000;21;From_15500 To_16000
Friday 2022-11-04 To Thursday 2022-11-10;16000; to 16500;12,000000;20;From_16000 To_16500
Friday 2022-11-04 To Thursday 2022-11-10;16500; to 17000;1,000000;1;From_16500 To_17000
