Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Wednesday 2022-11-23 To Tuesday 2022-11-29;12700; to 13400;1,000000;2;From_12700 To_13400
Wednesday 2022-11-23 To Tuesday 2022-11-29;13400; to 14100;16,000000;27;From_13400 To_14100
Wednesday 2022-11-23 To Tuesday 2022-11-29;14100; to 14800;19,000000;32;From_14100 To_14800
Wednesday 2022-11-23 To Tuesday 2022-11-29;14800; to 15500;18,000000;31;From_14800 To_15500
Wednesday 2022-11-30 To Tuesday 2022-12-06;15500; to 16200;10,000000;17;From_15500 To_16200
Wednesday 2022-11-23 To Tuesday 2022-11-29;15500; to 16200;18,000000;30;From_15500 To_16200
Wednesday 2022-11-23 To Tuesday 2022-11-29;16200; to 16900;14,000000;23;From_16200 To_16900
Wednesday 2022-11-30 To Tuesday 2022-12-06;16200; to 16900;30,000000;51;From_16200 To_16900
Wednesday 2022-11-23 To Tuesday 2022-11-29;16900; to 17600;10,000000;17;From_16900 To_17600
Wednesday 2022-11-30 To Tuesday 2022-12-06;16900; to 17600;38,000000;63;From_16900 To_17600
Wednesday 2022-11-23 To Tuesday 2022-11-29;17600; to 18300;3,000000;5;From_17600 To_18300
Wednesday 2022-11-30 To Tuesday 2022-12-06;17600; to 18300;17,000000;29;From_17600 To_18300
Wednesday 2022-11-23 To Tuesday 2022-11-29;18300; to 19000;1,000000;1;From_18300 To_19000
Wednesday 2022-11-30 To Tuesday 2022-12-06;18300; to 19000;5,000000;8;From_18300 To_19000
