Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Tuesday 2022-12-13 To Monday 2022-12-19;13700; to 14400;5,000000;8;From_13700 To_14400
Tuesday 2022-12-06 To Monday 2022-12-12;14400; to 15100;6,000000;10;From_14400 To_15100
Tuesday 2022-12-13 To Monday 2022-12-19;14400; to 15100;24,000000;40;From_14400 To_15100
Tuesday 2022-12-13 To Monday 2022-12-19;15100; to 15800;23,000000;38;From_15100 To_15800
Tuesday 2022-12-06 To Monday 2022-12-12;15100; to 15800;24,000000;41;From_15100 To_15800
Tuesday 2022-12-06 To Monday 2022-12-12;15800; to 16500;18,000000;31;From_15800 To_16500
Tuesday 2022-12-13 To Monday 2022-12-19;15800; to 16500;33,000000;55;From_15800 To_16500
Tuesday 2022-12-06 To Monday 2022-12-12;16500; to 17200;7,000000;11;From_16500 To_17200
Tuesday 2022-12-13 To Monday 2022-12-19;16500; to 17200;14,000000;24;From_16500 To_17200
Tuesday 2022-12-13 To Monday 2022-12-19;17200; to 17900;2,000000;3;From_17200 To_17900
Tuesday 2022-12-06 To Monday 2022-12-12;17200; to 17900;14,000000;24;From_17200 To_17900
Tuesday 2022-12-06 To Monday 2022-12-12;17900; to 18600;17,000000;28;From_17900 To_18600
Tuesday 2022-12-06 To Monday 2022-12-12;18600; to 19300;8,000000;14;From_18600 To_19300
Tuesday 2022-12-06 To Monday 2022-12-12;19300; to 20000;5,000000;9;From_19300 To_20000
