Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Friday 2023-01-13 To Thursday 2023-01-19;14500; to 15000;1,000000;1;From_14500 To_15000
Friday 2023-01-06 To Thursday 2023-01-12;15000; to 15500;1,000000;1;From_15000 To_15500
Friday 2023-01-13 To Thursday 2023-01-19;15000; to 15500;7,000000;12;From_15000 To_15500
Friday 2023-01-06 To Thursday 2023-01-12;15500; to 16000;5,000000;8;From_15500 To_16000
Friday 2023-01-13 To Thursday 2023-01-19;15500; to 16000;7,000000;11;From_15500 To_16000
Friday 2023-01-06 To Thursday 2023-01-12;16000; to 16500;15,000000;25;From_16000 To_16500
Friday 2023-01-13 To Thursday 2023-01-19;16000; to 16500;30,000000;51;From_16000 To_16500
Friday 2023-01-06 To Thursday 2023-01-12;16500; to 17000;25,000000;42;From_16500 To_17000
Friday 2023-01-13 To Thursday 2023-01-19;16500; to 17000;33,000000;56;From_16500 To_17000
Friday 2023-01-13 To Thursday 2023-01-19;17000; to 17500;20,000000;33;From_17000 To_17500
Friday 2023-01-06 To Thursday 2023-01-12;17000; to 17500;24,000000;40;From_17000 To_17500
Friday 2023-01-13 To Thursday 2023-01-19;17500; to 18000;2,000000;4;From_17500 To_18000
Friday 2023-01-06 To Thursday 2023-01-12;17500; to 18000;21,000000;35;From_17500 To_18000
Friday 2023-01-06 To Thursday 2023-01-12;18000; to 18500;10,000000;17;From_18000 To_18500
