Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Saturday 2023-02-25 To Friday 2023-03-03;14600; to 15200;1,000000;2;From_14600 To_15200
Saturday 2023-02-25 To Friday 2023-03-03;15200; to 15800;7,000000;11;From_15200 To_15800
Saturday 2023-03-04 To Friday 2023-03-10;15200; to 15800;8,000000;13;From_15200 To_15800
Saturday 2023-02-25 To Friday 2023-03-03;15800; to 16400;7,000000;11;From_15800 To_16400
Saturday 2023-03-04 To Friday 2023-03-10;15800; to 16400;9,000000;15;From_15800 To_16400
Saturday 2023-02-25 To Friday 2023-03-03;16400; to 17000;13,000000;21;From_16400 To_17000
Saturday 2023-03-04 To Friday 2023-03-10;16400; to 17000;13,000000;22;From_16400 To_17000
Saturday 2023-03-04 To Friday 2023-03-10;17000; to 17600;18,000000;30;From_17000 To_17600
Saturday 2023-02-25 To Friday 2023-03-03;17000; to 17600;33,000000;56;From_17000 To_17600
Saturday 2023-03-04 To Friday 2023-03-10;17600; to 18200;17,000000;28;From_17600 To_18200
Saturday 2023-02-25 To Friday 2023-03-03;17600; to 18200;24,000000;40;From_17600 To_18200
Saturday 2023-02-25 To Friday 2023-03-03;18200; to 18800;13,000000;22;From_18200 To_18800
Saturday 2023-03-04 To Friday 2023-03-10;18200; to 18800;16,000000;27;From_18200 To_18800
Saturday 2023-02-25 To Friday 2023-03-03;18800; to 19400;1,000000;2;From_18800 To_19400
Saturday 2023-03-04 To Friday 2023-03-10;18800; to 19400;4,000000;7;From_18800 To_19400
Saturday 2023-03-04 To Friday 2023-03-10;19400; to 20000;1,000000;2;From_19400 To_20000
Saturday 2023-02-25 To Friday 2023-03-03;19400; to 20000;2,000000;3;From_19400 To_20000
