Date,Eskom OCGT Generation,Eskom Gas Generation,Dispatchable IPP OCGT,Manual Load Reduction(MLR),Palmiet Gen Unit Hours,Ingula Gen Unit Hours,Drakensberg Gen Unit Hours,Palmiet Max Hours,Ingula Max Hours,Drakensberg Max Hours,Palmiet Min Hours,Ingula Min Hours,Drakensberg Min Hours
2023-04-17 00:00:00,378,0,0,3069.7339999999999,28.199999999999999,46.030000000000001,85.400000000000006,58.7,67,102,8,12,12
2023-04-17 01:00:00,322,0,0,3033.319,28.199999999999999,48.200000000000003,88.200000000000003,58.7,67,102,8,12,12
2023-04-17 02:00:00,304,0,0,2888.0810000000001,28.199999999999999,50.579999999999998,90.299999999999997,58.7,67,102,8,12,12
2023-04-17 03:00:00,327,0,0,2912.4859999999999,28.199999999999999,52.93,92.400000000000006,58.7,67,102,8,12,12
2023-04-17 04:00:00,691,0,151.96299999999999,3193.201,28.199999999999999,55.420000000000002,94.200000000000003,58.7,67,102,8,12,12
2023-04-17 05:00:00,890,0,312.53300000000002,3940.0450000000001,28.199999999999999,57.100000000000001,96,58.7,67,102,8,12,12
2023-04-17 06:00:00,862,0,314.19200000000001,4513.6220000000003,28.199999999999999,57.57,96,58.7,67,102,8,12,12
2023-04-17 07:00:00,787,0,310.04199999999997,4324.9830000000002,28.199999999999999,55.57,94.200000000000003,58.7,67,102,8,12,12
2023-04-17 08:00:00,567,0,302.70600000000002,4464.5969999999998,28.199999999999999,55.130000000000003,93.299999999999997,58.7,67,102,8,12,12
2023-04-17 09:00:00,362,0,154.88399999999999,4746.8440000000001,28.199999999999999,54.689999999999998,93,58.7,67,102,8,12,12
2023-04-17 10:00:00,2,0,0,4712.3670000000002,28.199999999999999,54.640000000000001,93,58.7,67,102,8,12,12
2023-04-17 11:00:00,0,0,0,4894.2399999999998,28.199999999999999,54.390000000000001,92.400000000000006,58.7,67,102,8,12,12
2023-04-17 12:00:00,0,0,0,4867.9719999999998,28.199999999999999,54.265000000000001,92.400000000000006,58.7,67,102,8,12,12
2023-04-17 13:00:00,0,0,0,4869.1779999999999,28.199999999999999,54.140000000000001,91.799999999999997,58.7,67,102,8,12,12
2023-04-17 14:00:00,0,0,0,4985.0230000000001,28.199999999999999,54.090000000000003,91.200000000000003,58.7,67,102,8,12,12
2023-04-17 15:00:00,0,0,0,5404.268,28.199999999999999,53.840000000000003,90.799999999999997,58.7,67,102,8,12,12
2023-04-17 16:00:00,0,0,0,5600.3130000000001,28.199999999999999,53.890000000000001,90.299999999999997,58.7,67,102,8,12,12
2023-04-17 17:00:00,498,0,0,5841.4459999999999,28.199999999999999,53.289999999999999,89.400000000000006,58.7,67,102,8,12,12
2023-04-17 18:00:00,1331,0,242.76599999999999,5724.7269999999999,28.199999999999999,51,86.200000000000003,58.7,67,102,8,12,12
2023-04-17 19:00:00,1288,0,306.28199999999998,5347.4070000000002,28.199999999999999,48.200000000000003,83,58.7,67,102,8,12,12
2023-04-17 20:00:00,1247,0,175.07599999999999,4798.2550000000001,28.199999999999999,46.479999999999997,82.200000000000003,58.7,67,102,8,12,12
2023-04-17 21:00:00,586,0,38.676000000000002,4328.473,28,45.469999999999999,81.799999999999997,58.7,67,102,8,12,12
2023-04-17 22:00:00,174,0,0,3202.7530000000002,27.800000000000001,45.420000000000002,82.599999999999994,58.7,67,102,8,12,12
