Date;Eskom OCGT Generation;Eskom Gas Generation;Dispatchable IPP OCGT;Manual Load Reduction(MLR);Palmiet Gen Unit Hours;Ingula Gen Unit Hours;Drakensberg Gen Unit Hours;Palmiet Max Hours;Ingula Max Hours;Drakensberg Max Hours;Palmiet Min Hours;Ingula Min Hours;Drakensberg Min Hours
2023-02-20 00:00:00;1188;0;433,24900000000002;3241,0799999999999;44;29,300000000000001;67,799999999999997;58,7;67;102;8;12;12
2023-02-20 01:00:00;935;0;9,5350000000000001;3336,1039999999998;45,600000000000001;31,940000000000001;68,599999999999994;58,7;67;102;8;12;12
2023-02-20 02:00:00;654;0;0;3152,6959999999999;47,200000000000003;34,359999999999999;69,400000000000006;58,7;67;102;8;12;12
2023-02-20 03:00:00;620;0;0;3302,4699999999998;48;36,990000000000002;70,200000000000003;58,7;67;102;8;12;12
2023-02-20 04:00:00;644;0;0;3511,2829999999999;48,799999999999997;39,5;71;58,7;67;102;8;12;12
2023-02-20 05:00:00;1114;0;42,537999999999997;4155,6270000000004;49,600000000000001;41,100000000000001;71;58,7;67;102;8;12;12
2023-02-20 06:00:00;1185;0;436,44999999999999;4267,107;47,600000000000001;39,979999999999997;70,200000000000003;58,7;67;102;8;12;12
2023-02-20 07:00:00;1123;0;588,39099999999996;4254,1400000000003;47,200000000000003;37,829999999999998;69;58,7;67;102;8;12;12
2023-02-20 08:00:00;1110;0;471,43799999999999;4393,0699999999997;46,799999999999997;37,289999999999999;69;58,7;67;102;8;12;12
2023-02-20 09:00:00;1001;0;58,240000000000002;4356,1239999999998;46;36,560000000000002;68,599999999999994;58,7;67;102;8;12;12
2023-02-20 10:00:00;1015;0;0;4488,6779999999999;45,600000000000001;36,259999999999998;68,599999999999994;58,7;67;102;8;12;12
2023-02-20 11:00:00;733;0;0;4521,7039999999997;44;35,590000000000003;70,200000000000003;58,7;67;102;8;12;12
2023-02-20 12:00:00;480;0;0;4604,3509999999997;44;34,909999999999997;69,799999999999997;58,7;67;102;8;12;12
2023-02-20 13:00:00;455;0;0;4773,8620000000001;43,700000000000003;34,240000000000002;69;58,7;67;102;8;12;12
2023-02-20 14:00:00;52;0;0;5230,4390000000003;43,299999999999997;33,68;68,599999999999994;58,7;67;102;8;12;12
2023-02-20 15:00:00;0;0;0;5405,4499999999998;42,5;33,93;68,599999999999994;58,7;67;102;8;12;12
2023-02-20 16:00:00;393;0;146,161;5382,5200000000004;42,5;33,93;68,599999999999994;58,7;67;102;8;12;12
2023-02-20 17:00:00;1162;0;544,21400000000006;5500,6130000000003;42;33,189999999999998;68,200000000000003;58,7;67;102;8;12;12
2023-02-20 18:00:00;1252;0;561,49699999999996;5652,21;42;33,25;68,200000000000003;58,7;67;102;8;12;12
2023-02-20 19:00:00;1336;0;574,40599999999995;5940,0879999999997;41,700000000000003;32,5;67,400000000000006;58,7;67;102;8;12;12
2023-02-20 20:00:00;1363;0;582,98500000000001;5888,4949999999999;39,700000000000003;29,300000000000001;65,099999999999994;58,7;67;102;8;12;12
2023-02-20 21:00:00;1255;0;581,93499999999995;5286,0370000000003;38,899999999999999;28,02;64,700000000000003;58,7;67;102;8;12;12
