Date,Eskom OCGT Generation,Eskom Gas Generation,Dispatchable IPP OCGT,Manual Load Reduction(MLR),Palmiet Gen Unit Hours,Ingula Gen Unit Hours,Drakensberg Gen Unit Hours,Palmiet Max Hours,Ingula Max Hours,Drakensberg Max Hours,Palmiet Min Hours,Ingula Min Hours,Drakensberg Min Hours
2023-04-17 00:00:00,378,0,0,3066.5859999999998,28.199999999999999,46.030000000000001,85.400000000000006,58.7,67,102,8,12,12
2023-04-17 01:00:00,322,0,0,3029.875,28.199999999999999,48.200000000000003,88.200000000000003,58.7,67,102,8,12,12
2023-04-17 02:00:00,304,0,0,2884.2600000000002,28.199999999999999,50.579999999999998,90.299999999999997,58.7,67,102,8,12,12
2023-04-17 03:00:00,327,0,0,2910.4810000000002,28.199999999999999,52.93,92.400000000000006,58.7,67,102,8,12,12
2023-04-17 04:00:00,691,0,151.96299999999999,3191.3420000000001,28.199999999999999,55.420000000000002,94.200000000000003,58.7,67,102,8,12,12
2023-04-17 05:00:00,890,0,312.53300000000002,3931.8519999999999,28.199999999999999,57.100000000000001,96,58.7,67,102,8,12,12
2023-04-17 06:00:00,862,0,314.19200000000001,4511.3599999999997,28.199999999999999,57.57,96,58.7,67,102,8,12,12
2023-04-17 07:00:00,787,0,310.04199999999997,4313.8630000000003,28.199999999999999,55.57,94.200000000000003,58.7,67,102,8,12,12
2023-04-17 08:00:00,567,0,302.70600000000002,4451.0649999999996,28.199999999999999,55.130000000000003,93.299999999999997,58.7,67,102,8,12,12
2023-04-17 09:00:00,362,0,154.88399999999999,4734.2079999999996,28.199999999999999,54.689999999999998,93,58.7,67,102,8,12,12
2023-04-17 10:00:00,2,0,0,4702.3100000000004,28.199999999999999,54.640000000000001,93,58.7,67,102,8,12,12
2023-04-17 11:00:00,0,0,0,4883.3450000000003,28.199999999999999,54.390000000000001,92.400000000000006,58.7,67,102,8,12,12
2023-04-17 12:00:00,0,0,0,4856.4489999999996,28.199999999999999,54.265000000000001,92.400000000000006,58.7,67,102,8,12,12
2023-04-17 13:00:00,0,0,0,4859.674,28.199999999999999,54.140000000000001,91.799999999999997,58.7,67,102,8,12,12
2023-04-17 14:00:00,0,0,0,4975.1800000000003,28.199999999999999,54.090000000000003,91.200000000000003,58.7,67,102,8,12,12
