Date;Eskom OCGT Generation;Eskom Gas Generation;Dispatchable IPP OCGT;Manual Load Reduction(MLR);Palmiet Gen Unit Hours;Ingula Gen Unit Hours;Drakensberg Gen Unit Hours;Palmiet Max Hours;Ingula Max Hours;Drakensberg Max Hours;Palmiet Min Hours;Ingula Min Hours;Drakensberg Min Hours
2023-03-20 00:00:00;0;0;0;0;28,199999999999999;38,490000000000002;83,799999999999997;58,7;67;102;8;12;12
2023-03-20 01:00:00;0;0;0;0;28,199999999999999;40,920000000000002;85,799999999999997;58,7;67;102;8;12;12
2023-03-20 02:00:00;0;0;0;0;28,199999999999999;43,770000000000003;88,200000000000003;58,7;67;102;8;12;12
2023-03-20 03:00:00;0;0;0;0;28,199999999999999;46,93;90,599999999999994;58,7;67;102;8;12;12
2023-03-20 04:00:00;0;0;0;0;28,199999999999999;50,100000000000001;92,400000000000006;58,7;67;102;8;12;12
2023-03-20 05:00:00;0;0;0;581,024;28,199999999999999;53,18;94,299999999999997;58,7;67;102;8;12;12
2023-03-20 06:00:00;0;0;0;974,15599999999995;28,199999999999999;55,909999999999997;96,299999999999997;58,7;67;102;8;12;12
2023-03-20 07:00:00;0;0;0;786,90700000000004;28,199999999999999;57,289999999999999;97,200000000000003;58,7;67;102;8;12;12
2023-03-20 08:00:00;0;0;0;847,08000000000004;28,199999999999999;56,960000000000001;96,900000000000006;58,7;67;102;8;12;12
2023-03-20 09:00:00;0;0;0;585,51999999999998;28,199999999999999;55,369999999999997;95,700000000000003;58,7;67;102;8;12;12
2023-03-20 10:00:00;0;0;0;651,11500000000001;28,199999999999999;53,789999999999999;94,200000000000003;58,7;67;102;8;12;12
2023-03-20 11:00:00;0;0;0;0;28,199999999999999;52,159999999999997;92,400000000000006;58,7;67;102;8;12;12
2023-03-20 12:00:00;0;0;0;0;28,199999999999999;49,93;90,599999999999994;58,7;67;102;8;12;12
2023-03-20 13:00:00;0;0;0;0;28,199999999999999;48,469999999999999;89,400000000000006;58,7;67;102;8;12;12
2023-03-20 14:00:00;0;0;0;0;28,199999999999999;46,979999999999997;88,599999999999994;58,7;67;102;8;12;12
2023-03-20 15:00:00;0;0;0;0;28,199999999999999;45,25;88,599999999999994;58,7;67;102;8;12;12
2023-03-20 16:00:00;0;0;92,762;0;28,199999999999999;42,840000000000003;88,200000000000003;58,7;67;102;8;12;12
2023-03-20 17:00:00;0;0;799,53999999999996;0;28,199999999999999;40,090000000000003;86,200000000000003;58,7;67;102;8;12;12
2023-03-20 18:00:00;0;0;910,74000000000001;0;28,199999999999999;37,829999999999998;84,200000000000003;58,7;67;102;8;12;12
2023-03-20 19:00:00;0;0;919,572;0;28,199999999999999;34,850000000000001;81;58,7;67;102;8;12;12
2023-03-20 20:00:00;0;0;922,81899999999996;0;28,199999999999999;31,82;79;58,7;67;102;8;12;12
2023-03-20 21:00:00;0;0;858,59400000000005;0;28,199999999999999;30,25;78,200000000000003;58,7;67;102;8;12;12
2023-03-20 22:00:00;0;0;192,5;0;28,199999999999999;30,309999999999999;78,599999999999994;58,7;67;102;8;12;12
2023-03-20 23:00:00;0;0;0;0;28,199999999999999;31,190000000000001;79,799999999999997;58,7;67;102;8;12;12
2023-03-21 00:00:00;0;0;0;0;28,199999999999999;32,75;82,200000000000003;58,7;67;102;8;12;12
2023-03-21 01:00:00;0;0;0;0;28,199999999999999;34,490000000000002;83,799999999999997;58,7;67;102;8;12;12
2023-03-21 02:00:00;0;0;0;0;28,199999999999999;36,799999999999997;85,799999999999997;58,7;67;102;8;12;12
2023-03-21 03:00:00;0;0;0;0;28,199999999999999;39,68;88,200000000000003;58,7;67;102;8;12;12
2023-03-21 04:00:00;0;0;0;0;28,199999999999999;42,090000000000003;90,299999999999997;58,7;67;102;8;12;12
2023-03-21 05:00:00;0;0;0;0;28,199999999999999;44,390000000000001;91,799999999999997;58,7;67;102;8;12;12
2023-03-21 06:00:00;0;0;0;0;28,199999999999999;46,369999999999997;93;58,7;67;102;8;12;12
