Date Time Hour Beginning;Wind;PV;CSP;Other_RE
2023-01-01 00:00:00;824,45299999999997;0;7,5140000000000002;37,835999999999999
2023-01-01 01:00:00;761,64099999999996;0;0;37,799999999999997
2023-01-01 02:00:00;839,86699999999996;0;0;37,045999999999999
2023-01-01 03:00:00;787,61000000000001;0;0;35,959000000000003
2023-01-01 04:00:00;679,69200000000001;0;0;35,393999999999998
2023-01-01 05:00:00;603,096;8,4659999999999993;41,890999999999998;35,374000000000002
2023-01-01 06:00:00;547,91899999999998;273,834;153,429;35,673000000000002
2023-01-01 07:00:00;505,21699999999998;803,85699999999997;295,05799999999999;20,184000000000001
2023-01-01 08:00:00;703,12300000000005;1132,521;469,44;29,254000000000001
2023-01-01 09:00:00;746,00699999999995;1324,8879999999999;486,64699999999999;30,434000000000001
2023-01-01 10:00:00;676,30899999999997;1437,9580000000001;488,02800000000002;33,241999999999997
2023-01-01 11:00:00;622,65200000000004;1460,3;472,90100000000001;33,201999999999998
2023-01-01 12:00:00;584,26499999999999;1431,3910000000001;439,40699999999998;33,536999999999999
2023-01-01 13:00:00;568,38900000000001;1383,2950000000001;425,07499999999999;28,405999999999999
2023-01-01 14:00:00;677,61099999999999;1237,7829999999999;371,63600000000002;32,049999999999997
2023-01-01 15:00:00;793,24699999999996;1066,71;379,072;31,516999999999999
2023-01-01 16:00:00;925,80200000000002;936,35799999999995;336,89400000000001;29,326000000000001
2023-01-01 17:00:00;1060,4269999999999;680,48099999999999;374,75900000000001;34,329999999999998
2023-01-01 18:00:00;1384,4369999999999;320,21199999999999;408,71600000000001;35,622999999999998
2023-01-01 19:00:00;1717,2190000000001;16,440000000000001;376,012;35,762
2023-01-01 20:00:00;1696,5239999999999;0;366,61500000000001;35,646000000000001
2023-01-01 21:00:00;1586,825;0;330,59199999999998;36,082000000000001
2023-01-01 22:00:00;1408,825;0;105,027;36,487000000000002
2023-01-01 23:00:00;1148,5540000000001;0;72,426000000000002;34,939
2023-01-02 00:00:00;1179,4000000000001;0;37,771000000000001;30,635000000000002
2023-01-02 01:00:00;1071,9010000000001;0;37,798999999999999;35,274999999999999
2023-01-02 02:00:00;1037,6569999999999;0;37,741999999999997;35,097999999999999
2023-01-02 03:00:00;947,01800000000003;0;13,978;34,832999999999998
2023-01-02 04:00:00;891,90200000000004;0;0;33,332999999999998
2023-01-02 05:00:00;830,36099999999999;10,311;0;30,446000000000002
2023-01-02 06:00:00;743,452;338,47300000000001;46,411999999999999;24,503
2023-01-02 07:00:00;694,16200000000003;1060,252;186,327;32,198
2023-01-02 08:00:00;829,97400000000005;1456,7550000000001;394,55500000000001;30,536000000000001
2023-01-02 09:00:00;883,64999999999998;1668,7739999999999;411,35000000000002;32,475999999999999
2023-01-02 10:00:00;950,99400000000003;1806,278;408,61500000000001;27,282
2023-01-02 11:00:00;1042,9280000000001;1769,5840000000001;393,01799999999997;11,847
2023-01-02 12:00:00;1178,9480000000001;1578,873;371,22300000000001;11,603
2023-01-02 13:00:00;1391,069;1462,4400000000001;305,85700000000003;10,346
2023-01-02 14:00:00;1548,24;1302,444;273,76299999999998;5,7809999999999997
2023-01-02 15:00:00;1581,4190000000001;1248,8430000000001;181,267;6,0300000000000002
2023-01-02 16:00:00;1792,3389999999999;1044,5830000000001;205,26300000000001;10,731
2023-01-02 17:00:00;2000,0160000000001;692,10699999999997;357,85300000000001;10,032
2023-01-02 18:00:00;1901,4680000000001;253,904;355,59699999999998;9,6289999999999996
2023-01-02 19:00:00;1580,402;14,081;368,22300000000001;10,023999999999999
2023-01-02 20:00:00;1791,1690000000001;0;360,37;9,3889999999999993
2023-01-02 21:00:00;1504,3199999999999;0;285,67599999999999;12,9
2023-01-02 22:00:00;1362,0999999999999;0;86,573999999999998;27,890000000000001
2023-01-02 23:00:00;1399,8299999999999;0;2,3490000000000002;34,042000000000002
2023-01-03 00:00:00;1496,6130000000001;0;0;35,351999999999997
