Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Monday 2023-01-09 To Sunday 2023-01-15;15200; to 15600;1,000000;1;From_15200 To_15600
Monday 2023-01-02 To Sunday 2023-01-08;15200; to 15600;7,000000;12;From_15200 To_15600
Monday 2023-01-02 To Sunday 2023-01-08;15600; to 16000;1,000000;2;From_15600 To_16000
Monday 2023-01-09 To Sunday 2023-01-15;15600; to 16000;14,000000;23;From_15600 To_16000
Monday 2023-01-02 To Sunday 2023-01-08;16000; to 16400;7,000000;12;From_16000 To_16400
Monday 2023-01-09 To Sunday 2023-01-15;16000; to 16400;24,000000;40;From_16000 To_16400
Monday 2023-01-02 To Sunday 2023-01-08;16400; to 16800;16,000000;27;From_16400 To_16800
Monday 2023-01-09 To Sunday 2023-01-15;16400; to 16800;28,000000;47;From_16400 To_16800
Monday 2023-01-09 To Sunday 2023-01-15;16800; to 17200;15,000000;25;From_16800 To_17200
Monday 2023-01-02 To Sunday 2023-01-08;16800; to 17200;24,000000;41;From_16800 To_17200
Monday 2023-01-09 To Sunday 2023-01-15;17200; to 17600;7,000000;12;From_17200 To_17600
Monday 2023-01-02 To Sunday 2023-01-08;17200; to 17600;17,000000;28;From_17200 To_17600
Monday 2023-01-09 To Sunday 2023-01-15;17600; to 18000;10,000000;17;From_17600 To_18000
Monday 2023-01-02 To Sunday 2023-01-08;17600; to 18000;15,000000;26;From_17600 To_18000
Monday 2023-01-09 To Sunday 2023-01-15;18000; to 18400;2,000000;3;From_18000 To_18400
Monday 2023-01-02 To Sunday 2023-01-08;18000; to 18400;11,000000;18;From_18000 To_18400
Monday 2023-01-02 To Sunday 2023-01-08;18400; to 18800;1,000000;2;From_18400 To_18800
