Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Wednesday 2022-12-28 To Tuesday 2023-01-03;14500; to 15000;3,000000;5;From_14500 To_15000
Wednesday 2023-01-04 To Tuesday 2023-01-10;15000; to 15500;9,000000;15;From_15000 To_15500
Wednesday 2022-12-28 To Tuesday 2023-01-03;15000; to 15500;17,000000;28;From_15000 To_15500
Wednesday 2023-01-04 To Tuesday 2023-01-10;15500; to 16000;5,000000;8;From_15500 To_16000
Wednesday 2022-12-28 To Tuesday 2023-01-03;15500; to 16000;17,000000;28;From_15500 To_16000
Wednesday 2023-01-04 To Tuesday 2023-01-10;16000; to 16500;13,000000;22;From_16000 To_16500
Wednesday 2022-12-28 To Tuesday 2023-01-03;16000; to 16500;26,000000;43;From_16000 To_16500
Wednesday 2023-01-04 To Tuesday 2023-01-10;16500; to 17000;19,000000;32;From_16500 To_17000
Wednesday 2022-12-28 To Tuesday 2023-01-03;16500; to 17000;24,000000;40;From_16500 To_17000
Wednesday 2022-12-28 To Tuesday 2023-01-03;17000; to 17500;12,000000;20;From_17000 To_17500
Wednesday 2023-01-04 To Tuesday 2023-01-10;17000; to 17500;24,000000;41;From_17000 To_17500
Wednesday 2022-12-28 To Tuesday 2023-01-03;17500; to 18000;2,000000;4;From_17500 To_18000
Wednesday 2023-01-04 To Tuesday 2023-01-10;17500; to 18000;19,000000;32;From_17500 To_18000
Wednesday 2023-01-04 To Tuesday 2023-01-10;18000; to 18500;11,000000;18;From_18000 To_18500
