Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Monday 2023-03-06 To Sunday 2023-03-12;13700; to 14400;7,000000;11;From_13700 To_14400
Monday 2023-03-06 To Sunday 2023-03-12;14400; to 15100;9,000000;15;From_14400 To_15100
Monday 2023-03-06 To Sunday 2023-03-12;15100; to 15800;7,000000;11;From_15100 To_15800
Monday 2023-02-27 To Sunday 2023-03-05;15100; to 15800;15,000000;26;From_15100 To_15800
Monday 2023-03-06 To Sunday 2023-03-12;15800; to 16500;3,000000;5;From_15800 To_16500
Monday 2023-02-27 To Sunday 2023-03-05;15800; to 16500;15,000000;26;From_15800 To_16500
Monday 2023-03-06 To Sunday 2023-03-12;16500; to 17200;8,000000;14;From_16500 To_17200
Monday 2023-02-27 To Sunday 2023-03-05;16500; to 17200;15,000000;25;From_16500 To_17200
Monday 2023-03-06 To Sunday 2023-03-12;17200; to 17900;14,000000;23;From_17200 To_17900
Monday 2023-02-27 To Sunday 2023-03-05;17200; to 17900;29,000000;48;From_17200 To_17900
Monday 2023-02-27 To Sunday 2023-03-05;17900; to 18600;21,000000;36;From_17900 To_18600
Monday 2023-03-06 To Sunday 2023-03-12;17900; to 18600;29,000000;48;From_17900 To_18600
Monday 2023-02-27 To Sunday 2023-03-05;18600; to 19300;2,000000;4;From_18600 To_19300
Monday 2023-03-06 To Sunday 2023-03-12;18600; to 19300;8,000000;14;From_18600 To_19300
Monday 2023-03-06 To Sunday 2023-03-12;19300; to 20000;1,000000;2;From_19300 To_20000
Monday 2023-02-27 To Sunday 2023-03-05;19300; to 20000;2,000000;3;From_19300 To_20000
