report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2022-08-10,2022-08-15,33,32246,30962,44812,30612,5213,12000,-350,-2350,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-08-22,34,31621,30327,44689,30489,5336,12000,162,-1838,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-08-29,35,32514,30427,44346,30146,5679,12000,-281,-2281,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-09-05,36,32005,29918,44256,29056,5769,13000,-862,-2862,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-09-12,37,31910,29823,43771,28571,6254,13000,-1252,-3252,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-09-19,38,31548,29461,43296,28096,6729,13000,-1365,-3365,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-09-26,39,31491,29403,43533,28333,6492,13000,-1070,-3070,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-10-03,40,31580,29475,43751,28551,6274,13000,-924,-2924,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-10-10,41,31429,29325,44404,29204,5621,13000,-120,-2120,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-10-17,42,31228,29242,45514,30314,4511,13000,1072,-928,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-10-24,43,31158,29194,43819,28619,6206,13000,-575,-2575,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-10-31,44,30831,28867,42495,27295,7530,13000,-1572,-3572,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-11-07,45,31255,29072,43682,28482,6343,13000,-591,-2591,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-11-14,46,31613,29430,44199,28999,5826,13000,-431,-2431,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-11-21,47,31292,29109,43527,28327,6498,13000,-782,-2782,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-11-28,48,31015,28832,42519,27319,7506,13000,-1512,-3512,Weekly_System_Status_Report_2022_w32.txt
