report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2022-08-10,2022-12-05,49,31023,28837,42346,27146,7679,13000,-1690,-3690,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-12-12,50,30633,28446,42210,27010,7815,13000,-1436,-3436,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-12-19,51,29318,27132,41285,26085,8740,13000,-1047,-3047,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2022-12-26,52,26867,24680,39805,24605,10220,13000,-75,-2075,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-01-02,1,28588,26066,40380,25180,9645,13000,-886,-2886,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-01-09,2,29704,27670,41603,26403,8422,13000,-1267,-3267,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-01-16,3,30496,28461,41966,26766,8059,13000,-1695,-3695,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-01-23,4,30174,28139,41948,26748,8077,13000,-1391,-3391,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-01-30,5,30383,28349,41980,26780,8045,13000,-1569,-3569,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-02-06,6,30997,29208,42570,27370,7455,13000,-1838,-3838,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-02-13,7,30835,29045,42370,27170,7655,13000,-1875,-3875,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-02-20,8,30909,29119,42427,27227,7598,13000,-1892,-3892,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-02-27,9,30721,29153,43105,27905,6920,13000,-1248,-3248,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-03-06,10,31153,29585,43924,28724,6101,13000,-861,-2861,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-03-13,11,30805,29237,43355,28155,6670,13000,-1082,-3082,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-03-20,12,31014,29366,43900,28700,6125,13000,-666,-2666,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-03-27,13,30853,29206,43260,28060,6765,13000,-1146,-3146,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-04-03,14,32219,30573,44888,30688,5137,12000,115,-1885,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-04-10,15,32493,30846,45238,31038,4787,12000,192,-1808,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-04-17,16,32984,31338,45999,31799,4026,12000,461,-1539,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-04-24,17,33668,32021,45999,31799,4026,12000,-222,-2222,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-05-01,18,33601,32419,46716,32516,3309,12000,97,-1903,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-05-08,19,34531,33349,47356,33156,2669,12000,-193,-2193,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-05-15,20,34704,33522,47356,33156,2669,12000,-366,-2366,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-05-22,21,35031,33849,47556,33356,2469,12000,-493,-2493,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-05-29,22,35849,34667,48074,33874,1951,12000,-793,-2793,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-06-05,23,35053,33773,47578,33378,2447,12000,-395,-2395,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-06-12,24,35055,33774,48093,33893,1932,12000,119,-1881,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-06-19,25,34886,33605,48073,33873,1952,12000,268,-1732,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-06-26,26,35391,34110,48408,34208,1617,12000,98,-1902,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-07-03,27,35153,33662,48001,33801,2024,12000,139,-1861,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-07-10,28,35127,33636,48001,33801,2024,12000,165,-1835,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-07-17,29,35242,33751,47921,33721,2104,12000,-30,-2030,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-07-24,30,35288,33797,47978,33778,2047,12000,-19,-2019,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-07-31,31,34476,32985,47442,33242,2583,12000,257,-1743,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-08-07,32,34026,32460,46945,32745,3080,12000,285,-1715,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-08-14,33,33679,32114,46364,32164,3661,12000,50,-1950,Weekly_System_Status_Report_2022_w32.txt
2022-08-10,2023-08-21,34,33602,32037,46936,32736,3089,12000,699,-1301,Weekly_System_Status_Report_2022_w32.txt
