report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2023-03-15,2023-03-20,12,30580,28298,42621,27421,6570,13000,-877,-2377,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-03-27,13,30250,28421,43981,28781,5210,13000,360,-1140,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-04-03,14,30423,28776,42526,27326,6665,13000,-1450,-2950,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-04-10,15,30876,29229,43246,28046,5945,13000,-1183,-2683,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-04-17,16,31228,29581,43981,28781,5210,13000,-800,-2300,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-04-24,17,31577,29931,44516,29316,4675,13000,-615,-2115,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-05-01,18,31824,30642,45056,29856,4135,13000,-786,-2286,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-05-08,19,32574,31392,45812,30612,3379,13000,-780,-2280,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-05-15,20,33166,31984,46584,31384,2607,13000,-600,-2100,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-05-22,21,33213,32031,47177,31977,2014,13000,-54,-1554,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-05-29,22,33681,32499,47377,32177,1814,13000,-322,-1822,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-06-05,23,33494,32213,47229,32029,1962,13000,-184,-1684,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-06-12,24,33454,32173,47377,32177,1814,13000,4,-1496,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-06-19,25,33441,32160,47377,32177,1814,13000,17,-1483,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-06-26,26,33853,32572,47100,31900,2091,13000,-672,-2172,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-07-03,27,33675,32184,46503,31303,2688,13000,-881,-2381,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-07-10,28,33441,31950,46753,31553,2438,13000,-397,-1897,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-07-17,29,33806,32315,46563,31363,2628,13000,-952,-2452,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-07-24,30,33869,32378,46215,31015,2976,13000,-1363,-2863,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-07-31,31,33172,31681,45640,30440,3551,13000,-1241,-2741,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-08-07,32,32921,31227,45924,30724,3267,13000,-503,-2003,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-08-14,33,32522,30828,45508,30308,3683,13000,-520,-2020,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-08-21,34,32669,30975,45746,30546,3445,13000,-429,-1929,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-08-28,35,32154,30475,45851,30651,3340,13000,176,-1324,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-09-04,36,32329,30642,45201,30001,3990,13000,-641,-2141,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-09-11,37,32319,30633,46023,30823,3168,13000,190,-1310,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-09-18,38,31676,29989,45773,30573,3418,13000,584,-916,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-09-25,39,31623,29936,44925,29725,4266,13000,-211,-1711,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-10-02,40,31635,29659,44545,29345,4646,13000,-314,-1814,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-10-09,41,31372,29395,44635,29435,4556,13000,40,-1460,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-10-16,42,31286,29309,44351,29151,4840,13000,-158,-1658,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-10-23,43,30991,29015,43538,28338,5653,13000,-677,-2177,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-10-30,44,30837,28860,43708,28508,5483,13000,-352,-1852,Weekly_System_Status_Report_2023_w11.txt
2023-03-15,2023-11-06,45,30480,28381,43100,27900,6091,13000,-481,-1981,Weekly_System_Status_Report_2023_w11.txt
