report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2023-03-29,2023-10-23,43,30991,29015,43538,26338,5653,15000,-2677,-4177,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-10-30,44,30837,28860,43708,26508,5483,15000,-2352,-3852,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-11-06,45,30480,28381,43100,27900,6091,13000,-481,-1981,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-11-13,46,30439,28371,42359,27159,6832,13000,-1212,-2712,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-11-20,47,30288,28220,42756,27556,6435,13000,-664,-2164,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-11-27,48,30059,27991,42355,27155,6836,13000,-836,-2336,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-12-04,49,30063,27880,43132,27932,6059,13000,52,-1448,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-12-11,50,30109,27927,41939,26739,7252,13000,-1188,-2688,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-12-18,51,28935,26752,40390,25190,8801,13000,-1562,-3062,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-12-25,52,26312,24130,40190,24990,9001,13000,860,-640,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-01-01,1,27954,25810,41203,26003,7988,13000,193,-1307,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-01-08,2,29548,27404,41303,26103,7888,13000,-1301,-2801,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-01-15,3,30300,28156,42362,27162,6829,13000,-994,-2494,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-01-22,4,30273,28129,43230,28030,5961,13000,-99,-1599,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-01-29,5,30490,28346,43512,28312,5679,13000,-34,-1534,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-02-05,6,31030,28940,43121,27921,6070,13000,-1019,-2519,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-02-12,7,31154,29065,43268,28068,5923,13000,-997,-2497,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-02-19,8,31289,29199,43763,28563,5428,13000,-636,-2136,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-02-26,9,31095,29006,43148,27948,6043,13000,-1058,-2558,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-03-04,10,31512,29552,44306,29106,4885,13000,-446,-1946,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-03-11,11,31196,29236,44563,29363,4628,13000,127,-1373,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-03-18,12,31440,29480,45476,30276,3715,13000,796,-704,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2024-03-25,13,31321,29276,45826,30626,3365,13000,1350,-150,Weekly_System_Status_Report_2023_w13.txt
