report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2023-03-29,2023-04-03,14,30673,28995,42549,25349,6642,15000,-3646,-5146,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-04-10,15,30627,28981,42606,25406,6585,15000,-3575,-5075,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-04-17,16,31223,29577,43981,26781,5210,15000,-2796,-4296,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-04-24,17,31465,29818,44516,27316,4675,15000,-2502,-4002,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-05-01,18,31720,30538,44866,27666,4325,15000,-2872,-4372,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-05-08,19,32330,31149,45622,28422,3569,15000,-2727,-4227,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-05-15,20,33021,31839,46394,29194,2797,15000,-2645,-4145,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-05-22,21,33099,31917,46987,29787,2204,15000,-2130,-3630,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-05-29,22,33681,32499,47187,29987,2004,15000,-2512,-4012,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-06-05,23,33170,31890,47377,30177,1814,15000,-1713,-3213,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-06-12,24,33085,31804,47377,30177,1814,15000,-1627,-3127,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-06-19,25,33252,31972,47377,30177,1814,15000,-1795,-3295,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-06-26,26,33402,32121,47817,30617,1374,15000,-1504,-3004,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-07-03,27,33675,32184,46503,29303,2688,15000,-2881,-4381,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-07-10,28,33441,31950,46753,29553,2438,15000,-2397,-3897,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-07-17,29,33806,32315,46563,29363,2628,15000,-2952,-4452,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-07-24,30,33869,32378,46215,29015,2976,15000,-3363,-4863,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-07-31,31,33172,31681,45640,28440,3551,15000,-3241,-4741,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-08-07,32,32921,31227,45924,28724,3267,15000,-2503,-4003,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-08-14,33,32522,30828,45508,28308,3683,15000,-2520,-4020,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-08-21,34,32669,30975,45746,28546,3445,15000,-2429,-3929,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-08-28,35,32154,30475,45851,28651,3340,15000,-1824,-3324,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-09-04,36,32329,30642,45201,28001,3990,15000,-2641,-4141,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-09-11,37,32319,30633,46023,28823,3168,15000,-1810,-3310,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-09-18,38,31676,29989,45773,28573,3418,15000,-1416,-2916,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-09-25,39,31623,29936,44925,27725,4266,15000,-2211,-3711,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-10-02,40,31635,29659,44545,27345,4646,15000,-2314,-3814,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-10-09,41,31372,29395,44635,27435,4556,15000,-1960,-3460,Weekly_System_Status_Report_2023_w13.txt
2023-03-29,2023-10-16,42,31286,29309,44351,27151,4840,15000,-2158,-3658,Weekly_System_Status_Report_2023_w13.txt
