report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2023-01-04,2023-01-09,2,28815,26953,42831,27631,6360,13000,678,-822,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-01-16,3,29104,27087,42431,27231,6760,13000,144,-1356,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-01-23,4,29309,27275,42431,27231,6760,13000,-44,-1544,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-01-30,5,29444,27655,43409,28209,5782,13000,554,-946,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-02-06,6,29758,27969,43344,28144,5847,13000,175,-1325,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-02-13,7,29875,28086,43644,28444,5547,13000,358,-1142,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-02-20,8,29765,27976,43409,28209,5782,13000,233,-1267,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-02-27,9,29650,27876,43788,28588,5403,13000,712,-788,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-03-06,10,29872,28304,43788,28588,5403,13000,284,-1216,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-03-13,11,29937,28369,44523,29323,4668,13000,954,-546,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-03-20,12,30075,28428,44523,29323,4668,13000,895,-605,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-03-27,13,30141,28494,43931,28731,5260,13000,237,-1263,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-04-03,14,32219,30573,43931,28731,5260,13000,-1842,-3342,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-04-10,15,32493,30846,44231,29031,4960,13000,-1815,-3315,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-04-17,16,32984,31338,45408,30208,3783,13000,-1130,-2630,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-04-24,17,33668,32021,46023,30823,3168,13000,-1198,-2698,Weekly_System_Status_Report_2023_w1.txt
2023-01-04,2023-05-01,18,33601,32419,46213,31013,2978,13000,-1406,-2906,Weekly_System_Status_Report_2023_w1.txt
