report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2023-01-18,2023-01-23,4,29711,28047,42230,27030,6961,13000,-1017,-2517,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-01-30,5,30177,27914,43984,28784,5207,13000,870,-630,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-02-06,6,29707,27918,44512,29312,4679,13000,1394,-106,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-02-13,7,29837,28047,44219,29019,4972,13000,972,-528,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-02-20,8,29715,27926,43391,28191,5800,13000,265,-1235,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-02-27,9,29723,27950,43441,28241,5750,13000,291,-1209,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-03-06,10,29898,28330,43056,27856,6135,13000,-474,-1974,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-03-13,11,29877,28309,43948,28748,5243,13000,439,-1061,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-03-20,12,29855,28207,43948,28748,5243,13000,541,-959,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-03-27,13,29911,28263,43356,28156,5835,13000,-107,-1607,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-04-03,14,29668,28022,43356,28156,5835,13000,134,-1366,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-04-10,15,30357,28711,43511,28311,5680,13000,-400,-1900,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-04-17,16,31197,29550,44823,29623,4368,13000,73,-1427,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-04-24,17,33668,32021,46023,30823,3168,13000,-1198,-2698,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-05-01,18,33601,32419,46213,31013,2978,13000,-1406,-2906,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-05-08,19,34531,33349,46987,31787,2204,13000,-1562,-3062,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-05-15,20,34704,33522,46987,31787,2204,13000,-1735,-3235,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-05-22,21,35031,33849,47177,31977,2014,13000,-1872,-3372,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-05-29,22,35849,34667,47377,32177,1814,13000,-2490,-3990,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-06-05,23,35053,33773,47229,32029,1962,13000,-1744,-3244,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-06-12,24,35055,33774,47177,31977,2014,13000,-1797,-3297,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-06-19,25,34886,33605,47177,31977,2014,13000,-1628,-3128,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-06-26,26,35391,34110,47100,31900,2091,13000,-2210,-3710,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-07-03,27,35153,33662,47642,32442,1549,13000,-1220,-2720,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-07-10,28,35127,33636,47642,32442,1549,13000,-1194,-2694,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-07-17,29,35242,33751,47970,32770,1221,13000,-981,-2481,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-07-24,30,35288,33797,47622,32422,1569,13000,-1375,-2875,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-07-31,31,34476,32985,47047,31847,2144,13000,-1138,-2638,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-08-07,32,34154,32460,46407,31207,2784,13000,-1253,-2753,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-08-14,33,33807,32114,45860,30660,3331,13000,-1454,-2954,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-08-21,34,33730,32037,46179,30979,3012,13000,-1058,-2558,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-08-28,35,33641,31961,45734,30534,3457,13000,-1427,-2927,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-09-04,36,33478,31791,45901,30701,3290,13000,-1090,-2590,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-09-11,37,33126,31440,46481,31281,2710,13000,-159,-1659,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-09-18,38,32252,30565,45963,30763,3228,13000,198,-1302,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-09-25,39,32248,30561,44925,29725,4266,13000,-836,-2336,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-10-02,40,32438,30461,44545,29345,4646,13000,-1116,-2616,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-10-09,41,31837,29871,44635,29435,4556,13000,-436,-1936,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-10-16,42,31305,29362,44351,29151,4840,13000,-211,-1711,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-10-23,43,30945,29062,43538,28338,5653,13000,-724,-2224,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-10-30,44,31008,29125,43708,28508,5483,13000,-617,-2117,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-11-06,45,30887,28819,42952,27752,6239,13000,-1067,-2567,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-11-13,46,30757,28689,43065,27865,6126,13000,-824,-2324,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-11-20,47,30574,28506,42482,27282,6709,13000,-1224,-2724,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-11-27,48,30527,28459,42355,27155,6836,13000,-1304,-2804,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-12-04,49,30584,28401,43132,27932,6059,13000,-469,-1969,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-12-11,50,30003,27820,41939,26739,7252,13000,-1081,-2581,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-12-18,51,28902,26719,40390,25190,8801,13000,-1529,-3029,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2023-12-25,52,26884,24702,40190,24990,9001,13000,288,-1212,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2024-01-01,1,27845,25810,41203,26003,7988,13000,193,-1307,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2024-01-08,2,29438,27404,41303,26103,7888,13000,-1301,-2801,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2024-01-15,3,30190,28156,42362,27162,6829,13000,-994,-2494,Weekly_System_Status_Report_2023_w3.txt
2023-01-18,2024-01-22,4,30163,28129,43230,28030,5961,13000,-99,-1599,Weekly_System_Status_Report_2023_w3.txt
