report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2023-02-01,2023-02-06,6,30271,28379,44110,28910,5081,13000,531,-969,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-02-13,7,30211,28351,43279,28079,5912,13000,-272,-1772,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-02-20,8,30044,28255,43591,28391,5600,13000,136,-1364,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-02-27,9,29949,28218,43048,27848,6143,13000,-370,-1870,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-03-06,10,30135,28567,43056,27856,6135,13000,-711,-2211,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-03-13,11,30131,28563,43791,28591,5400,13000,28,-1472,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-03-20,12,30207,28559,43791,28591,5400,13000,32,-1468,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-03-27,13,29957,28310,43948,28748,5243,13000,438,-1062,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-04-03,14,29943,28296,42636,27436,6555,13000,-860,-2360,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-04-10,15,30357,28711,44281,29081,4910,13000,370,-1130,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-04-17,16,31197,29550,44298,29098,4893,13000,-452,-1952,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-04-24,17,31577,29931,45448,30248,3743,13000,317,-1183,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-05-01,18,31734,30552,46213,31013,2978,13000,461,-1039,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-05-08,19,34531,33349,46987,31787,2204,13000,-1562,-3062,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-05-15,20,34704,33522,46987,31787,2204,13000,-1735,-3235,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-05-22,21,35031,33849,47177,31977,2014,13000,-1872,-3372,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-05-29,22,35849,34667,47377,32177,1814,13000,-2490,-3990,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-06-05,23,35053,33773,47229,32029,1962,13000,-1744,-3244,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-06-12,24,35055,33774,47377,32177,1814,13000,-1597,-3097,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-06-19,25,34886,33605,47377,32177,1814,13000,-1428,-2928,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-06-26,26,35391,34110,47100,31900,2091,13000,-2210,-3710,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-07-03,27,35153,33662,47967,32767,1224,13000,-895,-2395,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-07-10,28,35127,33636,48217,33017,974,13000,-619,-2119,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-07-17,29,35242,33751,47970,32770,1221,13000,-981,-2481,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-07-24,30,35288,33797,47622,32422,1569,13000,-1375,-2875,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-07-31,31,34476,32985,47047,31847,2144,13000,-1138,-2638,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-08-07,32,34154,32460,46407,31207,2784,13000,-1253,-2753,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-08-14,33,33807,32114,45991,30791,3200,13000,-1323,-2823,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-08-21,34,33730,32037,46229,31029,2962,13000,-1008,-2508,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-08-28,35,33641,31961,45984,30784,3207,13000,-1177,-2677,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-09-04,36,33478,31791,45940,30740,3251,13000,-1051,-2551,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-09-11,37,33126,31440,46731,31531,2460,13000,91,-1409,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-09-18,38,32252,30565,45963,30763,3228,13000,198,-1302,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-09-25,39,32248,30561,44925,29725,4266,13000,-836,-2336,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-10-02,40,32438,30461,44545,29345,4646,13000,-1116,-2616,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-10-09,41,31837,29871,44635,29435,4556,13000,-436,-1936,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-10-16,42,31305,29362,44351,29151,4840,13000,-211,-1711,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-10-23,43,30945,29062,43538,28338,5653,13000,-724,-2224,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-10-30,44,31008,29125,43708,28508,5483,13000,-617,-2117,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-11-06,45,30887,28819,42952,27752,6239,13000,-1067,-2567,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-11-13,46,30757,28689,43065,27865,6126,13000,-824,-2324,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-11-20,47,30574,28506,42482,27282,6709,13000,-1224,-2724,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-11-27,48,30527,28459,42355,27155,6836,13000,-1304,-2804,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-12-04,49,30584,28401,43132,27932,6059,13000,-469,-1969,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-12-11,50,30003,27820,41939,26739,7252,13000,-1081,-2581,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-12-18,51,28902,26719,40390,25190,8801,13000,-1529,-3029,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2023-12-25,52,26884,24702,40190,24990,9001,13000,288,-1212,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2024-01-01,1,27954,25810,41203,26003,7988,13000,193,-1307,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2024-01-08,2,29548,27404,41303,26103,7888,13000,-1301,-2801,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2024-01-15,3,30300,28156,42362,27162,6829,13000,-994,-2494,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2024-01-22,4,30273,28129,43230,28030,5961,13000,-99,-1599,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2024-01-29,5,30490,28346,43512,28312,5679,13000,-34,-1534,Weekly_System_Status_Report_2023_w5.txt
2023-02-01,2024-02-05,6,30730,28940,43121,27921,6070,13000,-1019,-2519,Weekly_System_Status_Report_2023_w5.txt
