report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2022-12-14,2022-12-19,51,28415,26163,41792,26592,7399,13000,429,-1071,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2022-12-26,52,25527,23393,40839,25639,8352,13000,2246,746,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-01-02,1,27829,25795,42456,27256,6735,13000,1461,-39,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-01-09,2,28880,26845,43656,28456,5535,13000,1611,111,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-01-16,3,29372,27337,43016,27816,6175,13000,479,-1021,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-01-23,4,29522,27488,43591,28391,5600,13000,903,-597,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-01-30,5,29722,27932,43994,28794,5197,13000,862,-638,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-02-06,6,30074,28284,43534,28334,5657,13000,50,-1450,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-02-13,7,30199,28409,43834,28634,5357,13000,225,-1275,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-02-20,8,30034,28244,43509,28309,5682,13000,65,-1435,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-02-27,9,29937,28175,43788,28588,5403,13000,413,-1087,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-03-06,10,30316,28748,43788,28588,5403,13000,-160,-1660,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-03-13,11,30401,28833,44523,29323,4668,13000,490,-1010,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-03-20,12,31014,29366,44523,29323,4668,13000,-43,-1543,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-03-27,13,30853,29206,44523,29323,4668,13000,117,-1383,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-04-03,14,32219,30573,43931,28731,5260,13000,-1842,-3342,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-04-10,15,32493,30846,44231,29031,4960,13000,-1815,-3315,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-04-17,16,32984,31338,45408,30208,3783,13000,-1130,-2630,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-04-24,17,33668,32021,46023,30823,3168,13000,-1198,-2698,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-05-01,18,33601,32419,46213,31013,2978,13000,-1406,-2906,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-05-08,19,34531,33349,46987,31787,2204,13000,-1562,-3062,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-05-15,20,34704,33522,46987,31787,2204,13000,-1735,-3235,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-05-22,21,35031,33849,47177,31977,2014,13000,-1872,-3372,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-05-29,22,35849,34667,47377,32177,1814,13000,-2490,-3990,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-06-05,23,35053,33773,47229,32029,1962,13000,-1744,-3244,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-06-12,24,35055,33774,47177,31977,2014,13000,-1797,-3297,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-06-19,25,34886,33605,47177,31977,2014,13000,-1628,-3128,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-06-26,26,35391,34110,47100,31900,2091,13000,-2210,-3710,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-07-03,27,35153,33662,47642,32442,1549,13000,-1220,-2720,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-07-10,28,35127,33636,47642,32442,1549,13000,-1194,-2694,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-07-17,29,35242,33751,47970,32770,1221,13000,-981,-2481,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-07-24,30,35288,33797,47622,32422,1569,13000,-1375,-2875,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-07-31,31,34476,32985,47047,31847,2144,13000,-1138,-2638,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-08-07,32,34154,32460,46407,31207,2784,13000,-1253,-2753,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-08-14,33,33807,32114,45860,30660,3331,13000,-1454,-2954,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-08-21,34,33730,32037,46179,30979,3012,13000,-1058,-2558,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-08-28,35,33641,31961,45734,30534,3457,13000,-1427,-2927,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-09-04,36,33478,31791,45901,30701,3290,13000,-1090,-2590,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-09-11,37,33126,31440,45906,30706,3285,13000,-734,-2234,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-09-18,38,32252,30565,45388,30188,3803,13000,-377,-1877,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-09-25,39,32248,30561,44350,29150,4841,13000,-1411,-2911,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-10-02,40,32438,30461,43970,28770,5221,13000,-1691,-3191,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-10-09,41,31837,29871,44060,28860,5131,13000,-1011,-2511,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-10-16,42,31305,29362,43776,28576,5415,13000,-786,-2286,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-10-23,43,30945,29062,42963,27763,6228,13000,-1299,-2799,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-10-30,44,31008,29125,43133,27933,6058,13000,-1192,-2692,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-11-06,45,30887,28819,42377,27177,6814,13000,-1642,-3142,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-11-13,46,30757,28689,42490,27290,6701,13000,-1399,-2899,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-11-20,47,30574,28506,41907,26707,7284,13000,-1799,-3299,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-11-27,48,30527,28459,41780,26580,7411,13000,-1879,-3379,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-12-04,49,30588,28401,43132,27932,6059,13000,-469,-1969,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-12-11,50,30007,27820,41939,26739,7252,13000,-1081,-2581,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-12-18,51,28906,26719,40390,25190,8801,13000,-1529,-3029,Weekly_System_Status_Report_2022_w50.txt
2022-12-14,2023-12-25,52,26888,24702,40190,24990,9001,13000,288,-1212,Weekly_System_Status_Report_2022_w50.txt
