report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2022-07-13,2022-07-18,29,33058,32059,46255,32055,3770,12000,-4,-2004,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-07-25,30,33335,32120,46782,32582,3243,12000,462,-1538,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-08-01,31,32944,31379,45739,31539,4286,12000,160,-1840,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-08-08,32,32610,31045,45323,31123,4702,12000,78,-1922,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-08-15,33,31984,30419,44973,30773,5052,12000,354,-1646,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-08-22,34,31782,30217,44916,30716,5109,12000,499,-1501,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-08-29,35,32515,30427,44981,30781,5044,12000,354,-1646,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-09-05,36,32470,30382,44406,29206,5619,13000,-1176,-3176,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-09-12,37,31968,29880,44149,28949,5876,13000,-931,-2931,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-09-19,38,31704,29616,43681,28481,6344,13000,-1135,-3135,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-09-26,39,31491,29403,43534,28334,6491,13000,-1069,-3069,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-10-03,40,31582,29475,44366,29166,5659,13000,-309,-2309,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-10-10,41,31502,29486,44191,28991,5834,13000,-495,-2495,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-10-17,42,32028,30038,44188,28988,5837,13000,-1050,-3050,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-10-24,43,31415,29451,43819,28619,6206,13000,-832,-2832,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-10-31,44,31472,29346,43821,28621,6204,13000,-725,-2725,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-11-07,45,31872,29689,44345,29145,5680,13000,-544,-2544,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-11-14,46,31613,29430,43614,28414,6411,13000,-1016,-3016,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-11-21,47,31292,29109,42732,27532,7293,13000,-1577,-3577,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-11-28,48,31015,28832,41934,26734,8091,13000,-2097,-4097,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-12-05,49,31023,28837,42346,27146,7679,13000,-1690,-3690,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-12-12,50,30633,28446,42795,27595,7230,13000,-851,-2851,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-12-19,51,29318,27132,42026,26826,7999,13000,-306,-2306,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2022-12-26,52,26867,24680,39805,24605,10220,13000,-75,-2075,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-01-02,1,28588,26066,40380,25180,9645,13000,-886,-2886,Weekly_System_Status_Report_2022_w28.txt
