report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2022-07-13,2023-01-09,2,29704,27670,41603,26403,8422,13000,-1267,-3267,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-01-16,3,30496,28461,41948,26748,8077,13000,-1713,-3713,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-01-23,4,30174,28139,41355,26155,8670,13000,-1984,-3984,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-01-30,5,30383,28349,42020,26820,8005,13000,-1529,-3529,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-02-06,6,30997,29208,42570,27370,7455,13000,-1838,-3838,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-02-13,7,30835,29045,42370,27170,7655,13000,-1875,-3875,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-02-20,8,30909,29119,42427,27227,7598,13000,-1892,-3892,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-02-27,9,30721,29153,43105,27905,6920,13000,-1248,-3248,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-03-06,10,31153,29585,43924,28724,6101,13000,-861,-2861,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-03-13,11,30805,29237,43940,28740,6085,13000,-497,-2497,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-03-20,12,31014,29366,43900,28700,6125,13000,-666,-2666,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-03-27,13,30853,29206,43260,28060,6765,13000,-1146,-3146,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-04-03,14,32219,30573,44831,30631,5194,12000,58,-1942,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-04-10,15,32493,30846,45181,30981,4844,12000,135,-1865,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-04-17,16,32984,31338,45942,31742,4083,12000,404,-1596,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-04-24,17,33668,32021,45942,31742,4083,12000,-279,-2279,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-05-01,18,33601,32419,46659,32459,3366,12000,40,-1960,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-05-08,19,34531,33349,47299,33099,2726,12000,-250,-2250,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-05-15,20,34704,33522,47874,33674,2151,12000,152,-1848,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-05-22,21,35031,33849,48074,33874,1951,12000,25,-1975,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-05-29,22,35849,34667,48017,33817,2008,12000,-850,-2850,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-06-05,23,35053,33773,47521,33321,2504,12000,-452,-2452,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-06-12,24,35055,33774,48093,33893,1932,12000,119,-1881,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-06-19,25,34886,33605,48046,33846,1979,12000,241,-1759,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-06-26,26,35391,34110,48343,34143,1682,12000,33,-1967,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-07-03,27,35235,33662,47897,33697,2128,12000,35,-1965,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-07-10,28,35209,33636,47866,33666,2159,12000,30,-1970,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-07-17,29,35325,33751,47714,33514,2311,12000,-237,-2237,Weekly_System_Status_Report_2022_w28.txt
2022-07-13,2023-07-24,30,35371,33797,47755,33555,2270,12000,-242,-2242,Weekly_System_Status_Report_2022_w28.txt
