report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2022-11-09,2022-11-14,46,30378,28520,44212,29012,4979,13000,492,-1508,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2022-11-21,47,29793,27627,42887,27687,6303,13000,60,-1940,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2022-11-28,48,29274,27091,43011,27811,6180,13000,719,-1281,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2022-12-05,49,29325,27138,41350,26150,7840,13000,-988,-2988,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2022-12-12,50,29178,26991,41199,25999,7992,13000,-993,-2993,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2022-12-19,51,28505,26318,40679,25479,8512,13000,-840,-2840,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2022-12-26,52,26034,23847,38829,23629,10362,13000,-219,-2219,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-01-02,1,27906,25872,40674,25474,8517,13000,-398,-2398,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-01-09,2,28978,26944,42406,27206,6785,13000,262,-1738,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-01-16,3,29727,27693,41814,26614,7377,13000,-1079,-3079,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-01-23,4,29904,27869,42234,27034,6957,13000,-836,-2836,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-01-30,5,30030,28239,42044,26844,7147,13000,-1395,-3395,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-02-06,6,30414,28625,42490,27290,6701,13000,-1335,-3335,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-02-13,7,30835,29045,42290,27090,6901,13000,-1956,-3956,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-02-20,8,30909,29119,42532,27332,6659,13000,-1788,-3788,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-02-27,9,30721,29153,43177,27977,6014,13000,-1176,-3176,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-03-06,10,31153,29585,43661,28461,5530,13000,-1124,-3124,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-03-13,11,30805,29237,43234,28034,5957,13000,-1204,-3204,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-03-20,12,31014,29366,43234,28034,5957,13000,-1333,-3333,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-03-27,13,30853,29206,43619,28419,5572,13000,-787,-2787,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-04-03,14,32219,30573,44539,29339,4652,13000,-1234,-3234,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-04-10,15,32493,30846,45232,30032,3959,13000,-815,-2815,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-04-17,16,32984,31338,45817,30617,3374,13000,-721,-2721,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-04-24,17,33668,32021,46412,31212,2779,13000,-810,-2810,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-05-01,18,33601,32419,46987,31787,2204,13000,-633,-2633,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-05-08,19,34531,33349,47627,32427,1564,13000,-923,-2923,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-05-15,20,34704,33522,47817,32617,1374,13000,-906,-2906,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-05-22,21,35031,33849,48017,32817,1174,13000,-1032,-3032,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-05-29,22,35849,34667,47960,32760,1231,13000,-1907,-3907,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-06-05,23,35053,33773,47612,32412,1579,13000,-1361,-3361,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-06-12,24,35055,33774,47760,32560,1431,13000,-1215,-3215,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-06-19,25,34886,33605,47760,32560,1431,13000,-1046,-3046,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-06-26,26,35391,34110,48217,33017,974,13000,-1094,-3094,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-07-03,27,35153,33662,47090,31890,2101,13000,-1772,-3772,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-07-10,28,35127,33636,47090,31890,2101,13000,-1746,-3746,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-07-17,29,35242,33751,47090,31890,2101,13000,-1862,-3862,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-07-24,30,35288,33797,47147,31947,2044,13000,-1851,-3851,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-07-31,31,34476,32985,47204,32004,1987,13000,-981,-2981,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-08-07,32,34154,32460,46707,31507,2484,13000,-954,-2954,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-08-14,33,33807,32114,45936,30736,3255,13000,-1378,-3378,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-08-21,34,33730,32037,45788,30588,3403,13000,-1449,-3449,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-08-28,35,33641,31961,45580,30380,3611,13000,-1582,-3582,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-09-04,36,33478,31791,45791,30591,3400,13000,-1201,-3201,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-09-11,37,33126,31440,46526,31326,2665,13000,-114,-2114,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-09-18,38,32252,30565,44806,29606,4385,13000,-960,-2960,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-09-25,39,32248,30561,44475,29275,4716,13000,-1287,-3287,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-10-02,40,32438,30461,44190,28990,5001,13000,-1472,-3472,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-10-09,41,31837,29871,43705,28505,5486,13000,-1367,-3367,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-10-16,42,31305,29362,43430,28230,5761,13000,-1132,-3132,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-10-23,43,30945,29062,42650,27450,6541,13000,-1613,-3613,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-10-30,44,31035,29125,43278,28078,5913,13000,-1047,-3047,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-11-06,45,31002,28819,42947,27747,6244,13000,-1073,-3073,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-11-13,46,30872,28689,42445,27245,6746,13000,-1445,-3445,Weekly_System_Status_Report_2022_w45.txt
2022-11-09,2023-11-20,47,30689,28506,42502,27302,6689,13000,-1205,-3205,Weekly_System_Status_Report_2022_w45.txt
