report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2023-04-26,2024-01-01,1,27954,25810,41203,26003,7988,13000,193,-1307,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-01-08,2,29548,27404,41303,26103,7888,13000,-1301,-2801,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-01-15,3,30300,28156,42362,27162,6829,13000,-994,-2494,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-01-22,4,30273,28129,42510,27310,6681,13000,-819,-2319,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-01-29,5,30490,28346,43512,28312,5679,13000,-34,-1534,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-02-05,6,31030,28940,43121,27921,6070,13000,-1019,-2519,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-02-12,7,31154,29065,43268,28068,5923,13000,-997,-2497,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-02-19,8,31289,29199,43763,28563,5428,13000,-636,-2136,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-02-26,9,31095,29006,43148,27948,6043,13000,-1058,-2558,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-03-04,10,31512,29552,44306,29106,4885,13000,-446,-1946,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-03-11,11,31196,29236,44563,29363,4628,13000,127,-1373,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-03-18,12,31440,29480,45476,30276,3715,13000,796,-704,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2024-03-25,13,31322,29276,45826,30626,3365,13000,1350,-150,Weekly_System_Status_Report_2023_w17.txt
