report_generated_date,forecast_date,week_number,rsa_contracted_forecast,residual_forecast,available_dispatchable_capacity,available_capacity_less_or_ua,planned_maintenance,unplanned_outage_assumption,planned_risk_level,likely_risk_scenario,report_file_name
2023-04-26,2023-05-01,18,31486,30273,44801,27601,4390,15000,-2672,-4172,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-05-08,19,32090,30963,45622,28422,3569,15000,-2541,-4041,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-05-15,20,32749,31567,45819,28619,3372,15000,-2948,-4448,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-05-22,21,33099,31917,46412,29212,2779,15000,-2705,-4205,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-05-29,22,33681,32499,47097,29897,2094,15000,-2602,-4102,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-06-05,23,32907,31626,47377,30177,1814,15000,-1449,-2949,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-06-12,24,33085,31804,47377,30177,1814,15000,-1627,-3127,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-06-19,25,33072,31791,47377,30177,1814,15000,-1614,-3114,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-06-26,26,33276,31995,47817,30617,1374,15000,-1378,-2878,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-07-03,27,33457,31966,46503,29303,2688,15000,-2663,-4163,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-07-10,28,33501,32010,46753,29553,2438,15000,-2457,-3957,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-07-17,29,33536,32045,46563,29363,2628,15000,-2682,-4182,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-07-24,30,33329,31838,46215,29015,2976,15000,-2823,-4323,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-07-31,31,33172,31681,45640,28440,3551,15000,-3241,-4741,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-08-07,32,32921,31227,45924,28724,3267,15000,-2503,-4003,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-08-14,33,32522,30828,45508,28308,3683,15000,-2520,-4020,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-08-21,34,32669,30975,45746,28546,3445,15000,-2429,-3929,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-08-28,35,32154,30475,46444,29244,2747,15000,-1231,-2731,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-09-04,36,32329,30642,45794,28594,3397,15000,-2048,-3548,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-09-11,37,32319,30633,46616,29416,2575,15000,-1217,-2717,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-09-18,38,31676,29989,46366,29166,2825,15000,-823,-2323,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-09-25,39,31623,29936,45518,28318,3673,15000,-1618,-3118,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-10-02,40,31635,29659,45138,27938,4053,15000,-1721,-3221,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-10-09,41,31372,29395,45228,28028,3963,15000,-1367,-2867,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-10-16,42,31286,29309,44944,27744,4247,15000,-1565,-3065,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-10-23,43,30991,29015,44131,26931,5060,15000,-2084,-3584,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-10-30,44,30837,28860,44301,27101,4890,15000,-1759,-3259,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-11-06,45,30480,28381,43693,28493,5498,13000,112,-1388,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-11-13,46,30439,28371,42952,27752,6239,13000,-619,-2119,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-11-20,47,30288,28220,43349,28149,5842,13000,-71,-1571,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-11-27,48,30059,27991,43668,28468,5523,13000,477,-1023,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-12-04,49,30063,27880,43725,28525,5466,13000,645,-855,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-12-11,50,30109,27927,42532,27332,6659,13000,-595,-2095,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-12-18,51,28935,26752,40983,25783,8208,13000,-969,-2469,Weekly_System_Status_Report_2023_w17.txt
2023-04-26,2023-12-25,52,26312,24130,40190,24990,9001,13000,860,-640,Weekly_System_Status_Report_2023_w17.txt
