Week_min_DateKey;Min of UCLF+OCLF;Average of UCLF+OCLF;Max of UCLF+OCLF
2022-04-04;11469,880999999999;12937,013529761909;14832,731
2022-04-11;13267,468999999999;15075,766982142852;17017,164000000001
2022-04-18;14502,169;15570,741851190474;17086,553
2022-04-25;13358,325999999999;14398,059577380956;15573,154
2022-05-02;13324,67;14767,962380952387;15789,146000000001
2022-05-09;14471,323;16161,578809523806;18612,650000000001
2022-05-16;14019,778;16242,17965476192;17728,969000000001
2022-05-23;13261,768;15067,323142857143;16691,323
2022-05-30;13113,684999999999;14593,95144047619;16538,644
2022-06-06;13807,040999999999;14878,705065476192;16223,287
2022-06-13;13498,075999999999;14628,456821428572;16274,798000000001
2022-06-20;12586,147000000001;15353,029869047619;17792,080000000002
2022-06-27;14093,495000000001;17150,794446428568;18741,027999999998
2022-07-04;14349,133;16571,228875000008;19496,003000000001
2022-07-11;13207,245999999999;14767,693535714279;16661,648000000001
2022-07-18;12728,860000000001;15082,166220238092;16731,355
2022-07-25;12465,055;14793,352053571427;16942,473000000002
2022-08-01;12185,161;14881,422244047628;16909,843000000001
2022-08-08;11562,995999999999;12972,72092857142;15385,190000000001
2022-08-15;12914,636;14197,878244047619;15432,142
2022-08-22;10899,369000000001;13426,4184047619;15241,585999999999
2022-08-29;11180,808999999999;14271,542928571434;16281,701999999999
2022-09-05;13416,742;15523,219851190475;17054,491999999998
2022-09-12;14460,860000000001;16031,768107142851;17862,668000000001
2022-09-19;15971,571;17327,264880952382;19192,009999999998
2022-09-26;14127,437;15686,325839285711;17401,034
2022-10-03;12780,906999999999;13927,285571428574;15308,057000000001
2022-10-10;12118,841;14297,890958333332;16075,911
2022-10-17;14269,981;15495,449589285719;16964,594000000001
2022-10-24;12955,023999999999;14669,717839285713;16770,429
2022-10-31;13399,145;14657,90141071429;16374,593000000001
2022-11-07;13794,428;15597,482363095238;17347,019
2022-11-14;13945,204;15716,707327380953;17588,324000000001
2022-11-21;13108,157999999999;14641,720422619048;16963,495999999999
2022-11-28;15651,142;17043,282422619046;18327,787
2022-12-05;15207,882;17427,170964285717;19924,240000000002
2022-12-12;14306,641;15943,089005952379;17660,466
2022-12-19;13426,754000000001;15611,179232142857;17659,722000000002
2022-12-26;14453,550999999999;16084,943208333339;17766,970000000001
2023-01-02;15253,974;17207,685386904763;18955,523000000001
2023-01-09;15731,575999999999;17027,426684523805;18251,814999999999
2023-01-16;14701,52;16076,316880952381;18112,403999999999
2023-01-23;14405,718000000001;15900,770910714287;18161,710999999999
2023-01-30;14173,183999999999;16799,641636904762;19478,143
2023-02-06;15029,133;16174,42492261905;17613,601999999999
2023-02-13;15986,356;18029,666250000002;21548,664000000001
2023-02-20;16130,967000000001;18530,095726190477;21408,226999999999
2023-02-27;15103,624;17137,186482142846;19883,482
2023-03-06;16132,851000000001;17785,495843749999;19523,187000000002
