Week_min_DateKey;Min of UCLF+OCLF;Average of UCLF+OCLF;Max of UCLF+OCLF
2022-04-04;11469,880999999999;12936,411517857143;14736,718999999999
2022-04-11;13267,468999999999;15025,259297619046;17017,164000000001
2022-04-18;14502,169;15570,750875000002;17086,553
2022-04-25;13358,325999999999;14398,059577380953;15573,154
2022-05-02;13324,67;14767,960880952376;15789,146000000001
2022-05-09;14471,323;16161,242535714282;18612,650000000001
2022-05-16;14019,778;16242,136666666664;17728,969000000001
2022-05-23;13261,768;15067,294571428569;16691,323
2022-05-30;13105,839;14596,177892857137;16547,883999999998
2022-06-06;13807,061;14877,236065476189;16206,374
2022-06-13;13564,116;14632,577607142854;16269,996999999999
2022-06-20;12586,847;15355,418708333333;17797,68
2022-06-27;14097,065000000001;17138,296273809523;18739,907999999999
2022-07-04;14352,963;16563,197;19472,093000000001
2022-07-11;13209,703;14762,700642857144;16663,078000000001
2022-07-18;12728,51;15079,672488095237;16734,204000000002
2022-07-25;12466,268;14794,720142857144;16950,133000000002
2022-08-01;12206,076999999999;14880,79414880952;16910,832999999999
2022-08-08;11583,915999999999;12972,873434523812;15385,549999999999
2022-08-15;12915,995999999999;14190,229089285711;15291,633
2022-08-22;10900,269;13401,447339285718;15239,436
2022-08-29;11159,388999999999;14233,391529761904;16233,334999999999
2022-09-05;13419,822;15521,419005952379;16950,506000000001
2022-09-12;14460,700000000001;16032,749946428574;17862,477999999999
2022-09-19;15916,569;17295,990922619047;19214,761999999999
2022-09-26;14041,947;15687,183547619048;17417,984
2022-10-03;12774,906999999999;13925,324916666668;15308,057000000001
2022-10-10;12118,841;14289,592839285717;16079,021000000001
2022-10-17;14278,741;15491,319696428574;16963,214
2022-10-24;12944,527;14653,706279761907;16759,339
2022-10-31;13393,545;14634,437648809524;16373,26
2022-11-07;13801,947;15599,013922619046;17417,646000000001
2022-11-14;13945,204;15699,40254166667;17599,268
2022-11-21;13105,037;14606,144333333335;16969,963
2022-11-28;15649,126;16983,66889880953;18332,278999999999
2022-12-05;15007,878000000001;17266,767696428571;19965,368999999999
2022-12-12;13990,977000000001;15193,621124999998;16403,843000000001
