Date Time Hour Beginning;Wind;PV;CSP;Other_RE
2023-01-01 00:00:00;1136,422;0;8,1579999999999995;36,478999999999999
2023-01-01 01:00:00;1059,163;0;0;36,545000000000002
2023-01-01 02:00:00;1085,02;0;0;35,738999999999997
2023-01-01 03:00:00;982,41999999999996;0;0;34,529000000000003
2023-01-01 04:00:00;858,85299999999995;0;0;34,000999999999998
2023-01-01 05:00:00;795,58500000000004;9,4809999999999999;41,689999999999998;34,021999999999998
2023-01-01 06:00:00;696,80399999999997;313,04300000000001;152,83099999999999;34,390999999999998
2023-01-01 07:00:00;635,93200000000002;948,49599999999998;289,178;18,969000000000001
2023-01-01 08:00:00;822,92100000000005;1354,374;468,87799999999999;28,023
2023-01-01 09:00:00;898,91200000000003;1614,098;486,822;28,986000000000001
2023-01-01 10:00:00;858,51900000000001;1759,2260000000001;488,38200000000001;31,661999999999999
2023-01-01 11:00:00;775,327;1784,3779999999999;473,726;31,873999999999999
2023-01-01 12:00:00;695,46600000000001;1715,982;439,68900000000002;32,152000000000001
2023-01-01 13:00:00;677,47000000000003;1659,617;425,72300000000001;27,292000000000002
2023-01-01 14:00:00;806,255;1515,242;371,67700000000002;29,852
2023-01-01 15:00:00;928,23099999999999;1407,633;380,69499999999999;29,315000000000001
2023-01-01 16:00:00;1049,606;1191,818;337,55599999999998;27,18
2023-01-01 17:00:00;1178,079;828,83600000000001;372,67200000000003;32,524999999999999
2023-01-01 18:00:00;1549,163;398,01799999999997;409,43900000000002;34,18
2023-01-01 19:00:00;1945,606;26,024999999999999;376,34800000000001;34,529000000000003
2023-01-01 20:00:00;1997,809;0,38600000000000001;366,60199999999998;34,213000000000001
2023-01-01 21:00:00;1922,684;0;333,10000000000002;34,668999999999997
2023-01-01 22:00:00;1727,6210000000001;0;106,19499999999999;35,140999999999998
2023-01-01 23:00:00;1447,8330000000001;0;73,822999999999993;33,875
2023-01-02 00:00:00;1241,472;0;37,810000000000002;29,149999999999999
2023-01-02 01:00:00;1146,925;0;37,840000000000003;33,710000000000001
2023-01-02 02:00:00;1100,376;0;37,779000000000003;33,814999999999998
2023-01-02 03:00:00;1005,424;0;14,526999999999999;33,438000000000002
2023-01-02 04:00:00;945,89800000000002;0;0;32,052
2023-01-02 05:00:00;883,94100000000003;9,7940000000000005;0;29,381
2023-01-02 06:00:00;783,96100000000001;328,11500000000001;46,487000000000002;22,646000000000001
2023-01-02 07:00:00;746,46299999999997;1056,0899999999999;180,82900000000001;30,524000000000001
2023-01-02 08:00:00;914,00300000000004;1474,3030000000001;393,26999999999998;28,826000000000001
2023-01-02 09:00:00;971,28800000000001;1705,2159999999999;411,40800000000002;30,722000000000001
2023-01-02 10:00:00;1034,462;1857,4390000000001;408,72500000000002;26,643000000000001
2023-01-02 11:00:00;1124,3320000000001;1835,3389999999999;393,69600000000003;10,257
