Week_Start_End_Date;Outage_Intervals;Class_Upper_IntVL;Total_T_Range;TTL_Per_INTERVAL;Total_T_Range_DESC
Tuesday 2022-12-20 To Monday 2022-12-26;12600; to 13200;2,000000;3;From_12600 To_13200
Tuesday 2022-12-20 To Monday 2022-12-26;13200; to 13800;18,000000;30;From_13200 To_13800
Tuesday 2022-12-13 To Monday 2022-12-19;13800; to 14400;3,000000;5;From_13800 To_14400
Tuesday 2022-12-20 To Monday 2022-12-26;13800; to 14400;11,000000;19;From_13800 To_14400
Tuesday 2022-12-13 To Monday 2022-12-19;14400; to 15000;7,000000;11;From_14400 To_15000
Tuesday 2022-12-20 To Monday 2022-12-26;14400; to 15000;26,000000;43;From_14400 To_15000
Tuesday 2022-12-13 To Monday 2022-12-19;15000; to 15600;22,000000;37;From_15000 To_15600
Tuesday 2022-12-20 To Monday 2022-12-26;15000; to 15600;23,000000;39;From_15000 To_15600
Tuesday 2022-12-20 To Monday 2022-12-26;15600; to 16200;7,000000;11;From_15600 To_16200
Tuesday 2022-12-13 To Monday 2022-12-19;15600; to 16200;33,000000;56;From_15600 To_16200
Tuesday 2022-12-20 To Monday 2022-12-26;16200; to 16800;7,000000;12;From_16200 To_16800
Tuesday 2022-12-13 To Monday 2022-12-19;16200; to 16800;23,000000;39;From_16200 To_16800
Tuesday 2022-12-20 To Monday 2022-12-26;16800; to 17400;5,000000;9;From_16800 To_17400
Tuesday 2022-12-13 To Monday 2022-12-19;16800; to 17400;11,000000;18;From_16800 To_17400
Tuesday 2022-12-13 To Monday 2022-12-19;17400; to 18000;1,000000;2;From_17400 To_18000
Tuesday 2022-12-20 To Monday 2022-12-26;17400; to 18000;1,000000;2;From_17400 To_18000
