DateTimeKey;Available Capacity Incl Non Comm Units;Available_Capacity_Incl_Non_Comm_Units_Incl_Total_RE;Residual Demand;RSA Contracted Demand
2023-04-04 00:00:00;26559,663;27762,663;20919,362000000001;22122,600999999999
2023-04-04 01:00:00;26620,074000000001;27776,074000000001;20487,205999999998;21643,366000000002
2023-04-04 02:00:00;26508,494999999999;27598,494999999999;20485,157999999999;21574,881000000001
2023-04-04 03:00:00;26439,556;27470,556;20687,903999999999;21719,288
2023-04-04 04:00:00;26169,849999999999;27144,849999999999;21685,52;22660,762999999999
2023-04-04 05:00:00;26173,474999999999;27087,474999999999;23230,881000000001;24145,218000000001
2023-04-04 06:00:00;26279,713;27284,713;24723,633999999998;25728,192999999999
2023-04-04 07:00:00;26272,652999999998;27635,652999999998;25406,528999999999;26769,383000000002
2023-04-04 08:00:00;26186,127;28236,127;25593,16;27643,09
2023-04-04 09:00:00;26333,360000000001;28789,360000000001;24972,812000000002;27428,347000000002
2023-04-04 10:00:00;26624,560000000001;29153,560000000001;25099,517;27628,700000000001
2023-04-04 11:00:00;26639,781999999999;29133,781999999999;24974,689999999999;27468,432000000001
2023-04-04 12:00:00;26505,401000000002;28932,401000000002;24907,289000000001;27334,011999999999
2023-04-04 13:00:00;26510,119999999999;28905,119999999999;24895,321;27290,763999999999
2023-04-04 14:00:00;26733,517;29046,517;25148,966;27462,153999999999
2023-04-04 15:00:00;26709,886999999999;28889,886999999999;25651,038;27830,647000000001
2023-04-04 16:00:00;25900,279999999999;27774,279999999999;26612,850999999999;28486,841
2023-04-04 17:00:00;25865,727999999999;27027,727999999999;27567,938999999998;28729,921999999999
2023-04-04 18:00:00;26308,780999999999;27086,780999999999;29184,994999999999;29963,403999999999
2023-04-04 19:00:00;26368,249;27211,249;28597,438999999998;29440,392
2023-04-04 20:00:00;26108,137999999999;26952,137999999999;26557,970000000001;27402,039000000001
2023-04-04 21:00:00;26124,562000000002;26978,562000000002;24630,087;25484,436000000002
2023-04-04 22:00:00;26136,545999999998;26838,545999999998;23242,335999999999;23944,125
2023-04-04 23:00:00;26162,034;26915,034;21966,683000000001;22719,710999999999
2023-04-05 00:00:00;26152,886999999999;26943,886999999999;21295,221000000001;22086,451000000001
2023-04-05 01:00:00;26172,832999999999;26966,832999999999;20881,948;21676,013999999999
2023-04-05 02:00:00;26296,629000000001;27107,629000000001;20774,708999999999;21585,624
2023-04-05 03:00:00;26554,151000000002;27392,151000000002;20851,787;21689,762999999999
2023-04-05 04:00:00;26635,431;27454,431;22043,026999999998;22861,813999999998
2023-04-05 05:00:00;26831,502;27675,502;23570,077000000001;24413,721000000001
2023-04-05 06:00:00;26620,655999999999;27512,655999999999;25473,548999999999;26365,937000000002
2023-04-05 07:00:00;26545,378000000001;27848,378000000001;26176,723000000002;27479,257000000001
2023-04-05 08:00:00;25932,045999999998;27907,045999999998;26506,933000000001;28481,538
2023-04-05 09:00:00;25709,321;27983,321;25968,614000000001;28242,271000000001
2023-04-05 10:00:00;25748,101999999999;28067,101999999999;25638,669999999998;27957,532999999999
2023-04-05 11:00:00;26252,950000000001;28688,950000000001;25304,814999999999;27740,998
2023-04-05 12:00:00;25918,031999999999;28491,031999999999;25214,116000000002;27787,439999999999
2023-04-05 13:00:00;25854,324000000001;28451,324000000001;25025,821;27623,295999999998
2023-04-05 14:00:00;26474,281999999999;29057,281999999999;25172,470000000001;27755,378000000001
2023-04-05 15:00:00;26090,73;28639,73;25452,442999999999;28001,058000000001
2023-04-05 16:00:00;25703,438999999998;27983,438999999998;26402,376;28682,766
2023-04-05 17:00:00;26197,955000000002;27840,955000000002;27327,849999999999;28970,809000000001
2023-04-05 18:00:00;25832,053;27119,053;29093,692999999999;30380,419000000002
2023-04-05 19:00:00;25659,576000000001;26953,576000000001;28733,982;30027,682000000001
2023-04-05 20:00:00;26110,139999999999;27250,139999999999;27163,16;28302,933000000001
2023-04-05 21:00:00;26308,915000000001;27290,915000000001;24892,904999999999;25875,081999999999
2023-04-05 22:00:00;26333,029999999999;27072,029999999999;23524,248;24262,816999999999
2023-04-05 23:00:00;26073,107;26825,107;22160,506000000001;22912,041000000001
2023-04-06 00:00:00;26002,406999999999;26712,406999999999;21016,103999999999;21725,82
2023-04-06 01:00:00;26056,996999999999;26835,996999999999;20625,168000000001;21404,585999999999
2023-04-06 02:00:00;26148,132000000001;26925,132000000001;20666,694;21444,187999999998
2023-04-06 03:00:00;26133,465;26899,465;20748,567999999999;21514,236000000001
2023-04-06 04:00:00;26071,616999999998;26787,616999999998;21577,59;22293,419999999998
2023-04-06 05:00:00;26516,335999999999;27288,335999999999;23400,789000000001;24172,406999999999
2023-04-06 06:00:00;26688,839;27610,839;25022,984;25944,93
2023-04-06 07:00:00;26691,151000000002;28025,151000000002;25734,564999999999;27068,474999999999
2023-04-06 08:00:00;26704,407999999999;28543,407999999999;25897,439999999999;27736,758000000002
2023-04-06 09:00:00;26771,788;28827,788;25411,787;27468,023000000001
2023-04-06 10:00:00;27212,936000000002;29459,936000000002;24909,169000000002;27156,066999999999
2023-04-06 11:00:00;27195,418000000001;29648,418000000001;24754,401000000002;27207,575000000001
2023-04-06 12:00:00;26967,02;29387,02;24618,489000000001;27038,315999999999
2023-04-06 13:00:00;26837,993999999999;29094,993999999999;24517,797999999999;26774,512999999999
2023-04-06 14:00:00;26867,623;28925,623;24687,691999999999;26745,363000000001
2023-04-06 15:00:00;26833,098999999998;28683,098999999998;25123,048999999999;26973,312000000002
2023-04-06 16:00:00;27280,734;28774,734;26236,253000000001;27730,223999999998
2023-04-06 17:00:00;27501,332999999999;28521,332999999999;26874,417000000001;27894,27
2023-04-06 18:00:00;27546,215;28347,215;28676,256000000001;29477,441999999999
2023-04-06 19:00:00;27542,215;28321,215;28291,649000000001;29070,191999999999
2023-04-06 20:00:00;27595,151000000002;28335,151000000002;26667,102999999999;27407,150000000001
2023-04-06 21:00:00;27452,905999999999;28033,905999999999;24727,887999999999;25308,437000000002
2023-04-06 22:00:00;27320,735000000001;27890,735000000001;23078,356;23648,397000000001
2023-04-06 23:00:00;27635,304;28182,304;21757,076000000001;22304,112000000001
2023-04-07 00:00:00;28192,076000000001;28624,076000000001;20585,950000000001;21018,328000000001
2023-04-07 01:00:00;27311,419000000002;27841,419000000002;20151,483;20681,022000000001
2023-04-07 02:00:00;26856,688999999998;27583,688999999998;20205,977999999999;20933,217000000001
2023-04-07 03:00:00;27344,995999999999;28237,995999999999;20002,543000000001;20895,258999999998
2023-04-07 04:00:00;27359,685000000001;28271,685000000001;20211,764999999999;21123,907999999999
2023-04-07 05:00:00;27417,977999999999;28482,977999999999;20157,749;21222,538
2023-04-07 06:00:00;27134,262999999999;28225,262999999999;21123,005000000001;22214,281999999999
2023-04-07 07:00:00;27488,594000000001;28983,594000000001;22181,584999999999;23676,863000000001
2023-04-07 08:00:00;27378,785;29484,785;21865,982;23971,985000000001
2023-04-07 09:00:00;27267,706999999999;29836,706999999999;22048,679;24617,285
2023-04-07 10:00:00;27560,044000000002;30385,044000000002;21183,243999999999;24007,995999999999
2023-04-07 11:00:00;27605,330000000002;30586,330000000002;21044,100999999999;24025,274000000001
2023-04-07 12:00:00;27598,550999999999;30599,550999999999;20921,690999999999;23922,348000000002
2023-04-07 13:00:00;27650,058000000001;30643,058000000001;20636,707999999999;23630,199000000001
2023-04-07 14:00:00;27525,861000000001;30470,861000000001;20238,688999999998;23184,026000000002
2023-04-07 15:00:00;27704,314999999999;30613,314999999999;20527,987000000001;23437,345000000001
2023-04-07 16:00:00;27327,313999999998;30055,313999999998;21461,098000000002;24189,169999999998
2023-04-07 17:00:00;27345,696;29484,696;22524,246999999999;24663,213
2023-04-07 18:00:00;27323,580000000002;28913,580000000002;24433,853999999999;26024,109
2023-04-07 19:00:00;27342,734;28875,734;23539,237000000001;25071,812999999998
2023-04-07 20:00:00;27277,327000000001;28732,327000000001;22732,795999999998;24187,341
2023-04-07 21:00:00;26921,733;28230,733;21402,823;22712,200000000001
2023-04-07 22:00:00;27553,102999999999;28600,102999999999;20855,709999999999;21902,761999999999
2023-04-07 23:00:00;27770,790000000001;28689,790000000001;20327,958999999999;21246,473000000002
2023-04-08 00:00:00;27704,238000000001;28510,238000000001;19981,014999999999;20787,084999999999
2023-04-08 01:00:00;28223,917000000001;28916,917000000001;19695,279999999999;20388,741999999998
2023-04-08 02:00:00;28227,767;28839,767;19541,714;20154,011999999999
2023-04-08 03:00:00;28217,398000000001;28803,398000000001;19653,526000000002;20239,055
2023-04-08 04:00:00;28419,468000000001;28958,468000000001;19972,376;20511,504000000001
2023-04-08 05:00:00;28168,994999999999;28726,994999999999;19834,478999999999;20392,594000000001
2023-04-08 06:00:00;28783;29411;21532,18;22159,990000000002
2023-04-08 07:00:00;28760,600999999999;29692,600999999999;22855,228999999999;23787,010999999999
2023-04-08 08:00:00;28640,859;30149,859;23283,491000000002;24792,268
2023-04-08 09:00:00;28563,156999999999;30502,156999999999;22639,771000000001;24578,948
2023-04-08 10:00:00;28315,637999999999;30536,637999999999;22093,865000000002;24314,772000000001
