Date;Eskom OCGT Generation;Eskom Gas Generation;Dispatchable IPP OCGT;Manual Load Reduction(MLR);Palmiet Gen Unit Hours;Ingula Gen Unit Hours;Drakensberg Gen Unit Hours;Palmiet Max Hours;Ingula Max Hours;Drakensberg Max Hours;Palmiet Min Hours;Ingula Min Hours;Drakensberg Min Hours
2023-03-27 00:00:00;0;0;0;387,30799999999999;29;38,850000000000001;80,200000000000003;58,7;67;102;8;12;12
2023-03-27 01:00:00;0;0;0;0;29;40,450000000000003;82,200000000000003;58,7;67;102;8;12;12
2023-03-27 02:00:00;0;0;0;0;29;42,149999999999999;84,599999999999994;58,7;67;102;8;12;12
2023-03-27 03:00:00;0;0;0;0;29;43,710000000000001;87;58,7;67;102;8;12;12
2023-03-27 04:00:00;0;0;0;0;29;45,25;89,400000000000006;58,7;67;102;8;12;12
2023-03-27 05:00:00;0;0;0;848,50199999999995;29;46,869999999999997;91,5;58,7;67;102;8;12;12
2023-03-27 06:00:00;0;0;0;898,98199999999997;29,199999999999999;48,200000000000003;93,299999999999997;58,7;67;102;8;12;12
2023-03-27 07:00:00;0;0;0;1281,143;29,399999999999999;48,090000000000003;93,599999999999994;58,7;67;102;8;12;12
2023-03-27 08:00:00;0;0;0;1895,9349999999999;29,399999999999999;49,07;93,599999999999994;58,7;67;102;8;12;12
2023-03-27 09:00:00;0;0;4,3999999999999997E-2;2129,9659999999999;29,399999999999999;49,07;93,599999999999994;58,7;67;102;8;12;12
2023-03-27 10:00:00;0;0;7,0000000000000007E-2;2135,2669999999998;29,399999999999999;49,609999999999999;93,599999999999994;58,7;67;102;8;12;12
2023-03-27 11:00:00;0;0;0;2136,145;29,399999999999999;49,5;93,599999999999994;58,7;67;102;8;12;12
2023-03-27 12:00:00;0;0;0;2130,6729999999998;29,399999999999999;49,670000000000002;93;58,7;67;102;8;12;12
2023-03-27 13:00:00;0;0;0;2127,8890000000001;29,399999999999999;49,609999999999999;90,599999999999994;58,7;67;102;8;12;12
2023-03-27 14:00:00;0;0;0;2136,0859999999998;29,399999999999999;49,670000000000002;89,400000000000006;58,7;67;102;8;12;12
2023-03-27 15:00:00;0;0;0;2357,9740000000002;29,399999999999999;49,18;87;58,7;67;102;8;12;12
2023-03-27 16:00:00;213;0;0;2806,8119999999999;29,399999999999999;48,310000000000002;85;58,7;67;102;8;12;12
