Week Start Date;Weekly EAF;Weekly PCLF;Weekly UCLF;Weekly OCLF;Year;Fin_Year
2022-04-04;60,225485315501494;12,130265320223009;26,660428616710281;0,98382074756521931;2022;2022-23
2022-04-11;56,015259054558861;11,877427874904473;30,551555184652656;1,5557578858840162;2022;2022-23
2022-04-18;55,20639017611019;11,214645500271182;32,084599096706441;1,4943652269121845;2022;2022-23
2022-04-25;58,942268709736169;10,290237456715277;29,375303641767843;1,3921901917807102;2022;2022-23
2022-05-02;59,703056730844551;8,7399753189306963;30,451331052967394;1,105636897257352;2022;2022-23
2022-05-09;60,29373943639041;5,1936295010770941;33,552815300533098;0,95981576199939567;2022;2022-23
2022-05-16;59,588869186262428;5,703041187520161;33,932760888722022;0,775328737495383;2022;2022-23
2022-05-23;60,84812549033974;6,9429315142301533;31,356819868896764;0,85212312653334499;2022;2022-23
2022-05-30;62,781556134799217;6,3633563973963749;29,91225668998738;0,94283077781703151;2022;2022-23
2022-06-06;62,960554631074395;5,7330008458125752;30,096258005906655;1,2101865172063737;2022;2022-23
2022-06-13;60,692535240520435;8,5086322990167904;29,655179599882548;1,1436528605802236;2022;2022-23
2022-06-20;59,631827832044074;8,0569007257552929;27,568137443541506;4,7431339986591254;2022;2022-23
2022-06-27;57,144016977424229;6,7734064781076757;28,527196109467635;7,5553804350004556;2022;2022-23
2022-07-04;56,70128742784992;8,4383703352974173;32,467318384740267;2,3930238521123961;2022;2022-23
2022-07-11;59,953923986892747;8,9990165043290027;29,492660584014747;1,5543989247635064;2022;2022-23
2022-07-18;62,130578415604461;6,1370373251362835;30,834232854337017;0,89815140492223877;2022;2022-23
2022-07-25;63,862249040504246;5,0609336795534761;29,279885674703383;1,7969316052388995;2022;2022-23
2022-08-01;61,6107828909131;7,0773850484006751;30,581513209976752;0,73031885070947633;2022;2022-23
2022-08-08;63,734033552288771;9,0066863075196419;26,326605702360904;0,93267443783068749;2022;2022-23
2022-08-15;60,52757167408209;9,6144354757896426;29,218086056497516;0,63990679363075254;2022;2022-23
2022-08-22;61,101423861632192;10,727878524831649;27,700745375380791;0,46995223815536308;2022;2022-23
2022-08-29;59,703457892416225;10,540900485509862;29,210856544111756;0,5447850779621618;2022;2022-23
2022-09-05;56,642791493807124;11,024080712882798;31,61530717642696;0,71782061688311649;2022;2022-23
2022-09-12;53,118774926847856;13,529399676326758;32,746977375440913;0,60484802138448024;2022;2022-23
2022-09-19;53,624466715768804;10,290536190275773;35,079089794272079;1,00590729968334;2022;2022-23
2022-09-26;55,738463754609583;11,336757555715888;31,862303528839991;1,0624751608345355;2022;2022-23
2022-10-03;53,679080211840628;14,886363636363637;30,088924312570146;1,3456318392255893;2022;2022-23
